Word_Original,Hierarchical_Entity_Tag
"இருஞ்சாயன்ன,DARK_NIGHT_LIKE"
"செருந்தியொடு,WITH_CHERUNDHI"
"வேழம்,ELEPHANT"
"கரும்பின்,SUGARCANE"
"அலம்ரும்,?"
"கழனி,FIELD"
"ஊரன்,CHIEFTAIN"
"பொருந்து,JOIN"
"மலரன்ன,FLOWER_LIKE"
"என்,MY"
"கண்ணழ,EYES_CRY"
"பிரிந்தனன்,SEPARATED"
"அல்லனோ,NOT"
"பிரியலென்,WILL_NOT_SEPARATE"
"என்றே,SAID"
"எக்கர்,SAND_DUNE"
"மாஅத்துப்,MANGO_TREE"
"புதுப்பூம்,NEW_FLOWER"
"பெருஞ்சினை,GREAT_BRANCH"
"புணர்ந்தோர்,LOVERS"
"மெய்ம்மணம்,BODY_FRAGRANCE"
"கமழும்,FRAGRANT"
"தண்பொழில்,COOL_GROVE"
"வேழவெண்பூ,ELEPHANT_WHITE_FLOWER"
"வெள்ளுகை,WHITE_PALM"
"சீக்கும்,?"
"ஊரன்,CHIEFTAIN"
"ஆகலின்,BECAUSE"
"கலங்கி,CONFUSED"
"மாரி,RAIN"
"மலரின்,FLOWER"
"கண்,EYE"
"பனியுகுமே,DEW_SHEDS"
"அறுசில்,SIX_?"
"கால,SEASON"
"அஞ்சிறை,FIVE_WING"
"தும்பி,BEE"
"நூற்றிதழ்,HUNDRED_PETAL"
"தாமரைப்,LOTUS"
"பூச்சினை,FLOWER_BRANCH"
"சீக்கும்,?"
"காம்புகண்டன்ன,STEM_LIKE"
"தூம்புடை,HOLLOW"
"வேழத்துத்,ELEPHANT"
"துறைநணி,GHAT_NEAR"
"யூரனை,CHIEFTAIN"
"உள்ளியென்,THINKING_I"
"இறையேர்,?"
"எல்வளை,SHINING_BANGLE"
"நெகிழ்பு,LOOSE"
"ஓடும்மே,RUN"
"முள்ளி,MULLI"
"நீடிய,LONG"
"முதுநீர்,OLD_WATER"
"அடைகரை,SHORE"
"புள்ளிக்,SPOTTED"
"கள்வன்,THIEF"
"ஆம்பல்,AMPA_LILY"
"அறுக்கும்,CUT"
"தண்டுறை,COOL_GHAT"
"ய்ய்ரன்,?"
"தளிப்பவும்,SPRINKLE"
"உண்கண்,PAINTED_EYE"
"பசப்பு,PALLOR"
"எவன்கொல்,WHY"
"அன்னாய்,OH_MOTHER"
"அள்ளல்,MUD"
"ஆடிய,BATHED"
"புள்ளிக்,SPOTTED"
"கள்வன்,THIEF"
"முள்ளி,MULLI"
"வேரளை,ROOT"
"செல்லும்,GO"
"ஊரன்,CHIEFTAIN"
"நல்லசொல்லி,GOOD_WORDS"
"மணந்து,JOINED"
"இனி,NOW"
"நீயேன்,YOU_I"
"என்றது,SAID"
"எவன்கொல்,WHY"
"முள்ளி,MULLI"
"வேரளை,ROOT"
"கள்வன்,THIEF"
"ஆட்டி,LEAD"
"பூக்குற்று,FLOWER"
"எய்திய,REACHED"
"புனல்,WATER"
"அணி,ORNAMENT"
"யூரன்,CHIEFTAIN"
"தேற்றஞ்,TRUST"
"செய்து,DOING"
"நப்,US"
"புணர்ந்து,JOINED"
"இனித்,SWEET"
"தாக்கணங்கு,?"
"ஆவ,BE"
"தாய்சாப்,?"
"பிறக்கும்,BORN"
"புள்ளிக்,SPOTTED"
"கள்வனொடு,WITH_THIEF"
"பிள்லை,CHILD"
"தன்னும்,ITSELF"
"முதலைத்து,?"
"அவனூர்,HIS_VILLAGE"
"எய்தினன்,REACHED"
"அகின்றுகொல்லோ,?"
"மகிழ்நன்,HUSBAND"
"பொலந்தொடி,GOLD_BANGLE"
"தெளிர்ப்ப,SOUND"
"முயங்கியவர்,EMBRACED"
"நலம்,BEAUTY"
"கொண்டு,TAKING"
"துறப்பது,LEAVE"
"எவன்கொல்,WHY"
"அயல்,OTHER"
"புறந்தந்த,OUTSIDE_GAVE"
"புனிற்றுவளர்,NEW_GROW"
"பைங்காய்,GREEN_FRUIT"
"வயலை,VAZHAL"
"செங்கொடி,RED_CREEPER"
"கள்வன்,THIEF"
"அறுக்கும்,CUT"
"கழனி,FIELD"
"யூரன்,CHIEFTAIN"
"மார்பு,CHEST"
"பலர்க்கு,TO_MANY"
"இழை,JEWEL"
"நெகிழ்,LOOSE"
"செல்லல்,DISTRESS"
"ஆகும்,BECOMES"
"கரந்தைஅம்,KARANTHAI_BEAUTIFUL"
"செறுவில்,FIELD"
"துணை,COMPANION"
"துறந்து,LEAVING"
"கள்வன்,THIEF"
"வள்ளை,VALLARAI"
"மென்கால்,SOFT_LEG"
"அறுக்கும்,CUT"
"ஊரன்,CHIEFTAIN"
"எம்மும்,WE"
"பிறரும்,OTHERS"
"அறியான்,NOT_KNOW"
"இன்னன்,SUCH"
"ஆவது,BECOME"
"செந்நெலம்,RED_RICE"
"செறுவில்,FIELD"
"கதிகொண்டு,?"
"கள்வன்,THIEF"
"தண்அக,COOL_INSIDE"
"மண்அளை,EARTH_CAVE"
"செல்லும்,GO"
"ஊரற்கு,TO_CHIEFTAIN"
"எவ்வளை,WHICH_BANGLE"
"நெகிழ,LOOSE"
"சாஅய்,DIE"
"அல்லல்,DISTRESS"
"உழப்பது,SUFFER"
"உண்துறை,EATING_GHAT"
"அணங்கு,GODDESS"
"இவள்,SHE"
"உறைநோய்,RESIDENCE_SICKNESS"
"ஆயின்,IF"
"தண்சேறு,COOL_MUD"
"கள்வன்,THIEF"
"வரிக்கும்,DRAWS"
"ஊரற்கு,TO_CHIEFTAIN"
"ஒண்டொடி,BRIGHT_BANGLE"
"நெகிழச்,LOOSE"
"சாஅய்,DIE"
"மெந்தோள்,SOFT_SHOULDER"
"பசப்பு,PALLOR"
"மாரி,RAIN"
"கடிகொள,?"
"காவலர்,GUARDS"
"கடுக,HASTEN"
"வித்திய,SOWN"
"வென்முளை,TENDER_SPROUT"
"கள்வன்,THIEF"
"அறுக்கும்,CUT"
"கழனி,FIELD"
"யூரன்,CHIEFTAIN"
"மார்புற,CHEST"
"மரீஇத்,?"
"திதலை,FRECKLE"
"அல்குல்,WAIST"
"நின்மகள்,YOUR_DAUGHTER"
"பசலை,PALLOR"
"கொள்வது,TAKING"
"வேப்பு,NEEM"
"நனையன்ன,WET_LIKE"
"நெடுங்கள்,LONG_KALL"
"கள்வன்,THIEF"
"தண்அக,COOL_INSIDE"
"மண்அளை,EARTH_CAVE"
"நிறைய,FULL"
"நெல்லின்,RICE"
"இரும்பூ,GREAT_FLOWER"
"உறைக்கும்,DRIPS"
"ஊரற்கு,TO_CHIEFTAIN"
"இவள்,SHE"
"பெருங்கவின்,GREAT_BEAUTY"
"இழப்பது,LOSE"
"அம்ம,AH"
"வாழி,LONG_LIVE"
"தோழி,FRIEND"
"மகிழ்நன்,HUSBAND"
"கடனன்று,NOT_DUTY"
"என்னும்,SAYS"
"கொல்லோ,PERHAPS"
"நம்மூர்,OUR_VILLAGE"
"முடமுதிர்,OLD"
"மருதத்துப்,MARUTHAM_TREE"
"பெருந்துறை,GREAT_GHAT"
"உடனாடு,PLAY_TOGETHER"
"ஆயமோடு,WITH_TROOP"
"உற்ற,JOINED"
"சூளே,VOW"
"ஒருநாள்,ONE_DAY"
"நம்மில்,US"
"வந்ததற்கு,FOR_COMING"
"எழுநாள்,SEVEN_DAYS"
"அழுப,CRY"
"என்ப,SAY"
"அவன்,HIS"
"பெண்டிர்,WOMEN"
"தீயுறு,FIRE"
"மெழுகின்,WAX"
"ஞெகிழ்வனர்,LOOSE"
"விரைந்தே,QUICKLY"
"மருது,MARUTHAM_TREE"
"உயர்ந்து,HIGH"
"ஓங்கிய,RAISED"
"விரிபூம்,SPREAD_FLOWER"
"பெருந்துறைப்,GREAT_GHAT"
"பெண்டிரோடு,WITH_WOMEN"
"ஆடும்,DANCE"
"என்பதன்,SAYING"
"தண்தார்,COOL_GARLAND"
"அகலம்,CHEST"
"தலைத்தலைக்,HEAD_HEAD"
"கொளவே,TAKE"
"நம்மூர்ப்,OUR_VILLAGE"
"பொய்கைப்,POND"
"பூத்த,BLOOMED"
"புழற்கால்,HOLLOW_LEG"
"ஆம்பல்,AMPA_LILY"
"தாது,POLLEN"
"ஏர்,BEAUTY"
"வண்ணம்,COLOR"
"கொண்டன,TOOK"
"ஏதிலாளற்குப்,STRANGER"
"பசந்த,TURNED_PALE"
"என்,MY"
"கண்ணே,EYES"
"ஆம்பல்,AMPA_LILY"
"நார்,FIBER"
"உரி,SKIN"
"மென்கால்,SOFT_STEM"
"நிறத்தினும்,THAN_COLOR"
"நிழற்றுதல்,SHINES"
"மன்னே,INDEED"
"இனி,NOW"
"பசந்தன்று,TURNED_PALE"
"என்,MY"
"மாமை,DARK_BEAUTY"
"கவினே,BEAUTY"
"யூரன்,CHIEFTAIN"
"நம்மறந்து,FORGET_US"
"அமைகுவனாயின்,IF_CONTENT"
"நாம்மறந்து,WE_FORGET"
"உள்ளாது,NOT_THINKING"
"அமைதலும்,CONTENT"
"அமைகுவம்,WE_CONTENT"
"மன்னே,INDEED"
"கயலென,FISH"
"கருதிய,THOUGHT"
"உண்கண்,PAINTED_EYE"
"பசலைக்கு,FOR_PALLOR"
"ஒல்கா,NOT_SUCCUMB"
"ஆகுதல்,BEING"
"பெறினே,IF_GET"
"நயந்தோர்,LOVERS"
"உண்கண்,PAINTED_EYE"
"பசந்து,PALE"
"பனிமல்க,TEARS_FILL"
"வல்லன்,ABLE"
"வல்லன்,ABLE"
"பொய்த்தல்,LIE"
"தேற்றான்,NOT_BELIEVE"
"உற்ற,JOINED"
"சூள்வாய்த்தல்லெ,?"
"மகிநன்,HUSBAND"
"தன்சொல்,HIS_WORD"
"உணர்ந்தோர்,KNOWERS"
"அறியலன்,NOT_KNOW"
"என்றும்,EVER"
"தந்தளிர்,FATHER_SPROUT"
"வெளவும்,STEAL"
"மேனி,BODY"
"ஒள்தோடி,BRIGHT_BANGLE"
"முன்கை,FOREARM"
"யாம்அழ,WE_CRY"
"பிரிந்தே,LEFT"
"யூரன்,CHIEFTAIN"
"வெம்முலை,HOT_BREAST"
"யடைய,REACH"
"முயங்கி,EMBRACE"
"நம்வயின்,US"
"திருந்திழைப்,PERFECT_JEWEL"
"பணைத்தோள்,DRUM_SHOULDER"
"ஞெகிழப்,LOOSE"
"பிரிந்தனன்,LEFT"
"ஆயினும்,EVEN_IF"
"பிரியலன்,WILL_NOT_LEAVE"
"மன்னே,INDEED"
"மகிநன்,HUSBAND"
"ஒள்தொடி,BRIGHT_BANGLE"
"முன்கை,FOREARM"
"யாம்,WE"
"அழ,CRY"
"பிரிந்து,LEAVING"
"தன்,HE"
"பெண்டிர்,WOMEN"
"ஊர்,VILLAGE"
"இறை,TAX"
"கொண்டனன்,TOOK"
"என்ப,SAY"
"கெண்டை,FISH"
"பாய்தர,LEAP"
"அவிழ்ந்த,BLOOMED"
"வண்டுபிணி,BEE_SWARM"
"ஆம்பல்,AMPA_LILY"
"நாடுகிழவோனே,LAND_OWNER"
"தன்பார்ப்புத்,ITS_YOUNG"
"தின்னும்,EATS"
"அன்பில்,LOVELESS"
"முதலையொடு,WITH_CROCODILE"
"வெண்பூம்,WHITE_FLOWER"
"பொய்கைத்து,POND"
"அவனூர்என்ப,HIS_VILLAGE_SAY"
"அதனால்,THEREFORE"
"தன்சொல்,HIS_WORD"
"உணர்ந்தோர்,KNOWERS"
"மேனி,BODY"
"பொன்போல்,GOLD_LIKE"
"செய்யும்,MAKES"
"ஊர்கிழவோனே,VILLAGE_LORD"
"மகிழ்மிக,JOY_MUCH"
"சிறப்ப,SPECIAL"
"மயங்கினள்கொலோ,CONFUSED"
"யாணர்,RENEWAL"
"ஊரநின்,CHIEFTAIN"
"மானிழை,BEAUTIFUL_JEWEL"
"யரிவை,WOMAN"
"காவிரி,KAVERI"
"மலிர்நிறை,FULL"
"யன்ன,LIKE"
"நின்,YOUR"
"மார்புநனி,CHEST"
"விலக்கல்,REFUSE"
"தொடங்கியோளே,STARTED"
"அம்பணத்தன்ன,?"
"யாமை,TURTLE"
"யேறி,CLIMB"
"செம்பின்னன்ன,COPPER_LIKE"
"பார்ப்புப்,YOUNG"
"பலதுஞ்சும்,MANY_SLEEP"
"யாணர்,RENEWAL"
"ஊரந,CHIEFTAIN"
"நின்னினும்,THAN_YOU"
"பாணன்,BARD"
"பொய்யன்,LIAR"
"பல்சூளினனே,MANY_VOWS"
"தீம்பெரும்,SWEET_GREAT"
"பொய்கை,POND"
"யாமை,TURTLE"
"இளம்பார்ப்புத்,YOUNG_ONES"
"தாய்முகம்,MOTHER_FACE"
"நோக்கி,LOOKING"
"வளர்ந்திசின்,GROWN"
"ஆஅங்கு,LIKE_THAT"
"அதுவே,THAT"
"ஐய,?"
"நின்,YOUR"
"மார்பே,CHEST"
"அறிந்தனை,KNOW"
"ஒழுகுமதி,LIVE"
"அறனுமார்,RIGHTEOUSNESS"
"அதுவே,THAT"
"கூதிர்,WINTER"
"ஆயின்,IF"
"தன்கலிழ்,ITS_?"
"தந்து,GIVING"
"வேனில்,SUMMER"
"ஆயின்,IF"
"மணிநிறம்,GEM_COLOR"
"கொள்ளும்,TAKES"
"யாறு,RIVER"
"அணிந்தன்று,ADORNED"
"நின்,YOUR"
"ஊரே,VILLAGE"
"பச்ப்ப,?"
"அணிந்தனவால்,ADORNED"
"மகிழ்ந,HUSBAND"
"என்,MY"
"கண்ணே,EYES"
"நினக்கே,FOR_YOU"
"அன்று,NOT"
"அது,THAT"
"எமக்குமார்,FOR_US_ALSO"
"இனிதே,SWEET"
"நின்மார்பு,YOUR_CHEST"
"நய்ந்த,DESIRED"
"நன்னுதல்,GOOD_FOREHEAD"
"அரிவை,WOMAN"
"வேண்டிய,DESIRED"
"குறிப்பினை,INTENTION"
"யாகி,BEING"
"ஈண்டு,HERE"
"நீ,YOU"
"அருளாது,NOT_GRACE"
"ஆண்டு,THERE"
"உறைதல்லே,LIVE"
"முள்ளெயிற்றுப்,THORN_TOOTHED"
"பாண்மகள்,BARD_WOMAN"
"இன்கெடிறு,SWEET_KEDIR_FISH"
"சொரிந்த,POURED"
"அகன்பெரு,WIDE_GREAT"
"வட்டி,PLATE"
"நிறைய,FULL"
"மனையோள்,WIFE"
"அரிகால்,?"
"பெரும்பயறு,GREAT_BEANS"
"நிறைக்கும்,FILLS"
"ஊர,OH_CHIEFTAIN"
"மாணிமழை,?"
"ஆயம்,TROOP"
"அறியும்,KNOWS"
"நின்,YOUR"
"பாணன்,BARD"
"போல,LIKE"
"பலபொய்த்தல்லே,MANY_LIES"
"வலைவல்,NET_SKILLED"
"பாண்மகன்,BARD_SON"
"வாலெயிற்று,WHITE_TOOTHED"
"மடமகல்,GENTLE_DAUGHTER"
"வராஅல்,FISH"
"அஒரிந்த,?"
"வட்டியுள்,PLATE"
"மனையோள்,WIFE"
"யாண்டு,YEAR"
"கழி,PAST"
"வெண்ணெல்,WHITE_RICE"
"நிறைக்கும்,FILLS"
"ஊர,OH_CHIEFTAIN"
"வேண்டேம்,NOT_WANT"
"பெரும,LORD"
"நின்,YOUR"
"பரத்தை,MISTRESS"
"யாண்டுச்,WHERE"
"செய்குறியோடு,?"
"ஈண்டு,HERE"
"நீ,YOU"
"வரவே,COME"
"அஞ்சில்,FEARLESS"
"ஓதி,HAIR"
"அசைநடை,SLOw_WALK"
"பாண்மகள்,BARD_DAUGHTER"
"சில்மீன்,FEW_FISH"
"சொரிந்து,POURING"
"பல்நெல்,MANY_RICE"
"பெறூஉம்,GETS"
"யாணர்,RENEWAL"
"ஊரநின்,CHIEFTAIN_YOUR"
"பாண்மகன்,BARD_SON"
"யார்,WHO"
"நலம்,BEAUTY"
"சிதயப்,DESTROY"
"பொய்க்குமோ,WILL_HE_LIE"
"இனியே,NOW"
"துணையோர்,HELPERS"
"செல்வமும்,WEALTH"
"யாமும்,WE"
"வருந்துதும்,SUFFER"
"வஞ்சி,VANJI"
"ஓங்கிய,HIGH"
"யாணர்,RENEWAL"
"ஊர,OH_CHIEFTAIN"
"தஞ்சம்,REFUGE"
"அருளாய்,GRACE_NOT"
"நீயே,YOU"
"நின்,YOUR"
"நெஞ்சம்,HEART"
"பெற்ற,GOT"
"இவளுமார்,SHE"
"அழுமே,CRIES"
"நீருறை,WATER_LIVE"
"கோழி,HEN"
"நீலச்,BLUE"
"சேவல்,COCK"
"கூருகிர்ப்,SHARP_CLAW"
"பேடை,FEMALE"
"வயாஅம்,?"
"ஊர,OH_CHIEFTAIN"
"புளிங்காய்,SOUR_FRUIT"
"வேட்கைத்து,DESIRE"
"அன்று,NOT"
"நின்,YOUR"
"மலர்ந்த,BLOOMED"
"மார்பு,CHEST"
"இவள்,SHE"
"வயாஅநோய்க்கே,?"
"வயலை,VAZHAL"
"செங்கொடிப்,RED_CREEPER"
"பிணையல்,GARLAND"
"தைஇ,MADE"
"செவ்விரல்,RED_FINGER"
"சிவந்த,RED"
"சேயரி,?"
"மழைக்கண்,CLOUD_EYE"
"செவ்வாய்க்,RED_MOUTH"
"குறுமகள்,SMALL_WOMAN"
"இனைய,GRIEVE"
"எவ்வாய்,ALL_SIDES"
"முன்னின்று,STANDING_BEFORE"
"மகிழ்ந,HUSBAND"
"நின்,YOUR"
"தேரே,CHARIOT"
"துறை,GHAT"
"எவன்,WHY"
"அணங்கும்,GODDESS"
"யாம்,WE"
"உற்ற,SUFFERED"
"நோயே,SICKNESS"
"சிறையழி,WING_LOST"
"புதுப்புனல்,NEW_WATER"
"பாய்ந்தென,SPRUNG"
"கலங்கி,CONFUSED"
"கழனித்,FIELD"
"தாமரை,LOTUS"
"மலரும்,BLOOMS"
"பழன,MEADOW"
"ஊர,OH_CHIEFTAIN"
"நீயுற்ற,YOU_SUFFERED"
"சூளே,VOW"
"திண்தேர்த்,STRONG_CHARIOT"
"தென்னவன்,PANDYA_KING"
"நல்நாட்டு,GOOD_LAND"
"உள்ளதை,?"
"வேனில்,SUMMER"
"ஆயினும்,EVEN_IF"
"தண்புனல்,COOL_WATER"
"ஒழுகும்,FLOWS"
"தேனூர்,HONEY_VILLAGE"
"அன்ன,LIKE"
"இவள்,SHE"
"தெரிவளை,CERTAIN_BANGLE"
"நெகிழ,LOOSE"
"ஊரின்,VILLAGE"
"ஊரனை,CHIEFTAIN"
"நீ,YOU"
"தர,BRING"
"வந்த,CAME"
"பஞ்சாய்க்,COTTON"
"கோதை,GARLAND"
"மகளிர்க்கு,TO_WOMEN"
"அஞ்சுவல்,FEAR"
"அம்ம,AH"
"அம்முறை,THAT_WAY"
"வரினே,IF_COME"
"கரும்பின்,SUGARCANE"
"எந்திரம்,?"
"களிறு,ELEPHANT"
"எதிர்,OPPOSITE"
"பிளிற்ரும்,TRUMPETS"
"தேர்வண்,CHARIOT_GENEROUS"
"கோமான்,KING"
"தேனூர்,HONEY_VILLAGE"
"அன்ன,LIKE"
"இவள்,SHE"
"நல்லணி,GOOD_ORNAMENT"
"நயந்து,LOVING"
"நீ,YOU"
"துறத்தலின்,LEAVING"
"பல்லோர்,MANY"
"அறிய,KNOW"
"பசந்தன்று,TURNED_PALE"
"நுதலே,FOREHEAD"
"பகல்கொள்,DAY_TAKING"
"விளக்கோடு,WITH_LAMP"
"இராநாள்,NIGHT_DAY"
"அறியா,NOT_KNOWING"
"வெல்போர்ச்,VICTORIOUS_WAR"
"சோழர்,CHOLAS"
"ஆமூர்,AMUR"
"அன்ன,LIKE"
"இவள்,SHE"
"நலம்பெறு,BEAUTY"
"சுடர்நுதல்,SHINING_FOREHEAD"
"தேம்ப,SUFFER"
"எவன்,WHAT"
"பயம்,FRUIT"
"செய்யும்,DOES"
"நீ,YOU"
"தேற்றிய,TRUSTED"
"மொழியே,WORDS"
"பகலின்,DAY"
"தோன்றும்,APPEARS"
"பல்கதிர்த்,MANY_RAYS"
"தீயின்,FIRE"
"ஆம்பல்,AMPA_LILY"
"அம்,?"
"செறுவின்,FIELD"
"தேனூர்,HONEY_VILLAGE"
"அன்ன,LIKE"
"இவள்,SHE"
"நலம்,BEAUTY"
