poem_name,poet_name,poem_number,line_number,english_pronounciation,Line_Original,meaning_of_line,tamil_meaning_of_line,tinai,Word_Original,Hierarchical_Entity_Tag,important_entity
"Kalittokai","Perunkadunkon","1","1","tiripuram","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","திரிபுரம்","MYTHICAL_CITIES","yes"
"Kalittokai","Perunkadunkon","1","1","tī","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","தீ","ELEMENT_FIRE","yes"
"Kalittokai","Perunkadunkon","1","1","maṭuttuk","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","மடுத்துக்","ACTION_ATTACK","yes"
"Kalittokai","Perunkadunkon","1","1","kūṟāmal","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","கூறாமல்","ACTION_SPEECH_NEG","yes"
"Kalittokai","Perunkadunkon","1","1","kuṟittataṉ","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","குறித்ததன்","ACTION_AIM","yes"
"Kalittokai","Perunkadunkon","1","1","mēl","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","மேல்","POSITION_UPON","yes"
"Kalittokai","Perunkadunkon","1","1","cellum","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","செல்லும்","ACTION_GO","yes"
"Kalittokai","Perunkadunkon","1","1","kaṭum","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","கடும்","QUALITY_FIERCE","yes"
"Kalittokai","Perunkadunkon","1","1","kūḷi","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","கூளி","BEING_ATTENDANT","yes"
"Kalittokai","Perunkadunkon","1","1","māṟāp","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","மாறாப்","QUALITY_UNCEASING","yes"
"Kalittokai","Perunkadunkon","1","1","pōr","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","போர்","CONFLICT_WAR","yes"
"Kalittokai","Perunkadunkon","1","1","maṇi","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","மணி","ORNAMENT_GEM","yes"
"Kalittokai","Perunkadunkon","1","1","miṭaṟṟu","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","மிடற்று","BODY_PART_THROAT","yes"
"Kalittokai","Perunkadunkon","1","1","eṇ","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","எண்","NUMBER_EIGHT","yes"
"Kalittokai","Perunkadunkon","1","1","kaiyāy","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","கையாய்","BODY_PART_HAND","yes"
"Kalittokai","Perunkadunkon","1","1","kēḷ","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","கேள்","ACTION_LISTEN","yes"
"Kalittokai","Perunkadunkon","1","1","iṉi","ஆறு அறி அந்தணர்க்கு, அருமறை பல பகர்ந்து, தேறு நீர் சடைக் கரந்து, திரிபுரம் தீ மடுத்துக், கூறாமல் குறித்ததன் மேல் செல்லும், கடும் கூளி, மாறாப் போர் மணி மிடற்று எண் கையாய்! கேள் இனி;","O one with the unfading, victorious, jeweled, blue throat and eight hands! Listen now: You, who explain the difficult Vedas to the Brahmins who know the path, who hide the pure water in your matted hair, who plunged fire into the three cities, and who, without speaking, go towards the mark you aimed at, a fierce attendant.","வழியறிந்த அந்தணர்க்கு அரிய வேதங்களைப் பகர்ந்து, தெளிந்த நீரைச் சடையில் மறைத்து, முப்புரத்தை நெருப்பினால் அழித்து, சொல்லாமலேயே குறித்த இலக்கை நோக்கிச் செல்லும் கொடிய கூற்றுவனே! மாறாத போரை உடைய மணி நிறைந்த கழுத்தையும் எட்டுக் கைகளையும் உடையவனே! கேள் இப்போது;","Palai","இனி","TIME_NOW","no"
