Word_Original,Hierarchical_Entity_Tag
ஏமுறு,SECURE_SAFE
நெஞ்சத்தேம்,HEART
பரவுதும்,ACTION_PRAISE
வாய்மொழி,TRUTH_TRUTHFULWORD
புலவ,POET
நின்,PRONOUN_YOUR
தாள்,FOOT
நிழல்,SHADE
தொழுதே,ACTION_WORSHIP
கடவுள்,DIVINE_GOD
வாழ்த்து,ACTION_BLESS
பாடியவர்,POET
கீரந்தையார்,POET_KEERANTHAIYAR
இசையமைத்தவர்,MUSICIAN_COMPOSER
நன்னாகனார்,MUSICIAN_NANNAGANAR
இசை,MUSIC
பண்,MUSIC
பாலையாழ்,MUSIC_PALAYA_YAZH
திருமாலின்,DIVINE_VISHNU
பெருமை,ATTRIBUTE_GREATNESS
ஊழிகளின்,TIME_EON
தோற்றம்,ACTION_ORIGINATE
தொல்,ATTRIBUTE_ANCIENT
முறை,ORDER_SYSTEM
இயற்கையின்,NATURE
மதியொ,WISDOM_INTELLIGENCE
மரபிற்று,TRADITION_CUSTOM
ஆக,ACTION_BECOME
பசும்,COLOR_GREEN
பொன்னுலகமும்,HEAVEN_GOLDENWORLD
மண்ணும்,GEOGRAPHY_EARTH
பாழ்பட,ACTION_DESTROY
விசும்பில்,LOCATION_SKY
ஊழி,TIME_EON
ஊழ்ஊழ்,TIME_EON
செல்லக்,ACTION_GO
கருவளர்,ACTION_GROW
வானத்து,LOCATION_SKY
இசையின்,MUSIC
தோன்றி,ACTION_APPEAR
உரு,FORM
அறிவாரா,ACTION_KNOW
ஒன்றன்,ADJECTIVE_ONE
ஊழியும்,TIME_EON
உந்து,ACTION_PUSH
வளி,NATURE_WIND
கிளர்ந்த,ACTION_AROUSE
ஊழ்ஊழ்,TIME_EON
ஊழியும்,TIME_EON
செந்தீ,COLOR_REDFIRE
சுடரிய,ACTION_BURN
ஊழியும்,TIME_EON
பனியொடு,NATURE_DEW
தண்பெயல்,NATURE_COLDRAIN
தலைஇய,ACTION_BEGIN
ஊழியும்,TIME_EON
அவையிற்று,LOCATION_THERE
உள்,INSIDE
முறை,ORDER_SYSTEM
வெள்ளம்,NATURE_FLOOD
மூழ்கி,ACTION_SINK
ஆர்தருபு,ACTION_FILL
மீண்டும்,ACTION_RETURN
பீடு,POWER_MIGHT
உயர்பு,ACTION_RISE
ஈண்டி,ACTION_COME
அவற்றிற்கும்,PRONOUN_THEM
உள்ளீடு,INSIDE_CONTENTS
ஆகிய,ACTION_BECOME
இரு,ADJECTIVE_TWO
நிலத்து,GEOGRAPHY_EARTH
ஊழியும்,TIME_EON
நெய்தலும்,NATURE_NEYTHAL
குவளையும்,NATURE_KUVALAI
ஆம்பலும்,NATURE_AAMBAL
சங்கமும்,OBJECT_CONCH
மை,COLOR_BLACK
இல்,NOT_WITHOUT
கமலமும்,NATURE_LOTUS
வெள்ளமும்,NATURE_FLOOD
நுதலிய,ACTION_MEAN
செய்குறி,SIGN_OMEN
ஈட்டம்,ACTION_ACCUMULATE
கழிப்பிய,ACTION_SPEND
வழிமுறை,PATH_METHOD
வராக,DIVINE_BOAR
கற்பம்,ACTION_CREATE
கேழல்,ANIMAL_BOAR
திகழ்வரக்,ACTION_SHINE
கோலமொடு,FORM
பெயரிய,ACTION_CHANGE
ஊழி,TIME_EON
ஒருவினை,ACTION_DO
உணர்த்தலின்,ACTION_EXPLAIN
முதுமைக்கு,ATTRIBUTE_OLDAGE
ஊழி,TIME_EON
யாவரும்,PEOPLE_ALL
உணரா,ACTION_KNOW
ஆழி,WEAPON_DISCUS
முதல்வ,FIRST_LORD
நிற்,PRONOUN_YOUR
பேணுதும்,ACTION_CHERISH
தொழுதும்,ACTION_WORSHIP
நிலைகள்,STATE_CONDITIONS
நீயே,PRONOUN_YOU
வளையொடி,OBJECT_BRACELET
புரையும்,ACTION_RESEMBLE
வாலியோற்கு,DEMON_VALI
அவன்,PRONOUN_HE
இளையன்,YOUTH_YOUNGER
என்போர்க்கு,PEOPLE_SAYERS
இளையை,YOUTH_YOUNGER
ஆதாம்,ACTION_BECOME
புதை,ACTION_BURY
இருள்,NATURE_DARKNESS
உடுக்கை,CLOTHING_GARMENT
பொலம்பனை,OBJECT_GOLDENBANNER
கொடியோற்கு,DIVINE_BANNERBEARER
முதியை,ATTRIBUTE_OLD
என்போர்க்கு,PEOPLE_SAYERS
முதுமை,ATTRIBUTE_OLDAGE
தோன்றலும்,ACTION_APPEAR
வடு,ATTRIBUTE_SCAR
இல்,NOT_WITHOUT
கொள்கையின்,BELIEF_FAITH
உயர்ந்தோர்,PERSON_NOBLE
ஆய்ந்த,ACTION_EXAMINE
கெடு,ACTION_DESTROY
இல்,NOT_WITHOUT
கேள்வியுள்,WISDOM_LEARNING
நடு,MIDDLE
ஆகுதலும்,ACTION_BECOME
இந்நிலைத்,STATE_CONDITION
தெரி,ACTION_KNOW
பொருள்,OBJECT_MEANING
தேரின்,ACTION_CHOOSE
இந்நிலை,STATE_CONDITION
நின்,PRONOUN_YOUR
நிலைத்,STATE_CONDITION
தோன்றும்,ACTION_APPEAR
நின்,PRONOUN_YOUR
தொல்,ATTRIBUTE_ANCIENT
நிலைச்,STATE_CONDITION
சிறப்பே,ATTRIBUTE_EXCELLENCE
சிறப்பு,ATTRIBUTE_EXCELLENCE
ஓங்கு,ACTION_RISE
உயர்,ACTION_RISE
வானின்,LOCATION_SKY
வாங்குவில்,WEAPON_BOW
புரையும்,ACTION_RESEMBLE
பூண்,OBJECT_ORNAMENT
அணி,OBJECT_ORNAMENT
கவைஇய,ACTION_BEND
ஆர்,AROMA
அணி,OBJECT_ORNAMENT
நித்தில,OBJECT_PEARL
நித்தில,OBJECT_PEARL
மதாணி,OBJECT_JEWEL
அத்தகு,ADJECTIVE_SUCH
மதி,WISDOM_INTELLIGENCE
மறுச்,ATTRIBUTE_CHANGE
செய்யோள்,WOMAN_BEAUTIFUL
சேர்ந்த,ACTION_JOIN
நின்,PRONOUN_YOUR
மாசு,ATTRIBUTE_BLEMISH
இல்,NOT_WITHOUT
அகலம்,BODY_CHEST
வளர்,ACTION_GROW
திரை,NATURE_WAVE
மண்ணிய,ACTION_SMEAR
கிளர்,ACTION_SHINE
பொறி,OBJECT_MARK
நாப்பண்,MIDDLE
வை,COLOR_WHITE
வால்,COLOR_WHITE
மருப்பின்,TUSK
களிறு,ANIMAL_ELEPHANT
மணன்,AROMA
அயர்பு,ACTION_DO
புள்ளி,SPOT_SPECKLE
நிலனும்,GEOGRAPHY_EARTH
புரைபடல்,ACTION_RESEMBLE
அரிது,ATTRIBUTE_RARE
என,CONJUNCTION_AS
உள்ளுநர்,PEOPLE_THINKERS
உரைப்போர்,PEOPLE_SPEAKERS
உரையொடு,SPEECH_WORDS
சிறந்தன்று,ACTION_EXCELL
படைச்சிறப்பு,WEAPON_EXCELLENCE
ஒடியா,ACTION_NOTSTOP
உள்ளமொடு,HEART
உருத்து,ACTION_ANGRY
ஒருங்கு,TOGETHER_UNITED
உடன்,TOGETHER_WITH
இயைந்து,ACTION_UNITE
இடி,NATURE_THUNDER
எதிர்,OPPOSITE_AGAINST
கழறும்,ACTION_SPEAK
கால்,FOOT
உறழ்பு,ACTION_COMPETE
எழுந்தவர்,PEOPLE_ARISEN
கொடி,BANNER
அறுபு,ACTION_BREAK
இறுபு,ACTION_FALL
செவி,BODY_EAR
செவிடு,ATTRIBUTE_DEAF
படுபு,ACTION_BECOME
முடிகள்,BODY_HEAD
அதிர,ACTION_SHAKE
படிநிலை,STEP_POSITION
தளர,ACTION_WEAKEN
நனி,ATTRIBUTE_VERY
முரல்,ACTION_SOUND
வளை,OBJECT_BRACELET
முடி,BODY_HEAD
அழிபு,ACTION_DESTROY
இழிபு,ACTION_DESCEND
தலை,BODY_HEAD
இறுபு,ACTION_FALL
தாரொடு,WITH_GARLAND
புரள,ACTION_ROLL
நிலை,STATE_CONDITION
தொலைபு,ACTION_DISAPPEAR
வேர்,ROOT
தூர்,OBJECT_DUST
மடல்,LEAF
குருகு,BIRD_CRANE
பறியா,ACTION_CATCH
நீளிரும்,ATTRIBUTE_LONGDARK
பனை,TREE_PALM
மிசைப்,ON_TOP
பல,MANY
பதினாயிரம்,NUMBER_TENTHOUSAND
குலை,BUNCH_CLUSTER
தரை,GEOGRAPHY_EARTH
உதிர்வபோல்,ACTION_FALL
நில்லாது,ACTION_NOTSTAND
ஒருமுறை,ONCE_ONETIME
கொய்பு,ACTION_PLUCK
கூடி,ACTION_GATHER
ஒருங்கு,TOGETHER_UNITED
உருண்டு,ACTION_ROLL
பிளந்து,ACTION_SPLIT
நெரிந்து,ACTION_CRUSH
உருள்பு,ACTION_ROLL
சிதறுபு,ACTION_SCATTER
அளறு,MUD_SLUSH
சொரிபு,ACTION_POUR
நிலம்,GEOGRAPHY_EARTH
சோர,ACTION_FALL
சேரார்,PEOPLE_NOTJOIN
இன்,SWEET
உயிர்,LIFE
செகுக்கும்,ACTION_DESTROY
போர்,NATURE_WAR
அடு,ACTION_FIGHT
குரிசில்,PERSON_PRINCE
நீ,PRONOUN_YOU
ஏந்திய,ACTION_HOLD
படையே,WEAPON
ஒன்னார்,ENEMY_ENEMIES
உடங்கு,ACTION_SWALLOW
உண்ணும்,ACTION_EAT
கூற்றம்,GOD_DEATH
உடலே,BODY
பொன்,MATERIAL_GOLD
ஏர்பு,ACTION_PLOUGH
அவிர்,ACTION_SHINE
அழல்,NATURE_FIRE
நுடக்கு,ACTION_TWINKLE
அதன்,PRONOUN_ITS
நிறனே,COLOR
திருமேனியின்,BODY_DIVINEBODY
ஒளி,NATURE_LIGHT
முதலிய,ETC
சிறப்புக்கள்,ATTRIBUTE_EXCELLENCES
நின்னது,PRONOUN_YOUR
திகழ்,ACTION_SHINE
ஒளி,NATURE_LIGHT
சிறப்பு,ATTRIBUTE_EXCELLENCE
இருள்,NATURE_DARKNESS
திருமணி,OBJECT_JEWEL
கண்ணே,BODY_EYE
புகழ்சால்,ATTRIBUTE_FAMOUS
தாமரை,NATURE_LOTUS
அலர்,NATURE_FLOWER
இணை,OBJECT_PAIR
பிணையல்,OBJECT_NECKLACE
வாய்மை,TRUTH
வயங்கிய,ACTION_SHINE
வைகல்,TIME_DAY
சிறந்த,ACTION_EXCELL
நோன்மை,STRENGTH_ENDURANCE
நாடின்,ACTION_SEEK
இரு,ADJECTIVE_TWO
நிலம்,GEOGRAPHY_EARTH
யாவர்க்கும்,PEOPLE_ALL
சாயல்,ATTRIBUTE_FORM
நினது,PRONOUN_YOUR
வான்,LOCATION_SKY
நிறை,ATTRIBUTE_FULLNESS
என்னும்,ACTION_SAY
நாவல்,NATURE_NAVAL
அந்தணர்,PERSON_BRAHMIN
அருமறை,WISDOM_SECRET
பொருளே,OBJECT_MEANING
அவ்வும்,PRONOUN_THAT
பிறவும்,OTHER_OTHERS
ஒத்தனை,ACTION_RESEMBLE
உவ்வும்,ACTION_COMPARE
எவ்வயினோயும்,WHEREVER
நீயே,PRONOUN_YOU
உருவமும்,FORM
உணவும்,FOOD
வெளிப்பாடும்,MANIFESTATION_EXPRESSION
செவ்வாய்,BODY_LIP
உவணத்து,BIRD_KITE
உயர்,ACTION_RISE
கொடியோயே,DIVINE_BANNERBEARER
கேள்வியுள்,WISDOM_LEARNING
கிளந்த,ACTION_SPEAK
ஆசான்,TEACHER
உரையும்,SPEECH_WORDS
படிநிலை,STEP_POSITION
வேள்வியுள்,SACRIFICE_YAJNA
பற்றி,ACTION_HOLD
ஆடு,ACTION_PLAY
கொளலும்,ACTION_TAKE
புகழ்,ATTRIBUTE_FAME
இயைந்து,ACTION_UNITE
இசை,MUSIC
மறை,WISDOM_SECRET
உறு,ACTION_RECEIVE
கனல்,NATURE_FIRE
முறை,ORDER_SYSTEM
மூட்டித்,ACTION_KINDLE
திகழ்,ACTION_SHINE
ஒளி,NATURE_LIGHT
ஒண்சுடர்,SHINING_LIGHT
வளப்பாடு,ABUNDANCE_PLENTY
கொளலும்,ACTION_TAKE
நின்,PRONOUN_YOUR
உருபுடன்,WITH_FORM
உண்டி,FOOD
பிறர்,OTHER_OTHERS
உடம்படுவாரா,ACTION_AGREE
நின்னொடு,WITH_YOU
புரைய,ACTION_RESEMBLE
அந்தணர்,PERSON_BRAHMIN
காணும்,ACTION_SEE
வரவு,ACTION_COME
பல்,ATTRIBUTE_MANY
புகழும்,ATTRIBUTE_FAME
பரவலும்,ACTION_PRAISE
வாயடை,MOUTH
அமிர்தம்,NECTAR_AMRITA
நின்,PRONOUN_YOUR
மனத்தகத்து,LOCATION_MIND
அடைத்தர,ACTION_GIVE
மூவா,ACTION_NOTDIE
மரபும்,TRADITION_CUSTOM
ஓவா,ACTION_NOTCEASE
நோன்மையும்,STRENGTH_ENDURANCE
சாவா,ACTION_NOTDIE
மரபின்,TRADITION_CUSTOM
அமரர்க்காச்,GOD
சென்ற,ACTION_GO
நின்,PRONOUN_YOUR
மரபினோய்,TRADITION_CUSTOM
நின்,PRONOUN_YOUR
அடி,FOOT
தலை,BODY_HEAD
உற,ACTION_REACH
வணங்கினேம்,ACTION_BOW
பல்மாண்,ATTRIBUTE_MANYEXCELLENT
யாமும்,PRONOUN_WE
கலி,ACTION_PLAY
இல்,NOT_WITHOUT
நெஞ்சினேம்,HEART
ஏத்தினேம்,ACTION_PRAISE
வாழ்த்தினேம்,ACTION_BLESS
கடும்பொடும்,WITH_HARDSHIP
கடும்பொடும்,WITH_HARDSHIP
பரவுதும்,ACTION_PRAISE
கொடும்பாடு,SUFFERING_HARDSHIP
அறியற்க,ACTION_KNOW
எம்,PRONOUN_OUR
அறிவு,WISDOM_KNOWLEDGE
எனவே,CONJUNCTION_AS
கடுவன்,POET_KADUVAN
இளவெயினனார்,POET_ILAVEYINANAR
பெட்டனாகனார்,MUSICIAN_PETTANAGANAR
பண்,MUSIC
பாலையாழ்,MUSIC_PALAYA_YAZH
கடவுள்,DIVINE_GOD
வாழ்த்து,ACTION_BLESS
திருமாலிடமிருந்து,FROM_VISHNU
தோன்றிய,ACTION_ORIGINATE
பரந்த,ACTION_SPREAD
பொருள்கள்,OBJECT_OBJECTS
மா,ATTRIBUTE_GREAT
அயோயே,EXCLAMATION_OH
மாஅயோயே,EXCLAMATION_OH
மறுபிறப்பு,REBIRTH
அறுக்கும்,ACTION_CUT
மாசு,ATTRIBUTE_BLEMISH
இல்,NOT_WITHOUT
சேவடி,FOOT
மணி,OBJECT_JEWEL
திகழ்,ACTION_SHINE
உருபின்,BODY_FORM
மா,ATTRIBUTE_GREAT
அயோயே,EXCLAMATION_OH
தீ,NATURE_FIRE
வளி,NATURE_WIND
விசும்பு,LOCATION_SKY
நிலன்,GEOGRAPHY_EARTH
நீர்,NATURE_WATER
ஐந்தும்,FIVE
ஞாயிறும்,NATURE_SUN
திங்களும்,NATURE_MOON
அறனும்,VIRTUE_DHARMA
ஐவரும்,FIVEPEOPLE_FIVE
திதியின்,STAR
சிறாரும்,CHILDREN
விதியின்,FATE
மக்களும்,PEOPLE
மாசு,ATTRIBUTE_BLEMISH
இல்,NOT_WITHOUT
எண்மரும்,EIGHTPEOPLE_EIGHT
பதினொரு,ELEVEN
கபிலரும்,SAGE_KAPILA
தா,ACTION_GIVE
மா,ATTRIBUTE_GREAT
இருவரும்,TWOPEOPLE_TWO
தருமனும்,PERSON_DHARMA
மடங்கலும்,ANIMAL_LION
மூ,THREE
ஏழு,SEVEN
உலகமும்,WORLD
உலகினுள்,INSIDE_WORLD
மன்பதும்,HUMANITY
மாயோய்,ILLUSION
நின்வயின்,LOCATION_YOURSIDE
பரந்தவை,ACTION_SPREAD
உரைத்தேம்,ACTION_SPEAK
மாயா,ACTION_NOTDIE
வாய்மொழி,TRUTH_TRUTHFULWORD
உரைதர,ACTION_SPEAK
வலந்து,ACTION_BECOMESTRONG
வாய்மொழி,TRUTH_TRUTHFULWORD
ஓடை,BOOK
மலர்ந்த,ACTION_BLOOM
தாமரைப்,NATURE_LOTUS
பூவினுள்,INSIDE_FLOWER
பிறந்தோனும்,BORN_ONE
