Word_Original,Hierarchical_Entity_Tag
ஆடல்,DANCE
புரிவான்,ACTION_DO
சனம்,PEOPLE
மண்டி,ACTION_PILE
தாளித,ACTION_STRIKE
நொய்ந்,THIN
நூல்,THREAD
சரணத்தர்,FEET
மேகலை,WAISTBAND
ஏணிப்படுகால்,FOOT
இறுகிறுக,ACTION_TIGHTEN
தாள்,FOOT
இடீஇ,ACTION_PLACE
நெய்த்தோர்,OIL
நிற,COLOR
அரக்கின்,OF_RED
நீரெக்கி,ACTION_BOIL
யாவையும்,ALL
முத்து,PEARL
நீர்ச்,WATER
சாந்து,SANDAL
அடைந்த,ACTION_REACH
மூஉய்த்,ACTION_ROT
தத்தி,ACTION_LEAP
புக,ACTION_ENTER
அரும்,RARE
பொங்குஉளை,ACTION_BOIL
புள்,BIRD
இயல்,NATURE
மாவும்,HORSE
மிக,MUCH
வரினும்,EVENIFCOME
மீது,ON_TOP
இனிய,SWEET
வேழப்,YOUNG
பிணவும்,ELEPHANT
அகவரும்,ACTION_CRY
பாண்டியும்,CART
அத்திரியும்,AXLE
ஆய்மாச்,FINEBLOOD
சகடமும்,CART
தண்டு,POLE
ஆர்,ACTION_FILL
சிவிகையும்,PALANQUIN
பண்ணி,ACTION_MAKE
வகை,TYPE
வகை,TYPE
ஊழ்,ACTION_FLOW
ஊழ்,ACTION_FLOW
கதழ்பு,ACTION_BOIL
மூழ்த்து,ACTION_DIVE
ஏறி,ACTION_CLIMB
முதியர்,OLD
இளையர்,YOUNG
முகை,BUD
பருவத்தர்,SEASONED
வதி,ACTION_DWELL
மண,WEDDING
வம்பு,NEW
அலர்,FLOWER
வாய்,MOUTH
அவிழ்ந்தன்னார்,LIKE_OPENED
இரு,TWO
திரு,GRACE
மாந்தரும்,PEOPLE
இன்னினியோரும்,SWEET
விரவு,ACTION_MIX
நரையோரும்,GREYHAIRED
வெறு,ALONE
நரையோரும்,GREYHAIRED
பதிவத,ACTION_SETTLE
மாதர்,WOMEN
பரத்தையர்,MISTRESSES
பாங்கர்,FRIENDS
அதிர்,ACTION_SHAKE
குரல்,VOICE
வித்தகர்,SKILLFUL
ஆக்கிய,ACTION_MAKE
தாள,ACTION_STRIKE
விதி,FATE
கூட்டிய,ACTION_JOIN
இய,NATURE
மென்,SOFT
நடை,WALK
போல,LIKE
பதி,TOWN
எதிர்,OPPOSITE
சென்று,ACTION_GO
பரூஉக்,BIG
கரை,BANK
நண்ணி,ACTION_REACH
கரை,BANK
சேர்ந்த,ACTION_JOIN
மகளிர்,WOMEN
செயல்,ACTION
(அலர்வாய்,MOUTH
அவிழ்ந்தன்ன,LIKE_OPENED
பருவத்தையுடைய,SEASONED
கற்புடைமகளிர்,CHASTEWOMEN
பரத்தையர்,MISTRESSES
இவர்களின்,OF_THESE
செயல்,ACTION
நீர்,WATER
அணி,ORNAMENT
காண்போர்,PEOPLE_SEE
நிரை,ROW
மாடம்,PALACE
ஊர்குவோர்,PEOPLE_MOVE
பேர்,GREAT
அணி,ORNAMENT
நிற்போர்,PEOPLE_STAND
பெரும்பூசல்,QUARREL
தாக்குவோர்,PEOPLE_STRIKE
மா,GREAT
மலி,ACTION_FILL
ஊர்வோர்,PEOPLE_MOVE
வய,STRONG
பிடி,ELEPHANT
உந்துவோர்,PEOPLE_PUSH
வீ,HOUSE
மலி,ACTION_FILL
கான்,FOREST
யாற்றின்,OF_RIVER
துருத்தி,ACTION_SPROUT
குறுகி,ACTION_APPROACH
தாம்,SELF
வீழ்வார்,PEOPLE_FALL
ஆகம்,BODY
தழுவுவோர்,PEOPLE_EMBRACE
தழுவு,ACTION_EMBRACE
எதிராது,ACTION_NOTRESIST
யாமக்,NIGHT
குறை,ACTION_DECREASE
ஊடல்,ANGER
இன்,SWEET
நசை,ACTION_DESIRE
தேன்,HONEY
நுகர்வோர்,PEOPLE_ENJOY
காம,LOVE
க்கணிச்சியால்,BY_ARROW
கையறவு,HELPLESSNESS
வட்டித்து,ACTION_CUT
சேமத்,ACTION_PROTECT
திரை,WAVE
வீழ்த்து,ACTION_THROW
சென்று,ACTION_GO
அமளி,BED
சேர்குவோர்,PEOPLE_JOIN
முகை,BUD
பருவத்து,OF_SEASON
மகளிரின்,OF_WOMEN
செயல்கள்,ACTIONS
தாம்,SELF
வேண்டு,ACTION_WANT
காதற்,LOVE
கணவர்,HUSBAND
எதிர்ப்பட,ACTION_MEET
பூ,FLOWER
மேம்பாடு,ACTION_EXCELL
உற்ற,ACTION_RECEIVE
புனை,ACTION_ADORN
சுரும்பின்,OF_BEE
சேம,ACTION_PROTECT
மட,FOOLISH
நடை,WALK
பாட்டியர்த்,OLDWOMEN
தப்பி,ACTION_ESCAPE
தடை,OBSTACLE
இறந்து,ACTION_GO
தாம்,SELF
வேண்டும்,ACTION_WANT
பட்டினம்,TOWN
எய்தி,ACTION_REACH
கரை,BANK
சேரும்,ACTION_JOIN
ஏழுறு,SEVENFOLD
நாவாய்,SHIP
வரவு,ARRIVAL
எதிர்கொள்வார்போல்,LIKE_WELCOMERS
யாம்,WE
வேண்டும்,ACTION_WANT
வையை,RIVER_VAIYAI
புனல்,WATER
எதிர்கொள்,ACTION_WELCOME
கூடல்,MARKET
களிறு,MALE_ELEPHANT
பிடிகளின்,OF_FEMALEELEPHANTS
ஒத்த,SAME
அன்பு,LOVE
ஆங்க,THERE
அணி,ORNAMENT
நிலை,STATE
மாடத்து,IN_PALACE
அணி,ORNAMENT
நின்ற,ACTION_STAND
பாங்காம்,PLACE
மட,FOOLISH
பிடி,ELEPHANT
கண்டு,ACTION_SEE
வய,STRONG
க்கரி,MALE_ELEPHANT
மால்,ACTION_DELIGHT
உற்று,ACTION_RECEIVE
நலத்த,ACTION_BECOMEGOOD
நடவாது,ACTION_NOTWALK
நிற்ப,ACTION_STAND
மடப்பிடி,ELEPHANT
அன்னம்,SWAN
அனையாரோடு,WITH_SIMILAR
ஆயா,ACTION_EXAMINE
நடை,WALK
கரிமேல்,ON_ELEPHANT
செல்,ACTION_GO
மனம்,MIND
மால்,ACTION_DELIGHT
உறுப்ப,ACTION_RECEIVE
சென்று,ACTION_GO
எழில்,BEAUTY
மாடத்து,IN_PALACE
கை,HAND
புனை,ACTION_ADORN
கிளர்,ACTION_SHINE
வேங்கை,TREE_VENGAI
காணிய,ACTION_SEE
வெருவுற்று,ACTION_FEAR
மை,BLACK
புரை,ACTION_RESEMBLE
மடப்பிடி,ELEPHANT
மட,FOOLISH
நல்லார்,GOOD
விதிர்ப்புற,ACTION_TREMBLE
செய்,ACTION_DO
தொழில்,WORK
கொள்ளாது,ACTION_NOTTAKE
மதி,INTELLIGENCE
செத்துச்,ACTION_DIE
சிதைதர,ACTION_SPOIL
கூம்,ACTION_BEND
கை,HAND
மத,PRIDE
மாக்,GREAT
கொடுந்,CRUEL
தோட்டி,KEEPER
கைந்,ACTION_HOLD
நீவி,ACTION_STROKE
நீங்கும்,ACTION_LEAVE
பதத்தால்,BY_STEP
உருமுப்,ACTION_ROAR
பெயர்த்தந்து,ACTION_BRING
வாங்கி,ACTION_DRAW
முயங்கி,ACTION_EMBRACE
வயப்பிடி,ELEPHANT
கால்கோத்து,ACTION_TIELEG
சிறந்தார்,EXCELLENT
நடுக்கம்,TREMBLING
சிறந்தார்,EXCELLENT
களையல்,ACTION_REMOVE
இதையும்,ELEPHANT
களிறும்,MALE_ELEPHANT
பிணையும்,ELEPHANT
இரியச்,ACTION_FEAR
சிதையும்,ACTION_SPOIL
கலத்தை,VESSEL
பயினான்,ACTION_EAT
திருத்தும்,ACTION_CORRECT
திசை,DIRECTION
அறி,ACTION_KNOW
நீகானும்,YOUSEE
போன்ம்,ETC
மகளிர்,WOMEN
மைந்தர்,YOUTH
இவர்கள்,THESE
செயல்,ACTION
பருக்,ACTION_DRINK
கோட்டு,BRANCH
யாழ்,LUTE
பக்கம்,SIDE
பாடலோடு,WITH_SONG
ஆடல்,DANCE
அருப்பம்,ACTION_DESTROY
அழிப்ப,ACTION_DESTROY
அழிந்த,ACTION_DESTROY
மனக்கோட்டையர்,PEOPLE_WITHFORTRESSMIND
ஒன்றோடு,WITH_ONE
இரண்டா,ACTION_BECOMETWO
முன்தேறார்,PEOPLE_NOTADVANCE
வென்றியின்,ACTION_WIN
பல்,MANY
சனம்,PEOPLE
நாணி,ACTION_SHY
பதைபதைப்ப,ACTION_TREMBLE
மன்னவர்,KING
தண்டம்,PUNISHMENT
இரண்டும்,TWO
தலைஇத்,ACTION_BEGIN
தாக்கி,ACTION_STRIKE
நின்றவை,ACTION_STAND
ஒன்றியும்,ACTION_UNITE
உடம்பாடு,AGREEMENT
ஒலி,SOUND
எழுதற்கு,FOR_WRITING
அஞ்சி,ACTION_FEAR
நின்ற,ACTION_STAND
நிகழ்ச்சியும்,EVENT
போன்ம்,ETC
காமம்,DESIRE
கனைந்து,ACTION_SOUND
எழ,ACTION_RISE
கண்ணின்,OF_EYE
களி,ACTION_REJOICE
எழ,ACTION_RISE
ஊர்,VILLAGE
மன்னும்,ACTION_RULE
அஞ்சி,ACTION_FEAR
ஒளிப்பாரவர்,PEOPLE_HIDE
நிலை,STATE
கள்ளின்,OF_WINE
களி,ACTION_REJOICE
எழ,ACTION_RISE
காத்தாங்கு,ACTION_PROTECT
அலர்,GOSSIP
அஞ்சி,ACTION_FEAR
உள்ளம்,HEART
உளை,ACTION_DISTRESS
எழ,ACTION_RISE
ஊக்கத்தான்,BY_ENCOURAGEMENT
உள்,INSIDE
உள்,INSIDE
பரப்பி,ACTION_SPREAD
மதர்,ACTION_BEINLOVE
நடுக்கிப்,ACTION_TREMBLE
பார்,EARTH
அலர்,GOSSIP
தூற்ற,ACTION_SCATTER
கரப்பார்,PEOPLE_HIDE
களி,ACTION_REJOICE
மதரும்,ACTION_BEINLOVE
போன்ம்,ETC
கள்ளொடு,WITH_WINE
காமம்,DESIRE
கலந்து,ACTION_MIX
கரை,BANK
வாங்கும்,ACTION_DRAW
வெள்ளம்,FLOOD
தரும்,ACTION_GIVE
இப்,THIS
புனல்,WATER
மகளிரது,OF_WOMEN
நீர்,WATER
விளையாட்டு,PLAY
புனல்,WATER
பொருது,ACTION_FIGHT
மெலிந்தார்,PEOPLE_WEAKENED
திமில்,RAFT
விட,ACTION_RELEASE
கனல்,FIRE
பொருத,ACTION_FIGHT
அகிலின்,OF_AGIL
ஆவி,STEAM
கா,ACTION_PROTECT
எழ,ACTION_RISE
நகில்,EARRING
முகடு,TOP
மெழுகிய,ACTION_SMEAR
அளறு,MUD
மடை,SLUICE
திறந்து,ACTION_OPEN
திகை,ACTION_BEWILDER
முழுது,ALL
கமழ,ACTION_SMELL
முகில்,CLOUD
அகடு,ACTION_BREAK
கழி,ACTION_EXCEED
மதியின்,OF_MOON
உறை,ACTION_DWELL
கழி,ACTION_EXCEED
வள்ளத்து,IN_VESSEL
உறு,ACTION_RECEIVE
நறவு,WINE
வாக்குநர்,PEOPLE_POUR
அரவு,SNAKE
செறி,ACTION_FILL
உவவு,ACTION_SHINE
மதியென,LIKE_MOON
அங்கையில்,IN_HAND
தாங்கி,ACTION_BEAR
ஏறி,ACTION_CLIMB
மகர,CROCODILE
வலயம்,RING
அணி,ORNAMENT
திகழ்,ACTION_SHINE
நுதலியர்,WOMEN_WITHFOREHEAD
மதி,INTELLIGENCE
உண்,ACTION_EAT
அரமகளென,LIKE_GODDESS
ஆம்பல்,FLOWER_AAMBAL
வாய்,MOUTH
மடுப்ப,ACTION_FILL
மீப்பால்,ABOVE
வெண்,WHITE
துகில்,CLOTH
போர்க்குநர்,PEOPLE_FIGHT
பூப்பால்,FLOWER_SIDE
வெண்,WHITE
துகில்,CLOTH
சூழ்ப்ப,ACTION_SURROUND
குழல்,HAIR
முறுக்குநர்,PEOPLE_TWIST
செங்குங்குமச்,RED_KUNGUMAM
செழுஞ்,FRESH
சேறு,MUD
பங்கம்,DAMAGE
செய்,ACTION_DO
அகில்,AGIL
பல,MANY
பளிதம்,POWDER
மறுகுபட,ACTION_WANDER
அறை,ACTION_TELL
புரை,ACTION_RESEMBLE
அறு,ACTION_REMOVE
குழவியின்,OF_CHILD
அவி,ACTION_BECOME
அமர்,ACTION_SUIT
அழலென,LIKE_FIRE
அரைக்குநர்,PEOPLE_GRIND
நத்தொடு,WITH_PEARL
நள்ளி,FRIEND
நடை,WALK
இறவு,ACTION_DESCEND
வய,STRONG
வாளை,FISH
வித்தி,ACTION_SOW
அலையில்,IN_WAVE
விளைக,ACTION_PRODUCE
பொலிக,ACTION_SHINE
என்பார்,PEOPLE_SAY
இல்லது,NOTHING
நோக்கி,ACTION_LOOK
இளிவரவு,SHAME
கூறாமுன்,BEFORE_SPEAKING
நல்லது,GOOD
வெகி,ACTION_BECOMEANGRY
வினை,ACTION_DO
செய்வார்,PEOPLE_DO
மண்,EARTH
ஆர்,ACTION_FILL
மணியின்,OF_JEWEL
வணர்,ACTION_BEND
குரல்,VOICE
வண்டு,BEE
ஆர்ப்ப,ACTION_SOUND
தண்ணம்,COOL
துவர்,POWDER
பல,MANY
ஊட்டிச்,ACTION_FEED
சலம்,WATER
குடைவார்,PEOPLE_DIG
எண்ணெய்,OIL
கழல,ACTION_FALL
இழை,JEWEL
துகள்,DUST
பிசைவார்,PEOPLE_KNEAD
மாலையும்,GARLAND
சாந்தும்,SANDAL
மதமும்,PRIDE
இழைகளும்,JEWELS
கோலம்,ACTION_ADORN
கொள,ACTION_TAKE
நீர்க்கு,FOR_WATER
கூட்டுவார்,PEOPLE_JOIN
அப்,THAT
புனல்,WATER
உண்ணா,ACTION_NOTEAT
நறவினை,WINE
ஊட்டுவார்,PEOPLE_FEED
ஒண்,SHINING
தொடியார்,WOMEN_WITHBRACELETS
வண்ணம்,COLOR
தெளிர,ACTION_CLEAR
முகமும்,FACE
வளர்,ACTION_GROW
முலைக்,BREAST
கண்ணும்,EYE
கழியச்,ACTION_EXCEED
சிவந்தன,ACTION_BECOMERED
அன்ன,SUCH
வகை,TYPE
ஆட்டு,ACTION_PLAY
அயர்ந்து,ACTION_TIRE
அரி,ACTION_REMOVE
படும்,ACTION_FALL
ஐ,FIVE
விரை,FRAGRANCE
மாண்,EXCELLENT
பகழி,ARROW
அரம்,ACTION_GRIND
தின்,ACTION_EAT
வாய்,MOUTH
போன்ம்,ETC
போன்ம்,ETC
போன்ம்,ETC
பின்னும்,AGAIN
மலர்க்,FLOWER
கண்,EYE
புனல்,WATER
புனல்,WATER
விளையாட்டால்,BY_PLAY
மெலியாத,ACTION_NOTWEAKEN
மைதர்,YOUTH
செயல்,ACTION
தண்டித்,ACTION_PUNISH
தண்டின்,OF_POLE
தாய்ச்,ACTION_GIVE
செல்வாரும்,PEOPLE_GO
கண்டல்,MANGROVE
தண்,COOL
தாது,POWDER
திரை,WAVE
நுரை,FOAM
தூவாரும்,PEOPLE_SPRINKLE
வெய்ய,HOT
திமிலின்,OF_RAFT
விரை,ACTION_HURRY
புனலோடு,WITH_WATER
ஓய்வாரும்,PEOPLE_REST
மெய்யது,TRUE
உழவின்,OF_FARMING
எதிர்,OPPOSITE
புனல்,WATER
மாறு,ACTION_CHANGE
ஆடி,ACTION_BATH
பைய,ACTION_SLOWLY
விளையாடுவாரும்,PEOPLE_PLAY
மென்,SOFT
பாவையர்,DOLLLIKE_WOMEN
செய்த,ACTION_DO
பூஞ்,FLOWER
சிற்றடிசில்,FOOD
இட்டு,ACTION_PLACE
உண்ண,ACTION_EAT
ஏற்பார்,PEOPLE_RECEIVE
இடுவார்,PEOPLE_GIVE
மறுப்பார்,PEOPLE_REFUSE
சிறுகு,SMALL
இடையார்,WOMEN_WITHWAIST
பந்தும்,BALL
கழங்கும்,DICE
பல,MANY
களவு,ACTION_STEAL
கொண்டு,ACTION_TAKE
ஓடி,ACTION_RUN
அம்,BEAUTIFUL
தண்,COOL
கரை,BANK
நின்று,ACTION_STAND
பாய்வாராய்,PEOPLE_LEAP
மைந்தர்,YOUTH
ஒளிறு,ACTION_SHINE
இலங்கு,ACTION_SHINE
எகொடு,WITH_SPEAR
வாள்,SWORD
மாறு,ACTION_CHANGE
உழக்கி,ACTION_STRUGGLE
களிறு,MALE_ELEPHANT
போர்,WAR
உற்ற,ACTION_RECEIVE
களம்போல,LIKE_FIELD
நாளும்,DAILY
தெளிவு,CLARITY
இன்று,NOT
தீம்,SWEET
நீர்ப்,WATER
புனல்,WATER
புனலாடி,BATH
மீண்டவாறு,ACTION_RETURN
மதி,INTELLIGENCE
மாலை,EVENING
மால்,DELIGHT
இருள்,DARKNESS
கால்,FOOT
சீப்ப,ACTION_COMB
கூடல்,MARKET
வதி,ACTION_DWELL
மாலை,EVENING
மாறும்,ACTION_CHANGE
தொழிலான்,BY_WORK
புது,NEW
மாலை,EVENING
நாள்,DAY
அணி,ORNAMENT
நீக்கி,ACTION_REMOVE
நகை,LAUGHTER
மாலைப்,EVENING
பூ,FLOWER
வேய்ந்து,ACTION_THATCH
தோள்,SHOULDER
அணி,ORNAMENT
தோடு,ACTION_GIVE
சுடர்,ACTION_SHINE
இழை,JEWEL
நித்திலம்,PEARL
பாடுவார்,SINGERS
பாடல்,POEM
பரவல்,ACTION_SPREAD
பழிச்சுதல்,ACTION_PRAISE
ஆடுவார்,DANCERS
ஆடல்,DANCE
அமர்ந்த,ACTION_SIT
சீர்ப்,EXCELLENCE
பாணி,MUSIC
நல்ல,GOOD
கமழ்,ACTION_SMELL
தேன்,HONEY
அளி,ACTION_GIVE
வழக்கம்,CUSTOM
எல்லாமும்,ALL
பண்,MELODY
தொடர்,ACTION_FOLLOW
வண்டு,BEE
பரிய,ACTION_CHANGE
எதிர்,OPPOSITE
வந்து,ACTION_COME
ஊத,ACTION_BLOW
கொண்டிய,ACTION_HOLD
வண்டு,BEE
கதுப்பின்,HAIR
குரல்,VOICE
ஊத,ACTION_BLOW
தென்,SOUTH
திசை,DIRECTION
நோக்கித்,ACTION_LOOK
திரிதர்வாய்,ACTION_WANDER
மண்டு,ACTION_PILE
கால்,FOOT
சார்வா,ACTION_REACH
நளிர்,COOL
மலை,MOUNTAIN
பூங்கொடித்,FLOWERVINE
தங்குபு,ACTION_STAY
உகக்கும்,ACTION_POUR
பனி,DEW
வளர்,ACTION_GROW
ஆவியும்,STEAM
போன்ம்,ETC
மணி,JEWEL
மாடத்து,IN_PALACE
உள்,INSIDE
நின்று,ACTION_STAND
தூய,PURE
பனிநீருடன்,WITH_COLDWATER
கலந்து,ACTION_MIX
கால்,FOOT
திரிய,ACTION_WANDER
ஆர்க்கும்,ACTION_SOUND
புகை,SMOKE
வையையை,VAIIYAI
வாழ்த்துதல்,ACTION_BLESS
இலம்படு,ACTION_BECOMEPOOR
புலவர்,POET
ஏற்ற,ACTION_LIFT
கை,HAND
ஞெமரப்,ACTION_SMILE
பொலம்,GOLD
சொரி,ACTION_POUR
வழுதியின்,OF_KING
புனல்,WATER
இறை,LORD
பரப்பி,ACTION_SPREAD
செய்யில்,IN_WORK
பொலம்,GOLD
பரப்பும்,ACTION_SPREAD
செய்வினை,ACTION_DO
ஓயற்க,ACTION_NOTCEASE
வருந்தாது,ACTION_NOTTROUBLE
வரும்,ACTION_COME
புனல்,WATER
விருந்து,GUEST
அயர்,ACTION_TIRE
கூடல்,MARKET
அருங்,RARE
கறை,ACTION_SMEAR
அறை,ACTION_TELL
இசை,MELODY
வயிரியர்,MUSICIANS
உரிமை,OWNERSHIP
ஒருங்கு,UNITED
அமர்,ACTION_SUIT
ஆயமொடு,WITH_GROUP
ஏத்தினர்,PEOPLE_PRAISED
தொழவே,ACTION_WORSHIP
வையை,RIVER_VAIYAI
(வரைவு,ARRANGEMENT
மலிந்த,ACTION_INCREASE
தோழி,FRIEND
கன்னிப்,MAIDEN
பருவத்துத்,IN_SEASON
தைந்,TAI
நீராட,TOBATH
தவம்,TAPAS
தலைப்பட்டேம்,ACTION_BEGIN
என,AS
வையையை,VAIIYAI
நோக்கி,ACTION_LOOK
தலைமகன்,HERO
கேட்ப,ACTION_HEAR
சொல்லியது,ACTION_SPEAK
பாடியவர்,POET
நல்லந்துவனார்,POET_NALLANDUVANAR
இசையமைத்தவர்,COMPOSER
நாகனார்,MUSICIAN_NAGANAR
பண்,MELODY
பாலையாழ்,MUSIC_PALAYA_YAZH
மழை,RAIN
பொழிய,ACTION_POUR
வையையில்,IN_VAIYAI
நீர்,WATER
பொருகி,ACTION_BOIL
ஓடுதல்,ACTION_FLOW
விரி,ACTION_SPREAD
கதிர்,RAY
மதியமொடு,WITH_MOON
வியல்,WIDE
விசும்பு,SKY
புணர்ப்ப,ACTION_UNITE
எரி,FIRE
சடை,HAIR
எழில்,BEAUTY
வேழம்,ELEPHANT
தலையென,LIKE_HEAD
கீழ்,UNDER
இருந்து,ACTION_STAY
தெரு,PATH
இடைப்படுத்த,ACTION_PLACE
மூன்று,THREE
ஒன்பதிற்று,NINE
இருக்கையுள்,IN_SEAT
உருகெழு,ACTION_MELT
வெள்ளி,STAR_VENUS
வந்து,ACTION_COME
ஏற்றியல்,ACTION_LIFT
சேர,ACTION_JOIN
வருடையை,ACTION_COME
படிமகன்,PERSON
வாய்ப்ப,ACTION_SUIT
பொருள்,MEANING
தெரி,ACTION_KNOW
புந்தி,ACTION_THINK
மிதுனம்,SIGN_GEMINI
பொருந்த,ACTION_SUIT
புலர்,ACTION_DAWN
விடியல்,DAWN
அங்கி,STAR_ANGI
உயர்,ACTION_RISE
நிற்ப,ACTION_STAND
அந்தணன்,BRAHMIN
பங்குவின்,OF_SHARE
இல்லத்,HOUSE
துணைக்கு,FOR_HELP
உப்பால்,SALTY
எய்த,ACTION_REACH
இறை,LORD
யமன்,GOD_YAMA
வில்லின்,OF_BOW
கடை,END
மகரம்,SIGN_CAPRICORN
மேவ,ACTION_SUIT
பாம்பு,SNAKE
ஒல்லை,SOON
மதியம்,MOON
மறைய,ACTION_HIDE
வரு,ACTION_COME
நாளில்,IN_DAY
வாய்ந்த,ACTION_BLESS
பொதியில்,POTHIGAI
முனிவன்,SAGE
புரை,ACTION_RESEMBLE
வரை,MOUNTAIN
கீறி,ACTION_SCRATCH
மிதுனம்,SIGN_GEMINI
அடைய,ACTION_REACH
விரி,ACTION_SPREAD
கதிர்,RAY
வேனில்,SUMMER
எதிர்,OPPOSITE
வரவு,ARRIVAL
மாரி,RAIN
இயைக,ACTION_UNITE
என,AS
இவ்,THIS
ஆற்றால்,BY_RIVER
புரை,ACTION_RESEMBLE
கெழு,ACTION_ABOUND
சையம்,STAR_SHAYAM
பொழி,ACTION_POUR
மழை,RAIN
தாழ,ACTION_HANG
நெரிதரூஉம்,ACTION_CRUSH
வையை,RIVER_VAIYAI
புனல்,WATER
தோழி,FRIEND
திருமதத்,HOLY
துறையின்,OF_GHAT
சிறப்புக்,EXCELLENCE
கூறுதல்,ACTION_SPEAK
வரையன,MOUNTAIN
புன்னாகமும்,TREE_PUNNAGAM
கரையன,BANK
சுரபுன்னையும்,TREE_SURAPUNNAI
வண்டு,BEE
அறைஇய,ACTION_TELL
சண்பக,TREE_SANBAGAM
நிரை,ROW
தண்,COOL
பதம்,PLACE
மனை,HOUSE
மாமரம்,TREE
வாள்வீரம்,VALOR
சினை,BRANCH
வளர்,ACTION_GROW
வேங்கை,TREE_VENGAI
கணவிரி,BUD
காந்தள்,FLOWER_KANTHAL
தாய,FRIENDLY
தோன்றி,TREE_THONRI
தீயென,LIKE_FIRE
மலரா,ACTION_BLOOM
ஊதை,WIND
அவிழ்த்த,ACTION_OPEN
உடை,ACTION_BREAK
இதழ்,LIP
ஒள்,SHINING
நீலம்,BLUE
வேய்,BAMBOO
பயில்,ACTION_STUDY
சோலை,GROVE
அருவி,WATERFALL
தூர்த்தரப்,ACTION_REMOVE
பாய்,ACTION_LEAP
திரை,WAVE
உந்தித்,ACTION_PUSH
தருதலான்,ACTION_GIVE
ஆய்,ACTION_EXAMINE
கோல்,STAFF
வயவர்,WARRIORS
அரி,ACTION_REMOVE
மலர்த்,FLOWER
துறை,GHAT
என்கோ,ACTION_SAY
அரி,ACTION_REMOVE
மலர்,FLOWER
மீப்,ABOVE
போர்வை,BLANKET
ஆரம்,GARLAND
தாழ்,ACTION_HANG
மார்பின்,CHEST
திரை,WAVE
நுரை,FOAM
மென்,SOFT
பொகுட்டு,BUD
தேம்,HONEY
மண,AROMA
சாந்தின்,SANDAL
அரிவையது,OF_WOMAN
தானை,ARMY
என்கோ,ACTION_SAY
கள்,WINE
உண்ணூஉப்,ACTION_DRINK
பருகு,ACTION_DRINK
படி,DRINK
மிடறு,THROAT
என்கோ,ACTION_SAY
பெரிய,GREAT
திருமருத,HOLY_MARUTHAM
நீர்ப்,WATER
பூந்,FLOWER
துறை,GHAT
கண்டார்,PEOPLE_SAW
கூற்று,SPEECH
ஆம்,YES
நாள்,DAY
நிறை,FULL
மதி,INTELLIGENCE
அலர்தரு,ACTION_BLOOM
பக்கம்,SIDE
போல்,LIKE
நாளின்,OF_DAY
நாளின்,OF_DAY
நளி,THICK
வரை,MOUNTAIN
சிலம்பு,DEER
தொட்டு,ACTION_TOUCH
நிலவுப்,MOONLIGHT
பரந்தாங்கு,ACTION_SPREAD
நீர்,WATER
நிலம்,EARTH
பரப்பி,ACTION_SPREAD
உலகு,WORLD
பயம்,FRUIT
பகர,ACTION_SPEAK
ஓம்பு,ACTION_PROTECT
பெரும்பக்கம்,SIDE
வழியது,OF_PATH
