Word_Original,Hierarchical_Entity_Tag
கருவளர்,ACTION_GROW_VERB
வானத்து,LOCATION_SKY
இசையின்,MUSIC_MELODY
தோன்றி,ACTION_APPEAR_VERB
உரு,FORM_SHAPE
அறிவாரா,ACTION_KNOW_VERB
ஒன்றன்,ADJECTIVE_ONE
ஊழியும்,TIME_EON
உந்து,ACTION_PUSH_VERB
வளி,NATURE_WIND
கிளர்ந்த,ACTION_AROUSE_VERB
ஊழ்ஊழ்,TIME_EON
ஊழியும்,TIME_EON
செந்தீ,COLOR_REDFIRE
சுடரிய,ACTION_BURN_VERB
ஊழியும்,TIME_EON
பனியொடு,NATURE_DEW
தண்பெயல்,NATURE_COLDRAIN
தலைஇய,ACTION_BEGIN_VERB
ஊழியும்,TIME_EON
அவையிற்று,LOCATION_THERE
உள்,INSIDE_INNER
முறை,ORDER_SYSTEM
வெள்ளம்,NATURE_FLOOD
மூழ்கி,ACTION_SINK_VERB
ஆர்தருபு,ACTION_FILL_VERB
மீண்டும்,ACTION_RETURN_VERB
பீடு,POWER_MIGHT
உயர்பு,ACTION_RISE_VERB
ஈண்டி,ACTION_COME_VERB
அவற்றிற்கும்,PRONOUN_THEM
உள்ளீடு,INSIDE_CONTENTS
ஆகிய,ACTION_BECOME_VERB
இரு,ADJECTIVE_TWO
நிலத்து,GEOGRAPHY_EARTH
ஊழியும்,TIME_EON
நெய்தலும்,NATURE_FLOWER_NEYTHAL
குவளையும்,NATURE_FLOWER_KUVALAI
ஆம்பலும்,NATURE_FLOWER_AAMBAL
சங்கமும்,OBJECT_CONCH
மை,COLOR_BLACK
இல்,NOT_WITHOUT
கமலமும்,NATURE_FLOWER_LOTUS
வெள்ளமும்,NATURE_FLOOD
நுதலிய,ACTION_MEAN_VERB
செய்குறி,SIGN_OMEN
ஈட்டம்,ACTION_ACCUMULATE_VERB
கழிப்பிய,ACTION_SPEND_VERB
வழிமுறை,PATH_METHOD
வராக,DIVINE_BEING_BOAR
கற்பம்,ACTION_CREATE_VERB
கேழல்,ANIMAL_BOAR
திகழ்வரக்,ACTION_SHINE_VERB
கோலமொடு,FORM_SHAPE
பெயரிய,ACTION_CHANGE_VERB
ஊழி,TIME_EON
ஒருவினை,ACTION_DO_VERB
உணர்த்தலின்,ACTION_EXPLAIN_VERB
முதுமைக்கு,ATTRIBUTE_OLDAGE
ஊழி,TIME_EON
யாவரும்,PEOPLE_ALL
உணரா,ACTION_KNOW_VERB
ஆழி,WEAPON_DISCUS
முதல்வ,FIRST_LORD
நிற்,PRONOUN_POSSESSIVE_YOUR
பேணுதும்,ACTION_CHERISH_VERB
தொழுதும்,ACTION_WORSHIP_VERB
திருமாலின்,DIVINE_BEING_VISHNU
நிலைகள்,STATE_CONDITIONS
நீயே,PRONOUN_YOU
வளையொடி,OBJECT_BRACELET
புரையும்,ACTION_RESEMBLE_VERB
வாலியோற்கு,DEMON_VALI
அவன்,PRONOUN_HE
இளையன்,YOUTH_YOUNGER
என்போர்க்கு,PEOPLE_SAYERS
இளையை,YOUTH_YOUNGER
ஆதாம்,ACTION_BECOME_VERB
புதை,ACTION_BURY_VERB
இருள்,NATURE_DARKNESS
உடுக்கை,CLOTHING_GARMENT
பொலம்பனை,OBJECT_GOLDENBANNER
கொடியோற்கு,DIVINE_BEING_BANNERBEARER
முதியை,ATTRIBUTE_OLD
என்போர்க்கு,PEOPLE_SAYERS
முதுமை,ATTRIBUTE_OLDAGE
தோன்றலும்,ACTION_APPEAR_VERB
வடு,ATTRIBUTE_SCAR
இல்,NOT_WITHOUT
கொள்கையின்,BELIEF_FAITH
உயர்ந்தோர்,PERSON_NOBLE
ஆய்ந்த,ACTION_EXAMINE_VERB
கெடு,ACTION_DESTROY_VERB
இல்,NOT_WITHOUT
கேள்வியுள்,WISDOM_LEARNING
நடு,MIDDLE_CENTER
ஆகுதலும்,ACTION_BECOME_VERB
இந்நிலைத்,STATE_CONDITION
தெரி,ACTION_KNOW_VERB
பொருள்,OBJECT_MEANING
தேரின்,ACTION_CHOOSE_VERB
இந்நிலை,STATE_CONDITION
நின்,PRONOUN_POSSESSIVE_YOUR
நிலைத்,STATE_CONDITION
தோன்றும்,ACTION_APPEAR_VERB
நின்,PRONOUN_POSSESSIVE_YOUR
தொல்,ATTRIBUTE_ANCIENT
நிலைச்,STATE_CONDITION
சிறப்பே,ATTRIBUTE_EXCELLENCE
திருமாலின்,DIVINE_BEING_VISHNU
சிறப்பு,ATTRIBUTE_EXCELLENCE
ஓங்கு,ACTION_RISE_VERB
உயர்,ACTION_RISE_VERB
வானின்,LOCATION_SKY
வாங்குவில்,WEAPON_BOW
புரையும்,ACTION_RESEMBLE_VERB
பூண்,OBJECT_ORNAMENT
அணி,OBJECT_ORNAMENT
கவைஇய,ACTION_BEND_VERB
ஆர்,AROMA_FRAGRANCE
அணி,OBJECT_ORNAMENT
நித்தில,OBJECT_PEARL
நித்தில,OBJECT_PEARL
மதாணி,OBJECT_JEWEL
அத்தகு,ADJECTIVE_SUCH
மதி,WISDOM_INTELLIGENCE
மறுச்,ATTRIBUTE_CHANGE
செய்யோள்,WOMAN_BEAUTIFUL
சேர்ந்த,ACTION_JOIN_VERB
நின்,PRONOUN_POSSESSIVE_YOUR
மாசு,ATTRIBUTE_BLEMISH
இல்,NOT_WITHOUT
அகலம்,BODY_PART_CHEST
வளர்,ACTION_GROW_VERB
திரை,NATURE_WAVE
மண்ணிய,ACTION_SMEAR_VERB
கிளர்,ACTION_SHINE_VERB
பொறி,OBJECT_MARK
நாப்பண்,MIDDLE_CENTER
வை,COLOR_WHITE
வால்,COLOR_WHITE
மருப்பின்,TUSK_TUSK
களிறு,ANIMAL_ELEPHANT
மணன்,AROMA_FRAGRANCE
அயர்பு,ACTION_DO_VERB
புள்ளி,SPOT_SPECKLE
நிலனும்,GEOGRAPHY_EARTH
புரைபடல்,ACTION_RESEMBLE_VERB
அரிது,ATTRIBUTE_RARE
என,CONJUNCTION_AS
உள்ளுநர்,PEOPLE_THINKERS
உரைப்போர்,PEOPLE_SPEAKERS
உரையொடு,SPEECH_WORDS
சிறந்தன்று,ACTION_EXCELL_VERB
படைச்சிறப்பு,WEAPON_EXCELLENCE
ஒடியா,ACTION_NOTSTOP_VERB
உள்ளமொடு,HEART_HEART
உருத்து,ACTION_ANGRY_VERB
ஒருங்கு,TOGETHER_UNITED
உடன்,TOGETHER_WITH
இயைந்து,ACTION_UNITE_VERB
இடி,NATURE_THUNDER
எதிர்,OPPOSITE_AGAINST
கழறும்,ACTION_SPEAK_VERB
கால்,FOOT_FOOT
உறழ்பு,ACTION_COMPETE_VERB
எழுந்தவர்,PEOPLE_ARISEN
கொடி,BANNER_FLAG
அறுபு,ACTION_BREAK_VERB
இறுபு,ACTION_FALL_VERB
செவி,BODY_PART_EAR
செவிடு,ATTRIBUTE_DEAF
படுபு,ACTION_BECOME_VERB
முடிகள்,BODY_PART_HEAD
அதிர,ACTION_SHAKE_VERB
படிநிலை,STEP_POSITION
தளர,ACTION_WEAKEN_VERB
நனி,ATTRIBUTE_VERY
முரல்,ACTION_SOUND_VERB
வளை,OBJECT_BRACELET
முடி,BODY_PART_HEAD
அழிபு,ACTION_DESTROY_VERB
இழிபு,ACTION_DESCEND_VERB
தலை,BODY_PART_HEAD
இறுபு,ACTION_FALL_VERB
தாரொடு,WITH_GARLAND
புரள,ACTION_ROLL_VERB
நிலை,STATE_CONDITION
தொலைபு,ACTION_DISAPPEAR_VERB
வேர்,ROOT_ROOT
தூர்,OBJECT_DUST
மடல்,LEAF_LEAF
குருகு,BIRD_CRANE
பறியா,ACTION_CATCH_VERB
நீளிரும்,ATTRIBUTE_LONGDARK
பனை,TREE_PALM
மிசைப்,ON_TOP
பல,MANY_MANY
பதினாயிரம்,NUMBER_TENTHOUSAND
குலை,BUNCH_CLUSTER
தரை,GEOGRAPHY_EARTH
உதிர்வபோல்,ACTION_FALL_VERB
நில்லாது,ACTION_NOTSTAND_VERB
ஒருமுறை,ONCE_ONETIME
கொய்பு,ACTION_PLUCK_VERB
கூடி,ACTION_GATHER_VERB
ஒருங்கு,TOGETHER_UNITED
உருண்டு,ACTION_ROLL_VERB
பிளந்து,ACTION_SPLIT_VERB
நெரிந்து,ACTION_CRUSH_VERB
உருள்பு,ACTION_ROLL_VERB
சிதறுபு,ACTION_SCATTER_VERB
அளறு,MUD_SLUSH
சொரிபு,ACTION_POUR_VERB
நிலம்,GEOGRAPHY_EARTH
சோர,ACTION_FALL_VERB
சேரார்,PEOPLE_NOTJOIN
இன்,SWEET_SWEET
உயிர்,LIFE_LIFE
செகுக்கும்,ACTION_DESTROY_VERB
போர்,NATURE_WAR
அடு,ACTION_FIGHT_VERB
குரிசில்,PERSON_PRINCE
நீ,PRONOUN_YOU
ஏந்திய,ACTION_HOLD_VERB
படையே,WEAPON_WEAPON
ஒன்னார்,ENEMY_ENEMIES
உடங்கு,ACTION_SWALLOW_VERB
உண்ணும்,ACTION_EAT_VERB
கூற்றம்,GOD_DEATH
உடலே,BODY_BODY
பொன்,MATERIAL_GOLD
ஏர்பு,ACTION_PLOUGH_VERB
அவிர்,ACTION_SHINE_VERB
அழல்,NATURE_FIRE
நுடக்கு,ACTION_TWINKLE_VERB
அதன்,PRONOUN_ITS
நிறனே,COLOR_COLOR
திருமால்,DIVINE_BEING_VISHNU
திருமேனியின்,BODY_DIVINEBODY
ஒளி,NATURE_LIGHT
முதலிய,ETC_ETC
சிறப்புக்கள்,ATTRIBUTE_EXCELLENCES
நின்னது,PRONOUN_POSSESSIVE_YOUR
திகழ்,ACTION_SHINE_VERB
ஒளி,NATURE_LIGHT
சிறப்பு,ATTRIBUTE_EXCELLENCE
இருள்,NATURE_DARKNESS
திருமணி,OBJECT_JEWEL
கண்ணே,BODY_PART_EYE
புகழ்சால்,ATTRIBUTE_FAMOUS
தாமரை,NATURE_FLOWER_LOTUS
அலர்,NATURE_FLOWER
இணை,OBJECT_PAIR
பிணையல்,OBJECT_NECKLACE
வாய்மை,TRUTH_TRUTH
வயங்கிய,ACTION_SHINE_VERB
வைகல்,TIME_DAY
சிறந்த,ACTION_EXCELL_VERB
நோன்மை,STRENGTH_ENDURANCE
நாடின்,ACTION_SEEK_VERB
இரு,ADJECTIVE_TWO
நிலம்,GEOGRAPHY_EARTH
யாவர்க்கும்,PEOPLE_ALL
சாயல்,ATTRIBUTE_FORM
நினது,PRONOUN_POSSESSIVE_YOUR
வான்,LOCATION_SKY
நிறை,ATTRIBUTE_FULLNESS
என்னும்,ACTION_SAY_VERB
நாவல்,NATURE_TREE_NAVAL
அந்தணர்,PERSON_BRAHMIN
அருமறை,WISDOM_SECRET
பொருளே,OBJECT_MEANING
அவ்வும்,PRONOUN_THAT
பிறவும்,OTHER_OTHERS
ஒத்தனை,ACTION_RESEMBLE_VERB
உவ்வும்,ACTION_COMPARE_VERB
எவ்வயினோயும்,WHEREVER_WHEREVER
நீயே,PRONOUN_YOU
உருவமும்,FORM_SHAPE
உணவும்,FOOD_FOOD
வெளிப்பாடும்,MANIFESTATION_EXPRESSION
செவ்வாய்,BODY_PART_LIP
உவணத்து,BIRD_KITE
உயர்,ACTION_RISE_VERB
கொடியோயே,DIVINE_BEING_BANNERBEARER
கேள்வியுள்,WISDOM_LEARNING
கிளந்த,ACTION_SPEAK_VERB
ஆசான்,TEACHER_TEACHER
உரையும்,SPEECH_WORDS
படிநிலை,STEP_POSITION
வேள்வியுள்,SACRIFICE_YAJNA
பற்றி,ACTION_HOLD_VERB
ஆடு,ACTION_PLAY_VERB
கொளலும்,ACTION_TAKE_VERB
புகழ்,ATTRIBUTE_FAME
இயைந்து,ACTION_UNITE_VERB
இசை,MUSIC_MELODY
மறை,WISDOM_SECRET
உறு,ACTION_RECEIVE_VERB
கனல்,NATURE_FIRE
முறை,ORDER_SYSTEM
மூட்டித்,ACTION_KINDLE_VERB
திகழ்,ACTION_SHINE_VERB
ஒளி,NATURE_LIGHT
ஒண்சுடர்,SHINING_LIGHT
வளப்பாடு,ABUNDANCE_PLENTY
கொளலும்,ACTION_TAKE_VERB
நின்,PRONOUN_POSSESSIVE_YOUR
உருபுடன்,WITH_FORM
உண்டி,FOOD_FOOD
பிறர்,OTHER_OTHERS
உடம்படுவாரா,ACTION_AGREE_VERB
நின்னொடு,WITH_YOU
புரைய,ACTION_RESEMBLE_VERB
அந்தணர்,PERSON_BRAHMIN
காணும்,ACTION_SEE_VERB
வரவு,ACTION_COME_VERB
பல்,ATTRIBUTE_MANY
புகழும்,ATTRIBUTE_FAME
பரவலும்,ACTION_PRAISE_VERB
வாயடை,MOUTH_MOUTH
அமிர்தம்,NECTAR_AMRITA
நின்,PRONOUN_POSSESSIVE_YOUR
மனத்தகத்து,LOCATION_MIND
அடைத்தர,ACTION_GIVE_VERB
மூவா,ACTION_NOTDIE_VERB
மரபும்,TRADITION_CUSTOM
ஓவா,ACTION_NOTCEASE_VERB
நோன்மையும்,STRENGTH_ENDURANCE
