Word_Original,Hierarchical_Entity_Tag
நின்,YOUR
பலர்,MANY
புகழ்,PRAISE
செல்வம்,WEALTH
இனிது,SWEETLY
கண்டிகுமே,WE_WILL_SEE
கவிர்,SPREADING
ததை,THICK
சிலம்பில்,HILLS
துஞ்சும்,SLEEPING
கவரி,YAK_TAIL_FAN
பரந்து,SPREAD
இலங்கு,SHINING
அருவியொடு,WATERFALL
நரந்தம்,FRAGRANT_GRASS
கனவும்,DREAM
ஆரியர்,ARYANS
துவன்றிய,GATHERED
பேரிசை,GREAT_FAME
இமயம்,HIMALAYA
தென்னங்,SOUTHERN
குமரியொடு,KUMARI
ஆயிடை,BETWEEN
மன்,PERMANENT
மீக்,UPON
கூறுநர்,SPEAKERS
மறம்,VALOR
தபக்,REMOVE
கடந்தே,CROSSED
வயவர்,WARRIORS
வீழ,FALLING
வாளரின்,SWORD_EDGE
மயக்கி,CONFUSING
இடங்கவர்,TAKING_PLACE
கடும்பின்,RELATIVES
அரசு,KING
தலை,HEAD
பனிப்பக்,FEARING
கடம்பு,KADAMBU
முதல்,BASE
தடிந்த,CUT
கடுஞ்சின,FIERCE_ANGER
வேந்தே,KING
தார்,GARLAND
அணி,ADORNED
எருத்தின்,NECK
வாரல்,COMING
வள்,SHARP
உகிர்,CLAW
அரிமான்,LION
வழங்கும்,MOVING
சாரல்,SLOPE
பிறமான்,OTHER_DEER
தோடு,HERD
கொள்,POSSESSING
இன,HERD
நிரை,LINE
நெஞ்சு,HEART
அதிர்ந்தாங்கு,TREMBLED_LIKE
முரசு,DRUM
முழங்கு,RESOUNDING
நெடுநகர்,GREAT_CITY
அரசு,KING
துயில்,SLEEP
ஈயாது,NOT_GIVING
மாதிரம்,DIRECTIONS
பனிக்கும்,FRIGHTENING
மறம்,VALOR
வீங்கு,SWELLING
பல்,MANY
புகழ்,FAME
கேட்டற்கு,TO_HEAR
இனிது,SWEET
நின்,YOUR
செல்வம்,WEALTH
கேட்டொறும்,EACH_HEARING
காண்டல்,SEEING
விருப்பொடு,DESIRE
கமழும்,FRAGRANT
குளவி,CARDAMOM
வாடாப்,UNWITHERING
பைம்,GREEN
மயிர்,HAIR
இளைய,YOUNG
ஆடு,DANCING
நடை,GAIT
அண்ணல்,CHIEFTAIN
மழ,YOUNG
களிறு,ELEPHANT
அரி,BEES
ஞிமிறு,HORNETS
ஓப்பும்,DRIVING_AWAY
கன்று,CALF
புணர்,JOINED
பிடிய,FEMALE_ELEPHANT
குன்று,HILL
பல,MANY
நீந்தி,CROSSING
வந்து,COMING
அவண்,THERE
இறுத்த,ENCAMPED
இரும்பேர்,GREAT
ஒக்கல்,FAMILY
தொல்,ANCIENT
பசி,HUNGER
உழந்த,SUFFERED
பழங்கண்,OLD_EYES
வீழ,FALLING
எஃகு,SPEAR
போழ்ந்து,PIERCING
அறுத்த,CUT
வால்,WHITE
நிணக்,FAT
கொழுங்குறை,RICH_MEAT
மை,DARK
ஊன்,FLESH
பெய்த,PLACED
வெண்ணெல்,WHITE_RICE
வெண்சோறு,WHITE_RICE
நனை,SPROUTING
அமை,CONTAINING
கள்ளின்,WINE
தேறலொடு,CLEAR_WINE
மாந்தி,DRINKING
நீர்ப்படு,WATER_LANDING
பருந்தின்,VULTURE
இருஞ்சிறகு,DARK_WING
அன்ன,LIKE
நிலத்தின்,GROUND
சிதாஅர்,SCATTERED
களைந்த,REMOVED
பின்றை,AFTER
நூலாக்,THREAD
கலிங்கம்,CLOTH
வால்,WHITE
அரை,WAIST
கொளீஇ,WEARING
வணர்,CURLY
இருங்கதுப்பின்,DARK_HAIR
வாங்கு,BENDING
அமை,BEAUTIFUL
மென்,SOFT
தோள்,SHOULDER
வசை,BLAME
இல்,WITHOUT
மகளிர,WOMEN
வயங்கு,SHINING
இழை,JEWEL
அணிய,ADORNING
அமர்பு,EMBRACING
மெய்,BODY
ஆர்த்த,FILLED
சுற்றமொடு,FAMILY
நுகர்தற்கு,TO_ENJOY
இனிது,SWEET
நின்,YOUR
பெரும்,GREAT
கலி,JOY
மகிழ்வே,HAPPINESS
தொறுத்த,HERDING
வயல்,FIELD
ஆரல்,FISH
பிறழ்நவும்,GLISTENING
ஏறு,BULL
பொருத,FIGHTING
செறு,POND
உழாது,NOT_PLOUGHING
வித்துநவும்,SOWING
கரும்பின்,SUGARCANE
பாத்திப்,BED
பூத்த,BLOOMED
நெய்தல்,WATER_LILY
இருங்கண்,DARK_EYED
எருமையின்,BUFFALO
நிரை,LINE
தடுக்குநவும்,BLOCKING
கலி,JOY
கெழு,POSSESSING
துணங்கை,DANCE
ஆடிய,DANCED
மருங்கின்,SIDE
வளைதலை,CURVED_HEAD
மூது,AGED
ஆ,COW
ஆம்பல்,LOTUS
ஆர்நவும்,ENJOYING
ஒலி,SOUND
தெங்கின்,COCONUT
இமிழ்,RESOUNDING
மருதின்,MARUTHAM_TREE
புனல்,WATER
வாயில்,MOUTH
பூம்,FLOWER
பொய்கை,POND
பாடல்,SONG
சான்ற,POSSESSING
பயன்,FRUIT
கெழு,POSSESSING
வைப்பின்,REGION
நாடு,COUNTRY
கவின்,BEAUTY
அழிய,DESTROYING
நாமம்,INJURY
தோற்றிக்,CREATING
கூற்று,DEATH
அடூஉ,FIGHTING
நின்ற,STANDING
யாக்கை,BODY
போல,LIKE
நீ,YOU
சிவந்து,REDDENING
இறுத்த,ENCAMPED
நீர்,WATER
அழி,DESTROYED
பாக்கம்,TOWN
விரி,SPREADING
பூங்கரும்பின்,FLOWERING_SUGARCANE
கழனி,FIELD
புல்,GRASS
என,AS
திரி,TWISTED
காய்,FRUIT
விடத்தரொடு,POISON
கார்,RAIN
உடை,CLOTHING
போகி,GOING
கவைத்தலை,BRANCHING_HEAD
பேய்மகள்,SHE_DEMON
கழுது,DONKEY
ஊர்ந்து,RIDING
இயங்க,MOVING
ஊரிய,DRAGGED
நெருஞ்சி,NERUNJI_PLANT
நீறு,ASH
ஆடு,DANCING
பறந்தலை,BATTLEFIELD
தாது,POLLEN
எரு,MANURE
மறுத்த,REFUSED
கலி,NOISE
அழி,DESTROYED
மன்றத்து,SQUARE
உள்ளம்,HEART
அழிய,DESTROYING
ஊக்குநர்,ASPIRANTS
மிடல்,STRENGTH
தபுத்து,REMOVING
உள்ளுநர்,THINKERS
பனிக்கும்,FRIGHTENING
பாழாயினவே,BECAME_DESOLATE
காடே,FOREST
கடவுள்,GOD
மேன,UPON
புறவே,GROVE
ஒள்ளிழை,SHINING_JEWEL
மகளிரொடு,WOMEN
மள்ளர்,WARRIORS
மேன,UPON
ஆறே,PATH
அவ்வனைத்து,ALL_THAT
அன்றியும்,BESIDES
ஞாலத்துக்,EARTH
கூலம்,GRAIN
பகர்நர்,SELLERS
குடி,FAMILY
புறந்தராஅக்,PROTECTING
குடி,FAMILY
புறந்தருநர்,PROTECTORS
பாரம்,BURDEN
ஓம்பி,GUARDING
அழல்,FIRE
சென்ற,WENT
மருங்கின்,SIDE
வெள்ளி,STAR
ஓடாது,NOT_RUNNING
மழை,RAIN
வேண்டு,NEEDED
புலத்து,FIELD
மாரி,RAIN
நிற்ப,STANDING
நோயொடு,DISEASE
பசி,HUNGER
இகந்து,SURPASSING
ஒரீஇப்,REMOVING
பூத்தன்று,BLOOMED
பெரும,O_GREAT_ONE
நீ,YOU
காத்த,PROTECTED
நாடே,COUNTRY
நிலம்,EARTH
நீர்,WATER
வளி,AIR
விசும்பு,SKY
என்ற,CALLED
நான்கின்,FOUR
அளப்பு,MEASURE
அரியையே,DIFFICULT
நாள்,DAY
கோள்,PLANET
திங்கள்,MOON
ஞாயிறு,SUN
கனை,ROARING
அழல்,FIRE
ஐந்து,FIVE
ஒருங்கு,TOGETHER
புணர்ந்த,UNITED
விளக்கத்து,BRIGHTNESS
அனையை,LIKE
போர்,WAR
தலைமிகுத்த,EXCELLING
ஈரைம்பதின்மரொடு,FORTY_FIVE
துப்புத்,STRENGTH
துறை,REALM
போகிய,GONE
துணிவு,COURAGE
உடை,POSSESSING
ஆண்மை,MASCULINITY
அக்குரன்,AKKURAN
அனைய,LIKE
கைவண்மையையே,GENEROSITY
அமர்,BATTLE
கடந்து,CROSSING
மலைந்த,WEARING
தும்பை,THUMBAI_FLOWER
பகைவர்,ENEMIES
போர்,WAR
பீடு,GRANDEUR
அழித்த,DESTROYED
செருப்புகல்,BATTLE
முன்ப,FRONT
கூற்று,DEATH
வெகுண்டு,ANGRY
வரினும்,EVEN_IF_COMING
மாற்றும்,CHANGE
ஆற்றலையே,CAPABLE
எழு,SEVEN
முடி,CROWN
கெழீஇய,POSSESSING
திரு,PROSPERITY
ஞெமர்,BRILLIANCE
அகலத்து,CHEST
நோன்,STRONG
புரித்,TWISTED
தடக்கை,LARGE_HANDS
சான்றோர்,WISE_ONES
மெய்ம்மறை,TRUE_SECRET
வான்,SKY
உறை,DWELLING
மகளிர,WOMEN
நலன்,GOODNESS
இகல்,CONFLICT
கொள்ளும்,TAKING
வயங்கு,SHINING
இழை,JEWEL
கரந்த,HIDDEN
வண்டுபடு,BEE_ATTRACTING
கதுப்பின்,HAIR
ஒடுங்கு,CONTRACTED
ஈர்,MOIST
ஓதிக்,HAIR
கொடுங்குழை,CURVED_EARRING
கணவ,HUSBAND
பல,MANY
களிற்றுத்,ELEPHANT
தொழுதியொடு,HERD
வெல்கொடி,VICTORY_BANNER
நுடங்கும்,WAVING
படை,ARMY
ஏர்,BEAUTY
உழவ,POSSESSING
பாடினி,SINGER
வேந்தே,KING
இலங்கு,SHINING
மணி,GEM
மிடைந்த,INTERSPERSED
பொலங்கலத்,GOLDEN_VESSEL
திகிரி,WHEEL
கடல்,SEA
அக,WIDE
வரைப்பின்,REGION
இப்,THIS
பொழில்,GARDEN
முழுது,ENTIRE
ஆண்ட,RULED
நின்,YOUR
முன்,FRONT
திணை,REGION
முதல்வர்,ANCESTORS
போல,LIKE
நின்று,STANDING
நீ,YOU
கெடாஅ,IMPERISHABLE
நல்லிசை,GOOD_FAME
நிலைஇத்,ESTABLISHING
தவாஅலியரோ,NOT_LEAVING
இவ்வுலகமோடு,THIS_WORLD
உடனே,TOGETHER
யாண்டு,YEARS
தலைப்பெயர,TO_RETURN
வேண்டு,NEEDED
புலத்து,FIELD
இறுத்து,ENCAMPING
முனை,BATTLEFRONT
எரி,FIRE
பரப்பிய,SPREADING
துன்னரும்,DIFFICULT
சீற்றமொடு,ANGER
மழை,RAIN
தவழ்பு,CRAWLING
தலைஇய,LEADING
மதில்,WALL
மரம்,TREE
முருக்கி,DESTROYING
நிரை,LINE
களிறு,ELEPHANT
ஒழுகிய,FLOWING
நிரைய,LINE
வெள்ளம்,FLOOD
பரந்து,SPREADING
ஆடு,DANCING
கழங்கு,DICE
அழி,DESTROYED
மன்மருங்கு,PEOPLE
அறுப்பக்,CUTTING
கொடிவிடு,RELEASING_BANNER
குரூஉப்,HARSH
புகை,SMOKE
பிசிரக்,SPRAYING
கால்,WIND
பொர,STRIKING
அழல்,FIRE
கவர்,SEIZING
மருங்கின்,SIDE
உரு,FORM
அறக்,COMPLETELY
கெடுத்துத்,DESTROYING
தொல்,ANCIENT
கவின்,BEAUTY
அழிந்த,DESTROYED
கண்,EYE
அகன்,WIDE
வைப்பின்,REGION
வெண்பூ,WHITE_FLOWER
வேளையொடு,PORTULACA
பைஞ்சுரை,GREEN_PUMPKIN
கலித்து,ABUNDANT
பீர்,SPREADING
இவர்பு,RISING
பரந்த,SPREAD
நீர்,WATER
அறு,CEASING
நிறை,FULLNESS
முதல்,BASE
சிவந்த,RED
காந்தள்,KANTHAL_FLOWER
முதல்,BASE
சிதை,DESTROYED
மூதில்,ANCIENT_HOUSE
புலவு,ROTTEN
வில்,BOW
உழவின்,AGRICULTURE
புல்லாள்,WOMAN
வழங்கும்,MOVING
புல்லிலை,GRASS_LEAF
வைப்பின்,REGION
புலம்,FIELD
சிதை,DESTROYED
அரம்பின்,RAILING
அறியாமையான்,IGNORANCE
மறந்து,FORGETTING
துப்பு,STRENGTH
எதிர்ந்த,OPPOSED
நின்,YOUR
பகைவர்,ENEMIES
நாடும்,COUNTRY
கண்டு,SEEING
வந்திசினே,I_CAME
கடலவும்,SEA
கல்லவும்,STONE
யாற்றவும்,RIVER
பிறவும்,OTHERS
வளம்,WEALTH
பல,MANY
நிகழ்தரு,OCCURRING
நனந்தலை,SPACIOUS
நன்,GOOD
நாட்டு,COUNTRY
விழவு,FESTIVAL
அறுபு,CEASING
அறியா,NOT_KNOWING
முழவு,DRUM
இமிழ்,RESOUNDING
மூதூர்க்,ANCIENT_CITY
கொடி,BANNER
நிழல்,SHADOW
பட்ட,TOUCHED
பொன்,GOLD
உடை,CLOTHING
நியமத்து,MARKET
சீர்,GLORY
பெறு,RECEIVING
கலி,JOY
மகிழ்,HAPPINESS
இயம்பு,SPEAKING
முரசின்,DRUM
வயவர்,WARRIORS
வேந்தே,KING
பரிசிலர்,GIFT_RECEIVERS
வெறுக்கை,POSSESSIONS
தார்,GARLAND
அணிந்து,WEARING
எழிலிய,BEAUTIFUL
தொடி,BRACELET
சிதை,DESTROYED
மருப்பின்,TUSK
போர்,WAR
வல்,STRONG
யானை,ELEPHANT
சேரலாத,SERAL_AD
நீ,YOU
வாழியர்,LIVE
இவ்வுலகத்தோர்க்கு,FOR_THIS_WORLD_PEOPLE
என,SAYING
உண்டு,EATING
உரை,SPEECH
மாறிய,CHANGED
மழலை,BABBLING
நாவின்,TONGUE
மென்,SOFT
சொல்,WORD
கலப்பையர்,FARMERS
திருந்து,PERFECT
தொடை,WREATH
வாழ்த்த,PRAISING
வெய்துறவு,DISTRESS
அறியாது,NOT_KNOWING
நந்திய,FLOURISHING
வாழ்க்கை,LIFE
செய்த,MADE
மேவல்,LOVE
அமர்ந்த,EMBRACED
சுற்றமோடு,FAMILY
ஒன்றுமொழிந்து,UNITING
அடங்கிய,CONTROLLED
கொள்கை,PRINCIPLE
என்றும்,ALWAYS
பதி,PLACE
பிழைப்பு,FAULT
அறியாது,NOT_KNOWING
துய்த்தல்,ENJOYING
எய்தி,ATTAINING
நிரையம்,SUFFERING
ஒரீஇய,REMOVED
வேட்கை,DESIRE
புரையோர்,NOBLE_ONES
மேயினர்,DWELLING
உறையும்,LIVING
பலர்புகழ்,MANY_PRAISED
பண்பின்,CHARACTER
நீ,YOU
புறந்தருதலின்,PROTECTION
நோய்,DISEASE
இகந்து,SURPASSING
ஒரீஇய,REMOVED
யாணர்,RENEWAL
நன்,GOOD
நாடுங்,COUNTRY
கண்டு,SEEING
மதி,MIND
மருண்டனென்,CONFUSED
மண்,EARTH
உடை,POSSESSING
ஞாலத்து,WORLD
மன்,PERMANENT
உயிர்க்கு,FOR_LIFE
எஞ்சாது,NOT_LACKING
ஈத்து,GIVING
கை,HAND
தண்டாக்,NOT_TIRING
கை,HAND
கடுந்துப்பின்,STRONG_STRENGTH
புரைவயின்,EACH_PLACE
புரைவயின்,EACH_PLACE
பெரிய,GREAT
நல்கி,BESTOWING
ஏமம்,PROTECTION
ஆகிய,BECAME
சீர்,GLORY
கெழு,POSSESSING
விழவின்,FESTIVAL
நெடியோன்,TALL_ONE
அன்ன,LIKE
நல்,GOOD
இசை,FAME
ஒடியா,UNBROKEN
மைந்த,STRENGTH
நின்,YOUR
பண்பு,CHARACTER
பல,MANY
நயந்தே,DESIRING
கோடு,HORN
உறழ்ந்து,RESEMBLING
எடுத்த,RAISED
கொடுங்கண்,CURVED_EYE
இஞ்சி,FORTRESS
நாடு,COUNTRY
கண்டன்ன,LIKE_SEEING
கணை,ARROW
துஞ்சு,SLEEPING
விலங்கல்,MOUNTAIN
துஞ்சுமரக்,SLEEPING_TREE
குழாஅம்,GROUP
துவன்றி,ABUNDANT
புனிற்று,RECENTLY_GIVEN_BIRTH
மகள்,WOMAN
பூணா,NOT_WEARING
ஐயவி,MUSTARD_SEED
தூக்கிய,HANGING
மதில,WALL
நல்,GOOD
எழில்,BEAUTY
நெடும்புதவு,LARGE_MOUND
முருக்கிக்,DESTROYING
கொல்லுபு,KILLING
ஏனம்,WILD_BOAR
ஆகிய,BECAME
நுனை,SHARP
முரி,BROKEN
மருப்பின்,TUSK
கடாஅம்,FLOWING_MUSTH
வார்ந்து,FLOWING
கடுஞ்சினம்,FIERCE_ANGER
பொத்தி,COVERING
மரங்கொல்,TREE_KILLING
மழ,YOUNG
களிறு,ELEPHANT
முழங்கும்,ROARING
பாசறை,BATTLE_CAMP
நீடினை,PROLONGED
ஆகலின்,BECAUSE
காண்க,TO_SEE
வந்திசினே,I_CAME
ஆறிய,CALM
கற்பின்,CHASTITY
அடங்கிய,CONTROLLED
சாயல்,GENTLENESS
ஊடினும்,EVEN_IF_ANGRY
இனிய,SWEET
கூறும்,SPEAKING
இன்னகை,SWEET_SMILE
அமிர்து,NECTAR
பொதி,FILLED
துவர்,LIPS
வாய்,MOUTH
அமர்த்த,LOVELY
நோக்கின்,GAZE
சுடர்,RADIANT
நுதல்,FOREHEAD
அசை,GENTLE
நடை,GAIT
உள்ளலும்,THINKING
உரியள்,FITTING
பாயல்,SLEEP
உய்யுமோ,WILL_SURVIVE
தோன்றல்,LORD
தா,FAULT
இன்று,WITHOUT
திரு,PROSPERITY
மணி,GEM
பொருத,RESEMBLING
திகழ்,SHINING
விடு,EMITTING
பசும்பொன்,GREEN_GOLD
வயங்கு,SHINING
கதிர்,RAY
வயிரமோடு,DIAMOND
உறழ்ந்து,RESEMBLING
பூண்,ORNAMENT
சுடர்வர,SHINING
எழு,SEVEN
முடி,CROWN
கெழீஇய,POSSESSING
திரு,PROSPERITY
ஞெமர்,BRILLIANCE
அகலத்து,CHEST
புரையோர்,NOBLE_ONES
உண்கண்,BEAUTIFUL_EYES
துயில்,SLEEP
இன்,SWEET
பாயல்,BED
பாலும்,CHILD
கொளாலும்,TAKING
வல்லோய்,CAPABLE_ONE
நின்,YOUR
சாயல்,GENTLENESS
மார்பு,CHEST
நனி,GREATLY
அலைத்தன்றே,DISTRESSED
புரைவது,SUITABLE
நினைப்பின்,IF_THINK
புரைவதோ,SUITABLE
இன்றே,NOT
பெரிய,GREAT
தப்புநர்,OFFENDERS
ஆயினும்,EVEN_IF
பகைவர்,ENEMIES
பணிந்து,BOWING
திறை,TRIBUTE
பகரக்,SPEAKING
கொள்ளுநை,TAKING
ஆதலின்,BECAUSE
துளங்கு,SHAKING
பிசிர்,DRIZZLE
உடைய,POSSESSING
மாக்கடல்,GREAT_SEA
நீக்கிக்,REMOVING
கடம்பு,KADAMBU
அறுத்து,CUTTING
இயற்றிய,MADE
வலம்படு,RIGHTEOUS
வியன்,WIDE
பணை,DRUM
ஆடுநர்,DANCERS
பெயர்ந்து,RETURNING
வந்து,COMING
அரும்,RARE
பலி,OFFERING
தூஉய்,SPRINKLING
கடிப்புக்,BIT
கண்,EYE
உறூஉம்,TOUCHING
தொடித்,BRACELET
தோள்,SHOULDER
இயவர்,BEGGARS
அரணம்,FORTRESS
காணாது,NOT_SEEING
மாதிரம்,DIRECTION
துழைஇய,SEARCHING
நனந்தலை,SPACIOUS
பைஞ்ஞிலம்,GREEN_FIELD
வருக,COME
இந்,THIS
நிழல்,SHADE
என,SAYING
ஞாயிறு,SUN
புகன்ற,PRAISED
தீது,EVIL
தீர்,PURE
சிறப்பின்,GLORY
அமிழ்து,NECTAR
திகழ்,SHINING
கருவிய,CLOUD
கண,GROUP
மழை,RAIN
தலைஇக்,LEADING
கடுங்கால்,STRONG_LEG
கொட்கும்,SHIVERING
நன்பெரும்,GREAT
பரப்பின்,EXPANSE
விசும்பு,SKY
தோய்,TOUCHING
வெண்குடை,WHITE_UMBRELLA
நுவலும்,SPEAKING
பசும்,GREEN
பூண்,ORNAMENT
மார்ப,CHEST
பாடினி,SINGER
வேந்தே,KING
உண்மின்,DRINK
கள்ளே,WINE
அடுமின்,COOK
சோறே,RICE
எறிக,STRIKE
திற்றி,OPENING
ஏற்றுமின்,ACCEPT
புழுக்கே,BOILED_RICE
வருநர்க்கு,TO_COMERS
வரையாது,WITHOUT_LIMIT
பொங்கலந்,GOLDEN_VESSEL
தெளிர்ப்ப,SOUNDING
இருள்,DARK
வணர்,CURLY
ஒலிவரும்,WAVING
புரி,TWISTED
அவிழ்,LOOSENED
ஐம்பால்,FIVE_PLAITS
ஏந்து,RAISED
கோட்டு,END
அல்குல்,LOINS
முகிழ்,BUDDING
நகை,SMILE
மடவரல்,YOUNG_WOMAN
கூந்தல்,HAIR
விறலியர்,DANCERS
வழங்குக,GIVE
அடுப்பே,KITCHEN
பெற்றது,WHAT_WAS_OBTAINED
உதவுமின்,GIVE
தப்பு,FAULT
இன்று,WITHOUT
பின்னும்,AGAIN
மன்,PERMANENT
உயிர்,LIFE
அழிய,DESTROYING
யாண்டு,YEARS
பல,MANY
துளக்கி,SHAKING
மண்,EARTH
உடை,POSSESSING
ஞாலம்,WORLD
புரவு,PROTECTION
எதிர்கொண்ட,CONFRONTED
தண்,COOL
இயல்,NATURE
எழிலி,CLOUD
தலையாது,HEAD
மாறி,CHANGING
மாரி,RAIN
பொய்க்குவது,FAILING
ஆயினும்,EVEN_IF
சேரலாதன்,SERAL_ADHAN
பொய்யலன்,NOT_FALSE
நசையே,DESIRE
கொள்ளை,PLUNDER
வல்சி,FOOD
கவர்,SEIZING
கால்,WIND
கூளியர்,GHOSTS
கல்,STONE
உடை,POSSESSING
நெடு,LONG
நெறி,PATH
போழ்ந்து,PIERCING
சுரன்,ROAD
அறுப்ப,CUTTING
ஒண்,BRIGHT
பொறிக்,MARK
கழல்,ANKLET
கால்,LEG
மாறா,UNCHANGING
வயவர்,WARRIORS
திண்,STRONG
பிணி,TWIST
எஃகம்,SPEAR
புலி,TIGER
உறை,SHEATH
கழிப்பச்,REMOVING
செங்கள,BATTLEFIELD
விருப்பொடு,DESIRE
கூலம்,GRAIN
முற்றிய,FULL
உருவ,FORM
செந்தினை,RED_MILLET
குருதியொடு,BLOOD
தூஉய்,SPRINKLING
மண்ணுறு,EARTHEN
முரசம்,DRUM
கண்,EYE
பெயர்த்து,CHANGING
இயவர்,BEGGARS
கடிப்பு,BIT
உடை,POSSESSING
வலத்தர்,RIGHT_HANDED
தொடித்தோள்,BRACELETED_SHOULDER
ஓச்ச,SWINGING
வம்பு,STRANGENESS
களைவு,REMOVAL
அறியாச்,NOT_KNOWING
சுற்றமோடு,FAMILY
அம்பு,ARROW
தொரிந்து,SHOOTING
அவ்வினை,THAT_WORK
மேவலை,LOVED
ஆகலின்,BECAUSE
எல்லு,NIGHT
நனி,GREATLY
இருந்து,SITTING
எல்லிப்,NIGHT
பெற்ற,OBTAINED
அரிது,RARE
பெறு,OBTAINING
பாயல்,SLEEP
சிறு,SMALL
மகிழானும்,HAPPINESS
கனவினுள்,IN_DREAM
உறையும்,DWELLING
பெருஞ்சால்பு,GREAT_NOBILITY
ஒடுங்கிய,HUMBLE
நாணுமலி,SHYNESS_FILLED
யாக்கை,BODY
வாணுதல்,BEAUTIFUL_FOREHEAD
அரிவைக்கு,TO_WOMAN
யார்,WHO
கொல்,PERHAPS
அளியை,PITIABLE
இனம்,HERD
தோடு,GROUP
அகல,LEAVING
ஊருடன்,VILLAGE
எழுந்து,RISING
நிலம்கண்,GROUND_EYE
வாட,DRYING
நாஞ்சில்,PLOUGH
கடிந்து,REMOVING
நீ,YOU
வாழ்தல்,LIVING
ஈயா,NOT_GIVING
வளன்,WEALTH
அறு,LACKING
பைதிரம்,BARREN_LAND
அன்ன,LIKE
ஆயின,BECAME
பழனம்,WETLAND
தோறும்,EACH
அழல்,FIRE
மலி,FILLED
தாமரை,LOTUS
ஆம்பலொடு,WATER_LILY
மலர்ந்து,BLOOMING
நெல்லின்,RICE
செறுவில்,FIELD
நெய்தல்,WATER_LILY
பூப்ப,BLOOMING
அரிநர்,CUTTERS
கொய்வாள்,PICKING
மடங்க,BENDING
அறைநர்,CUTTERS
தீம்பிழி,SWEET_SYRUP
எந்திரம்,MACHINE
பத்தல்,CONTAINER
வருந்த,SUFFERING
இன்றோ,TODAY
அன்றோ,NOT_TODAY
தொன்றோ,ANCIENT_DAY
காலை,TIME
நல்ல,GOOD
மன்,CERTAINLY
அளிய,PITIABLE
தாம்,THEY
என,SAYING
சொல்லிக்,SAYING
காணுநர்,SEERS
கை,HAND
புடைத்து,CLAPPING
இரங்க,LAMENTING
மாணா,IMPERFECT
மாட்சிய,GLORY
மாண்டன,EXCELLENT_THINGS
பலவே,MANY
நுங்கோ,YOUR_KING
யார்,WHO
என,SAYING
வினவின்,IF_ASK
எம்,OUR
கோ,KING
இரு,TWO
முந்நீர்த்,THREE_WATERS
துருத்தியுள,ISLAND
முரணியோர்த்,OPPOSERS
தலைச்சென்று,PROCEEDING
கடம்பு,KADAMBU
முதல்,BASE
தடிந்த,CUT
கடுஞ்சின,FIERCE_ANGER
முன்பின்,FRONT
நெடுஞ்சேரலாதன்,NEDUNCHERALADHAN
வாழ்க,LONG_LIVE
அவன்,HIS
கண்ணி,GARLAND
வாய்ப்பு,SUCCESS
அறியலனே,NOT_KNOWING
வெயில்,SUNLIGHT
துகள்,DUST
அனைத்தும்,ALL
மாற்றோர்,OPPONENTS
