Word_Original,Hierarchical_Entity_Tag
எண்ணுவது,THINK
எவன்,WHAT
கொல்,PERHAPS
அறியேன்,I_DONT_KNOW
என்னும்,SAYS
என,SAY
ஆங்கு,THUS
கழி,EXCESS
பெரு,GREAT
நல்கல்,FAVOR
ஒன்று,ONE
உடைத்து,POSSESSES
என,SAY
என்,MY
தோழி,FRIEND
அழிவொடு,DESTRUCTION
கலங்கிய,PERTURBED
எவ்வத்தள்,DISTRESSED
ஒருநாள்,ONE_DAY
நீர்,YOU
பொழுது,TIME
இடைப்பட,WITH_INTERVAL
நீப்பின்,LEAVE_IF
வாழ்வாளோ,WILL_SHE_LIVE
ஒழிக,CEASE
இனி,NOW
பெரும,GREAT_ONE
நின்,YOUR
பொருள்,WEALTH
பிணிச்,TIE
செலவே,JOURNEY
பாஅல்,MILK
அம்,BEAUTIFUL
செவி,EAR
பணை,DRUM
தாள்,LEG
மா,ANIMAL
நிரை,HERD
மாஅல்,DARK
யானையொட,ELEPHANT
மறவர்,WARRIORS
மயங்கி,CONFUSED
தூறு,BUSH
அதர்ப்பட்ட,PATH
ஆறு,RIVER
மயங்கு,CONFUSED
அருஞ்சுரம்,DIFFICULT_DESERT
இறந்து,CROSS
நீர்,YOU
செய்யும்,DO
பொருளினும்,WEALTH
யாம்,WE
நுமக்குச்,YOU
சிறந்தனம்,SUPERIOR
ஆதல்,BEING
அறிந்தனிர்,KNEW
ஆயின்,IF
நீள்,LONG
இரு,TWO
முந்நீர்,SEA
வளி,WIND
கலன்,SHIP
வௌவலின்,SEIZE
ஆள்வினை,INDUSTRY
அழிந்தோர்,DESTROYED
போறல்,BE_LIKE
அல்லதை,OTHERWISE
கேள்,RELATIVES
பெருந்தகையோட,GREATNESS
எவன்,WHAT
பல,MANY
மொழிகுவம்,SPEAK
நாளும்,DAILY
கோள்மீன்,PLANET_STAR
தகைத்தலும்,RESEMBLE
தகைமே,BEAUTY
கல்லென,NOISY
கவின்,BEAUTY
பெற்ற,OBTAINED
விழவு,FESTIVAL
ஆற்றுப்படுத்த,PLACED
பின்,AFTER
புல்லென்ற,FADED
களம்,FIELD
போல்,LIKE
புலம்பு,SOLITUDE
கொண்டு,TAKE
அமைவாளோ,WILL_SHE_BE_CONTENT
ஆள்பவர்,RULERS
கலக்குற,CONFUSED
அலை,WAVE
பெற்ற,OBTAINED
நாடு,COUNTRY
போல்,LIKE
பாழ்பட்ட,WASTED
முகத்தோட,FACE
பைதல்,SORROW
கொண்டு,TAKE
அமைவாளோ,WILL_SHE_BE_CONTENT
ஓர்,ONE
இரா,NIGHT
வைகலுள்,DAY
தாமரை,LOTUS
பொய்கையுள்,POND
நீர்,WATER
நீத்த,LEFT
மலர்,FLOWER
போல்,LIKE
நீ,YOU
நீப்பின்,LEAVE_IF
வாழ்வாளோ,WILL_SHE_LIVE
என,SAY
ஆங்கு,THUS
பொய்,FALSE
நல்கல்,FAVOR
புரிந்தனை,DESIRE
புறந்தரல்,GIVE_BACK
கைவிட்டு,LEAVE
எந்நாளோ,WHEN
நெடுந்தகாய்,GREAT_ONE
நீ,YOU
செல்வது,GOING
அந்நாள்,THAT_DAY
கொண்டு,TAKE
இறக்கும்,DIES
இவள்,SHE
அரும்பெறல்,DIFFICULT_TO_OBTAIN
உயிரே,LIFE
மரையா,DEER
மரல்,DEER
கவர,ATTRACT
மாரி,RAIN
வறப்ப,DRY
வரை,MOUNTAIN
ஓங்கு,HIGH
அரும்,DIFFICULT
சுரத்து,DESERT
ஆர்,DIFFICULT
இடை,PLACE
செல்வோர்,TRAVELERS
சுரை,GOURD
அம்பு,ARROW
மூழ்க,SUBMERGE
சுருங்கி,SHRINK
புரையோர்,FRIENDS
தம்,THEIR
உள்,INSIDE
நீர்,WATER
வறப்ப,DRY
புலர்,DRY
வாடு,FADE
நாவிற்கு,TONGUE
தண்ணீர்,COLD_WATER
பெறாஅ,NOT_GET
தடுமாற்று,STAGGER
அரும்,DIFFICULT
துயரம்,SUFFERING
கண்ணீர்,TEARS
நனைக்கும்,WETS
கடுமைய,FIERCE
காடு,FOREST
என்றால்,IF_SAY
என்,WHAT
நீர்,YOU
அறியாதீர்,DONT_KNOW
போல்,LIKE
இவை,THESE
கூறல்,SAYING
நின்,YOUR
நீர,NATURE
அல்ல,NOT
நெடுந்தகாய்,GREAT_ONE
எம்மையும்,US
அன்பு,AFFECTION
அற,WITHOUT
சூழாதே,NOT_PLAN
ஆற்று,RIVER
இடை,WAY
நும்மொடு,YOU
துன்பம்,SUFFERING
துணை,COMPANION
ஆக,AS
நாடின்,IF_DESIRE
அது,THAT
அல்லது,OTHERWISE
இன்பமும்,PLEASURE
உண்டோ,IS_THERE
எமக்கு,FOR_US
வேனில்,SUMMER
உழந்த,SUFFERED
வறிது,EMPTY
உயங்கு,FATIGUE
ஓய்,TIRED
களிறு,MALE_ELEPHANT
வான்,SKY
நீங்கு,LEAVE
வைப்பின்,PLACE
வழங்காத்,NOT_MOVE
தேர்,CHARIOT
நீர்க்கு,WATER
அவாஅம்,DESIRE
கானம்,FOREST
கடத்திர்,CROSS
என,SAY
கேட்பின்,IF_HEAR
யான்,I
ஒன்று,ONE
உசாவுகோ,ASK
ஐய,FRIEND
சிறிது,LITTLE
நீயே,YOU
செய்,DO
வினை,DEED
மருங்கில்,SIDE
செலவு,JOURNEY
அயர்ந்து,TIRED
யாழ,YOUR
நின்,YOUR
கை,HAND
புனை,ADORN
வல்,STRONG
வில்,BOW
ஞாண்,BOWSTRING
உளர்தீயே,LOOSEN
இவட்கே,FOR_HER
செய்வுறு,WELL_MADE
மண்டிலம்,DISC
மையாப்பது,DARKEN
போல்,LIKE
மை,DARK
இல்,WITHOUT
வாள்,BRIGHT
முகம்,FACE
பசப்பு,PALLOR
ஊருமே,SPREADS
நீயே,YOU
வினை,DEED
மாண்,BEAUTIFUL
காழகம்,UPPER_GARMENT
வீங்க,puff
கட்டி,TIE
புனை,ADORN
மாண்,BEAUTIFUL
மரீஇய,ATTACHED
அம்பு,ARROW
தெரிதீயே,SELECT
இவட்கே,FOR_HER
சுனை,POND
மாண்,BEAUTIFUL
நீலம்,BLUE_LILY
கார்,RAIN
எதிர்பவை,EXPECTING
போல்,LIKE
இனை,GRIEVE
நோக்கம்,LOOK
உண்கண்,BEAUTIFUL_EYE
நீர்,WATER
நில்லாவே,NOT_STAY
நீயே,YOU
புலம்பு,SOLITUDE
இல்,WITHOUT
உள்ளமொட,HEART
பொருள்,WEALTH
வயின்,FOR
செலீஇய,GO
வலம்படு,SUCCESSFUL
திகிரி,WHEEL
வாய்,MOUTH
நீவுதியே,STROKE
இவட்கே,FOR_HER
அலங்கு,TREMBLING
இதழ்,PETAL
கோடல்,FLOWER
வீ,FLOWER
உகுபவை,FALLING
போல்,LIKE
இலங்கு,SHINE
ஏர்,BEAUTY
எல்வளை,BRIGHT_BRACELET
இறை,LORD
ஊரும்மே,SLIPS
என,SAY
நின்,YOUR
செல்,GO
நவை,FAULT
அரவத்தும்,AT_NIGHT
இனையவள்,SUCH_SHE
நீ,YOU
நீப்பின்,LEAVE_IF
தன்,HER
நலம்,BEAUTY
கடைகொளப்படுதலின்,BEING_DESTROYED
மற்று,FURTHER
இவள்,SHE
இன்உயிர,SWEET_LIFE
தருதலும்,GIVE
ஆற்றுமோ,ABLE
முன்னிய,INTENDED
தேஎத்து,PLACE
முயன்று,EFFORT
செய்,DO
பொருளே,WEALTH
நடுவு,MIDDLE
இகந்து,CROSS
ஒரீஇ,LEAVE
நயன்,JUSTICE
இல்லான்,WITHOUT
வினை,DEED
வாங்க,ACCEPT
கொடிது,CRUEL
ஓர்த்த,CONSIDERED
மன்னவன்,KING
கோல்,SCEPTER
போல்,LIKE
ஞாயிறு,SUN
கடுகுபு,SPEED
கதிர,RAY
மூட்டிக்,KINDLE
காய்சினம்,FIERCE_ANGER
தெறுதலின்,BURNING
உறல்,FLOW
ஊறு,FLOW
கமழ,FRAGRANT
கடாத்து,TEMPLE_OF_ELEPHANT
ஒல்கிய,BENT
எழில்,BEAUTY
வேழம்,ELEPHANT
வறன்,DRY
உழு,PLOUGH
நாஞ்சில்,PLOUGH
போல்,LIKE
மருப்பு,TUSK
ஊன்ற,PLANT
நிலம்,GROUND
சேர,REACH
விறல்,VALOR
மலை,MOUNTAIN
வெம்பிய,BURNT
போக்கு,WAY
அரு,DIFFICULT
வெஞ்சுரம்,HOT_DESERT
சொல்லாது,WITHOUT_SAYING
இறப்ப,CROSS
துணிந்தனிர்க்கு,FOR_THOSE_WHO_DARE
ஒரு,ONE
பொருள்,WEALTH
சொல்லுவது,SAY
உடையேன்,I_HAVE
கேள்மின்,LISTEN
மற்று,FURTHER
ஐஇய,FRIENDS
வீழுநர்க்கு,FOR_LOVERS
இறைச்சியாய்,FLESH
விரல்,FINGER
கவர்பு,ATTRACT
இசைக்கும்,SOUND
கோல்,STICK
ஏழும்,SEVEN
தம்,THEIR
பயன்,USE
கெட,DESTROY
இடை,MIDDLE
நின்ற,STANDING
நரம்பு,STRING
அறூஉம்,CUT
யாழினும்,THAN_LUTE
நிலை,STABILITY
இல்லாப்,WITHOUT
பொருளையும்,WEALTH
நச்சுபவோ,DESIRE
மரீஇத்,ATTACH
தாம்,THEY
கொண்டாரை,THOSE_WHO_TAKE
கொண்டக்கால்,WHEN_TAKE
போலாது,NOT_LIKE
பிரியும்கால்,WHEN_SEPARATE
பிறர்,OTHERS
எள்ள,SCORN
பீடு,GLORY
இன்றி,WITHOUT
புறம்,BACK
மாறும்,CHANGE
திருவினும்,THAN_LAKSHMI
நிலை,STABILITY
இல்லாப்,WITHOUT
பொருளையும்,WEALTH
நச்சுபவோ,DESIRE
புரை,FAULT
தவ,LEAVE
பயன்,FRUIT
நோக்கார்,NOT_SEEK
தாம்,THEY
ஆக்கம்,PROSPERITY
முயல்வாரை,THOSE_WHO_STRIVE
வரைவு,OBSTACLE
இன்றி,WITHOUT
செறும்,HATE
பொழுதில்,TIME
கண்,EYE
ஓடாது,NOT_RUN
உயிர,LIFE
வௌவும்,SEIZE
அரைசினும்,THAN_KING
நிலை,STABILITY
இல்லாப்,WITHOUT
பொருளையும்,WEALTH
நச்சுபவோ,DESIRE
என,SAY
ஆங்கு,THUS
நச்சல்,DESIRE
கூடாது,SHOULD_NOT
பெரும,GREAT_ONE
இச்செலவு,THIS_JOURNEY
ஒழிதல்,CEASE
வேண்டுவல்,WANT
சூழின்,IF_PLAN
பழி,BLAME
இன்று,WITHOUT
மன்னவன்,KING
புறந்தர,PROTECT
வரு,COME
விருந்து,GUEST
ஓம்பித்,PROTECT
தன்,HIS
நகர்,CITY
விழைய,DESIRE
கூடின்,IF_UNITE
இன்உறல்,SWEET_CHEST
வியன்மார்ப,BROAD_CHEST
அது,THAT
மனும்,ALSO
பொருளே,WEALTH
எறித்தரு,BEATING
கதிர,RAY
தாங்கி,HOLD
ஏந்திய,RAISED
குடை,UMBRELLA
நீழல்,SHADE
உறித்,THICK
தாழ்ந்த,HANGING
கரகமும்,WATER_POT
உரை,WORD
சான்ற,EXCELLENT
முக்கோலும்,THREE_STAVES
நெறிப்பட,STRAIGHT
சுவல்,SHOULDER
அசைஇ,WEAR
வேறு,DIFFERENT
ஓரா,NOT_THINK
நெஞ்சத்து,HEART
குறிப்பு,SIGN
ஏவல்,COMMAND
செயல்,ACTION
மாலை,GARLAND
கொளை,METER
நடை,GAIT
அந்தணீர்,BRAHMINS
வெவ்,HOT
இடை,WAY
செலல்,GO
மாலை,GARLAND
ஒழுக்கத்தீர்,BEHAVIOR
இவ்,THIS
இடை,PLACE
என்,MY
மகள்,DAUGHTER
ஒருத்தியும்,ONE
பிறள்,ANOTHER
மகன்,SON
ஒருவனும்,ONE
தம்,THEIR
உளே,INSIDE
புணர்ந்த,UNITED
தாம்,THEY
அறி,KNOW
புணர்ச்சியர்,UNION
அன்னார்,SUCH
இருவரை,TWO
காணிரோ,SEE
பெரும,GREAT_ONE
காணேம்,NOT_SEE
அல்லேம்,NOT
கண்டனம்,SAW
கடத்து,FOREST
இடை,PLACE
ஆண்,MALE
எழில்,BEAUTY
அண்ணலோட,LORD
அரும்,DIFFICULT
சுரம்,DESERT
முன்னிய,INTENDED
மாண்,BEAUTY
இழை,JEWEL
மடவரல்,YOUNG_WOMAN
தாயிர்,YOU
நீர்,YOU
போறிர்,LIKE
பல,MANY
உறு,HAVE
நறும்,FRAGRANT
சாந்தம்,SANDALWOOD
படுப்பவர்க்கு,FOR_THOSE_WHO_APPLY
அல்லதை,OTHERWISE
மலை,MOUNTAIN
உளே,INSIDE
பிறப்பினும்,EVEN_IF_BORN
மலைக்கு,FOR_MOUNTAIN
அவை,THEY
தாம்,THEY
என்,WHAT
செய்யும்,DO
நினையும்கால்,IF_THINK
நும்மகள்,YOUR_DAUGHTER
நுமக்கும்,YOU
ஆங்கு,THUS
அனையளே,LIKE_THAT
சீர்கெழு,GLORY
வெண்முத்தம்,WHITE_PEARL
அணிபவர்க்கு,FOR_THOSE_WHO_ADORN
அல்லதை,OTHERWISE
நீர்,WATER
உளே,INSIDE
பிறப்பினும்,EVEN_IF_BORN
நீர்க்கு,FOR_WATER
அவை,THEY
தாம்,THEY
என்,WHAT
செய்யும்,DO
தேரும்கால்,IF_CONSIDER
நும்,YOUR
மகள்,DAUGHTER
நுமக்கும்,YOU
ஆங்கு,THUS
அனையளே,LIKE_THAT
ஏழ்,SEVEN
புணர்,JOINED
இன்இசை,SWEET_MUSIC
முரல்பவர்க்கு,FOR_THOSE_WHO_PLAY
அல்லதை,OTHERWISE
யாழ்,LUTE
உளே,INSIDE
பிறப்பினும்,EVEN_IF_BORN
யாழ்க்கு,FOR_LUTE
அவை,THEY
தாம்,THEY
என்,WHAT
செய்யும்,DO
சூழும்கால்,IF_CONSIDER
நும்மகள்,YOUR_DAUGHTER
நுமக்கும்,YOU
ஆங்கு,THUS
அனையளே,LIKE_THAT
என,SAY
ஆங்கு,THUS
இறந்த,SURPASSED
கற்பினாட்கு,CHASTE_WOMAN
எவ்வம்,SORROW
படரன்மின்,DONT_FEEL
சிறந்தானை,SUPERIOR_ONE
வழிபடீஇ,WORSHIP
சென்றனள்,WENT
அறம்,RIGHTEOUSNESS
தலை,HEAD
பிரியா,NOT_SEPARATE
ஆறும்,WAY
மற்று,FURTHER
அதுவே,THAT
வறியவன்,POOR_MAN
இளமை,YOUTH
போல்,LIKE
வாடிய,WILTED
சினையவாய்,BRANCHES
சிறியவன்,SMALL_MAN
செல்வம்,WEALTH
போல்,LIKE
சேர்ந்தார்க்கு,FOR_THOSE_WHO_JOIN
நிழல்,SHADE
இன்றி,WITHOUT
யார்,WHO
கண்ணும்,EYE
