Word,Entity,Explanation
அசைபு,O,verb meaning staying/being
ஒத்தார்,PERSON,those who are close/lovers
தார்,OBJECT,garland
மார்பின்,PERSON,with chest
தகை,O,noun meaning beauty/nature
இயலார்,PERSON,those with such nature
ஈர,O,adjective meaning wet/moist
மாலை,OBJECT,garland
இயல்,O,noun meaning nature
அணியார்,PERSON,those adorned with beauty
மனம்,O,noun meaning mind
மகிழ்,O,noun meaning happiness
தூங்குநர்,PERSON,those who move/play
பாய்பு,O,verb meaning jumping
உடன்,O,adverb meaning together
ஆட,O,verb meaning to play
சுனை,WATERBODY,spring/pond
மலர்த்,FLOWER,flower
தாது,FOOD,pollen
ஊதும்,O,verb meaning buzzing/sucking
வண்டு,INSECT,bee
ஊதல்,O,verbal noun meaning buzzing
எய்தா,O,negative verb meaning did not do
அனைய,O,adjective meaning such
பரங்குன்றின்,MOUNTAIN,of Thirupparankundram
அணி,O,noun meaning beauty
கீழோர்,PERSON,lower people/farmers
வயல்,FIELD,field
பரக்கும்,O,verb meaning spreading
வார்,O,adjective meaning long
வெள்,O,adjective meaning white
அருவி,WATERBALL,waterfall
பரந்து,O,verb meaning spreading
ஆனாது,O,negative verb meaning without end/continuous
அரோ,O,expletive
மேலோர்,PERSON,upper people/those on the mountain
இயங்குதலால்,O,verbal noun meaning because of moving/playing
வீழ்,O,verb meaning falling
மணி,OBJECT,gems/sapphire
நீலம்,FLOWER,blue water lily
செறு,FIELD,field
உழக்கும்,O,verb meaning ruining/damaging
அரோ,O,expletive
தெய்வ,DEITY,divine
விழவும்,O,noun meaning festival/celebration
திருந்து,O,adjective meaning perfect/new
விருந்து,O,noun meaning hospitality/celebration
அயர்வும்,O,noun meaning offering/performing
அவ்,O,pronoun meaning that
வெள்,O,adjective meaning white
அருவி,WATERBALL,waterfall
அணி,O,adjective meaning beautiful/decorated
பரங்குன்றிற்கும்,MOUNTAIN,for Thirupparankundram
தொய்யா,O,negative adjective meaning not ruined/imperishable
விழுச்,O,adjective meaning great/excellent
சீர்,O,noun meaning fame
வளம்,O,noun meaning prosperity/wealth
கெழு,O,adjective meaning having/possessing
வையைக்கும்,WATERBODY,for Vaiyai
கொய்,O,adjective meaning trimmed/cut
உளை,ANIMAL,mane (of horse)
மான்,ANIMAL,horse
தேர்க்,VEHICLE,chariot
கொடித்,OBJECT,with flag
தேரான்,PERSON,Pāndiyan king with chariots
கூடற்கும்,PLACE,for Koodal/Madurai
கை,O,noun meaning work/deed
ஊழ்,O,adjective meaning constant/repeated
தடுமாற்றம்,O,noun meaning hindrance/obstacle
நன்று,O,predicate meaning good/ends well
poem18,,
போர்,NATURE,battle/war
எதிர்ந்து,O,verb meaning opposing
ஏற்றார்,PERSON,those who accepted/challenged
மதுகை,O,noun meaning strength/prowess
மதம்,O,noun meaning pride/strength
தப,O,verb meaning to destroy/to remove
கார்,NATURE,rain cloud
எதிர்ந்து,O,verb meaning receiving/accepting
ஏற்ற,O,past participle meaning having/accepted
கமஞ்சூல்,O,adjective meaning full/pregnant (with water)
எழிலி,NATURE,cloud
போல்,O,comparative particle meaning like
நீர்,WATERBODY,water
நிரந்து,O,verb meaning spreading
ஏற்ற,O,past participle meaning having/accepted
நிலம்,PLACE,land/earth
தாங்கு,O,verb meaning bearing/supporting
அழுவத்து,WATERBODY,in the ocean
சூர்,MYTH,Sooran (demon)
நிரந்து,O,verb meaning spreading/swirling
சுற்றிய,O,past participle meaning surrounding
மா,PLANT,mango tree
தபுத்த,O,past participle meaning destroyed/killed
வேலோய்,PERSON,O lord with spear
நின்,O,pronoun meaning your
சீர்,O,noun meaning greatness/fame
நிரந்து,O,verb meaning spreading
ஏந்திய,O,past participle meaning having/possessing
குன்றொடு,MOUNTAIN,with the mountain (Himalayas)
நேர்,O,verb meaning equal
நிரந்து,O,verb meaning spreading
ஏறுமாறு,O,noun meaning difference/variation
ஏற்கும்,O,verb meaning accepting/having
இக்குன்று,MOUNTAIN,this mountain (Thirupparankundram)
ஒள்,O,adjective meaning bright
ஒளி,NATURE,light/radiance
மணிப்,OBJECT,gems/jewels
பொறியால்,OBJECT,with spots/markings
மஞ்ஞை,BIRD,peacock
நோக்கித்,O,verb meaning looking at
தன்,O,pronoun meaning his own
உள்ளத்து,O,noun meaning in the mind
நினைப்பானை,PERSON,to him who was thinking
கண்டனள்,O,verb meaning she saw
திரு,O,adjective meaning beautiful
நுதலும்,PERSON,with forehead
உள்ளியது,O,verbal noun meaning what was thought
உணர்ந்தேன்,O,verb meaning I understood
அஃது,O,pronoun meaning that
உரை,O,verb meaning tell/speak
இனி,O,adverb meaning now
நீ,PERSON,you
எம்மை,PERSON,us/me (accusative)
எள்ளுதல்,O,verbal noun meaning disrespecting
மறைத்தல்,O,verbal noun meaning hiding
ஓம்பு,O,verb meaning do not/avoid
என்பாளை,PERSON,to the one who said
ப்பெயர்த்து,O,verb meaning changing/responding
அவன்,PERSON,he
காதலாய்,PERSON,O beloved one
நின்,O,pronoun meaning your
இயல்,O,noun meaning nature/beauty
களவு,O,noun meaning stealing/secret
எண்ணி,O,verb meaning thinking/desiring
களி,O,noun meaning joy
மகிழ்,O,noun meaning happiness
பேதுற்ற,O,past participle meaning sad/confused
இதனை,O,pronoun meaning this
கண்டு,O,verb meaning seeing
யான்,PERSON,I
நோக்க,O,verb meaning to look
நீ,PERSON,you
எம்மை,PERSON,us/me (accusative)
ஏதிலா,O,adjective meaning like a stranger
நோக்குதி,O,verb meaning you look
என்று,O,quotative particle meaning thus
ஆங்கு,O,adverb meaning there
உணர்ப்பித்தல்,O,verbal noun meaning explaining
ஆய்,O,adjective meaning lovely/chosen
தேரான்,PERSON,Pāndiyan king with chariots
குன்ற,MOUNTAIN,mountain
இயல்பு,O,noun meaning nature
ஐ,O,numeral meaning five
வளம்,O,noun meaning prosperity/wealth
பூத்த,O,past participle meaning blossomed/having
அணி,O,adjective meaning beautiful/bright
திகழ்,O,adjective meaning shining
குன்றின்,MOUNTAIN,on the mountain
மேல்,O,postposition meaning on/upon
மை,OBJECT,kohl
வளம்,O,noun meaning abundance/wealth
பூத்த,O,past participle meaning blossomed/having
மலர்,FLOWER,flower-like
ஏர்,O,adjective meaning beautiful/like
மழைக்,NATURE,rain/moist
கண்ணார்,PERSON,those with eyes
கை,PERSON,hand
வளம்,O,noun meaning abundance/wealth
பூத்த,O,past participle meaning blossomed/having
வடுவொடு,O,noun meaning with scars
காணாய்,O,verb meaning don't you see
நீ,PERSON,you
மொய்,O,adjective meaning dense/thick
வளம்,O,noun meaning abundance/wealth
பூத்த,O,past participle meaning blossomed/having
முயக்கம்,O,noun meaning embrace
யாம்,PERSON,we/I
கைப்படுத்தேம்,O,verb meaning we understood well
மெய்,PERSON,body
வளம்,O,noun meaning abundance/wealth
பூத்த,O,past participle meaning blossomed/having
விழைதகு,O,adjective meaning desirable/beautiful
பொன்,O,noun meaning gold
அணி,OBJECT,jewel/ornament
நைவளம்,O,noun meaning abundance of music
பூத்த,O,past participle meaning blossomed/having
நரம்பு,OBJECT,string (of yāzh)
இயை,O,adjective meaning joined/tuned
சீர்ப்,O,noun meaning rhythm/beat
பொய்,O,noun meaning lie/falsehood
வளம்,O,noun meaning abundance/wealth
பூத்தன,O,verb meaning blossomed/are abundant
பாணா,PROFESSION,O bard
நின்,O,pronoun meaning your
பாட்டு,O,noun meaning song
தண்,O,adjective meaning cool
தளிர்,PLANT,sprout/tender leaf
தருப்படுத்து,O,verb meaning creating/causing
எடுத்து,O,verb meaning raising
உரைஇ,O,verb meaning spreading/telling (with expletive)
மங்குல்,NATURE,cloud
மழை,NATURE,rain cloud
முழங்கிய,O,past participle meaning roaring
விறல்,O,adjective meaning victorious/beautiful
வரையால்,MOUNTAIN,by the mountain (with expletive)
கண்,PERSON,eye
பொருபு,O,verb meaning attacking/blinding
சுடர்ந்து,O,verb meaning shining/bright
அடர்ந்து,O,verb meaning being dense
இடந்து,O,verb meaning breaking/removing
இருள்,NATURE,darkness
போழும்,O,verb meaning splitting
கொடி,NATURE,streak (of lightning)
மின்னால்,NATURE,by lightning
வெண்சுடர்,O,adjective meaning bright/white
வேல்,WEAPON,spear
வேள்,PERSON,O lord
விரை,O,adjective meaning fast/swift
மயில்,BIRD,peacock
வேல்,WEAPON,spear
ஞாயிறு,NATURE,sun
நின்,O,pronoun meaning your
ஒண்,O,adjective meaning bright
சுடர்,NATURE,light/radiance
ஓடை,OBJECT,forehead ornament (of elephant)
க்களிறு,ANIMAL,male elephant
ஏய்க்கும்,O,verb meaning resembling
நின்,O,pronoun meaning your
குன்றத்து,MOUNTAIN,in the mountain
எழுது,O,past participle meaning painted/drawn
எழில்,O,noun meaning beauty
அம்பலம்,STRUCTURE,temple pavilion
காமவேள்,PERSON,god of love (Manmathan)
அம்பின்,WEAPON,arrow's
தொழில்,O,noun meaning work/action
வீற்றிருந்த,O,past participle meaning being present/abiding
நகர்,STRUCTURE,temple/training hall
ஆர்,O,noun meaning beauty
ததும்பும்,O,verb meaning abundant/filled
அயில்,O,adjective meaning sharp
அம்பு,WEAPON,arrow
நிறை,O,adjective meaning full/filled
நாழி,OBJECT,quiver/container
சூர்,MYTH,fierce deity
ததும்பும்,O,verb meaning abundant
வரைய,MOUNTAIN,mountain
காவால்,FOREST,by the grove (with expletive)
கார்,NATURE,rain cloud
ததும்பு,O,verb meaning abundant
நீர்,WATERBODY,water
ததும்புவன,O,verb meaning are abundant
சுனை,WATERBODY,spring/pond
ஏர்,O,noun meaning beauty
ததும்புவன,O,verb meaning are abundant
பூ,FLOWER,flower
அணி,O,noun meaning decoration/abundance
செறிவு,O,noun meaning density/abundance
போர்,NATURE,battle/war
தோற்று,O,verb meaning losing/being defeated
கட்டுண்டார்,PERSON,those tied/captured
கை,PERSON,hand
போல்வ,O,verb meaning resembling
கார்,NATURE,rainy season/cloud
தோற்றும்,O,verb meaning created/caused
காந்தள்,FLOWER,glory lily
செறிந்த,O,past participle meaning dense/abundant
கவின்,O,noun meaning beauty
கவின்,O,noun meaning beautiful
முகை,FLOWER,bud
கட்டு,O,noun meaning tie/binding
அவிழ்ப்ப,O,verb meaning opening/untying
தும்பி,INSECT,bee
கட்டு,O,noun meaning tie/binding
யாழின்,OBJECT,of the yāzh
புரி,O,noun meaning string/twist
நெகிழ்ப்பார்,PERSON,those who loosen
போன்றன,O,verb meaning resembled
கை,PERSON,hand
அச்சிரக்கால்,NATURE,early dew season
ஆர்த்து,O,verb meaning roaring
அணி,O,adjective meaning pretty
மழை,NATURE,cloud
கோலின்றே,O,verb meaning are bent/curved (with expletive)
வச்சிரத்தான்,PERSON,Indiran
வானவில்லு,NATURE,rainbow
வில்லுச்,WEAPON,bow
சொரி,O,verb meaning shooting
பகழியின்,WEAPON,like arrows
மென்,O,adjective meaning delicate/soft
மலர்,FLOWER,flower
தாயின,O,verb meaning spread/fell
வல்லுப்,O,adjective meaning harsh/strong
போர்,NATURE,battle/war
வல்லாய்,WARRIOR,O lord capable in battle
மலை,MOUNTAIN,mountain
மேல்,O,postposition meaning on/upon
மரம்,PLANT,tree
வட்டு,OBJECT,dice
உருட்டு,O,verb meaning rolling
வல்லாய್,PERSON,O lord who rolls dice
மலைய,MOUNTAIN,on the mountain
நெட்டு,O,adjective meaning long
உருட்டுச்,O,noun meaning musical note/sound
சீர்,O,noun meaning rhythm/fame
ததும்பும்,O,verb meaning abundant
அரவமுடன்,O,noun meaning with sound
சிறந்து,O,verb meaning excelling
போர்,NATURE,battle/war
ததும்பும்,O,verb meaning abundant
அரவம்,O,noun meaning sound/uproar
போல்,O,comparative particle meaning like
கருவி,NATURE,thunder and lightning (of clouds)
ஆர்ப்ப,O,verb meaning to roar
கருவி,NATURE,clouds
நின்றன,O,verb meaning stood/were
குன்றம்,MOUNTAIN,mountain
அருவி,WATERBALL,waterfall
ஆர்ப்ப,O,verb meaning roaring
முத்து,OBJECT,pearl
அணிந்தன,O,verb meaning adorned/had
வரை,MOUNTAIN,mountain
குருவி,BIRD,bird
ஆர்ப்ப,O,verb meaning chirping
குரல்,FOOD,grain (millet)
குவிந்தன,O,verb meaning clustered/grew
தினை,FOOD,millet
எருவை,PLANT,reed
கோப்ப,O,verb meaning joining/leaning
எழில்,O,noun meaning beauty
அணி,O,adjective meaning beautiful
திரு,O,adjective meaning sacred/beautiful
வில்,NATURE,bow/rainbow
வானில்,NATURE,in the sky
அணித்த,O,past participle meaning decorating/near
வரி,INSECT,striped bee
ஊதும்,O,verb meaning buzzing
பல்,O,adjective meaning many
மலரால்,FLOWER,with flowers
கூனி,O,adjective meaning curved/bent
வளைத்த,O,past participle meaning curved
சுனை,WATERBODY,spring/pond
புரி,O,adjective meaning tight/twisted
உறு,O,adjective meaning great
நரம்பும்,OBJECT,strings (of yāzh)
இயலும்,O,noun meaning song/music
புணர்ந்து,O,verb meaning together
சுருதியும்,O,noun meaning chanting/Vedic recitation
பூவும்,FLOWER,flowers
சுடரும்,NATURE,light/flame
கூடி,O,verb meaning together
எரி,NATURE,fire
உருகு,O,verb meaning melting
அகிலோடு,PLANT,with akil wood
ஆரமும்,PLANT,sandalwood
கமழும்,O,verb meaning fragrant
செரு,NATURE,battle/war
வேல்,WEAPON,spear
தானைச்,WARRIOR,with army
செல்வ,PERSON,O lord
நின்,O,pronoun meaning your
அடியுறை,PERSON,divine feet
உரிதினின்,O,adverb meaning rightly/properly
உறை,O,verb meaning dwelling
பதிச்,PLACE,place (Thirupparankundram)
சேர்ந்தாங்கு,O,verb meaning like reaching
பிரியாது,O,negative verb meaning not separating
இருக்க,O,verb meaning to be/to stay
எம்,O,pronoun meaning our
சுற்றமோடு,PERSON,with relatives
உடனே,O,adverb with expletive meaning together
poem19,,
நில,PLACE,land/earth
வரை,O,noun meaning limit/boundary
அழுவத்தான்,WATERBODY,surrounded by ocean
வான்,NATURE,sky/celestial world
உறை,O,verb meaning dwelling/living
புகல்,O,noun meaning desire/refuge
தந்து,O,verb meaning giving/having
புல,O,noun meaning intellect/knowledge
வரை,O,noun meaning limit/boundary
அறியாத,O,negative adjective meaning not known/beyond
புகழ்,O,noun meaning fame/glory
பூத்த,O,past participle meaning blossomed/having
கடம்பு,PLANT,kadampam tree
அமர்ந்து,O,verb meaning being seated
அரு,O,adjective meaning rare/precious
முனி,PERSON,sage
மரபின்,O,noun meaning in the tradition
ஆன்றவர்,PERSON,superior ones/sages
நுகர்ச்சி,O,noun meaning enjoyment/bliss
மன்,O,expletive
இரு,O,adjective meaning great/vast
நிலத்தோரும்,PERSON,people of the earth
இயைக,O,verb meaning may it happen
என,O,quotative particle meaning thus
ஈத்த,O,past participle meaning giving
நின்,O,pronoun meaning your
தண்,O,adjective meaning cool
பரங்குன்றத்து,MOUNTAIN,in Thirupparankundram
இயல்,O,noun meaning dance/nature
அணி,O,noun meaning beauty
நின்,O,pronoun meaning your
மருங்கு,O,noun meaning side
சாறு,O,noun meaning festival/celebration
கொள்,O,verb meaning having
துறக்கத்தவளொடு,PERSON,with the celestial woman (Thevasenai)
மாறு,O,adverb meaning differently
கொள்வது,O,verbal noun meaning taking/having
போலும்,O,verb meaning like resembling
மயிற்கொடி,PERSON,Valli (like peacock and vine)
வதுவை,O,noun meaning marriage
புலத்தினும்,O,noun meaning in intellectual wars
போரினும்,NATURE,in battles with armies
போர்,NATURE,battle/war
தோலாக்,O,negative adjective meaning not losing
கூடல்,PLACE,Koodal/Madurai
கலப்போடு,O,noun meaning with union
இயைந்த,O,past participle meaning united/joined
இரவுத்,NATURE,night
தீர்,O,adjective meaning ended/finished
எல்லை,NATURE,dawn/daybreak
அறம்,O,noun meaning righteousness/good deeds
பெரிது,O,adverb meaning greatly
ஆற்றி,O,verb meaning performing/doing
அதன்,O,pronoun meaning its
பயன்,O,noun meaning benefit
கொண்மார்,O,verb meaning to enjoy/to obtain
சிறந்தோர்,PERSON,superior ones/celestials
உலகம்,PLACE,world
படருநர்,PERSON,those who come
போல,O,comparative particle meaning like
உரி,O,adjective meaning suitable/fitting
மாண்,O,adjective meaning great/excellent
புனை,O,adjective meaning adorned/beautiful
கலம்,OBJECT,jewels/ornaments
ஒண்,O,adjective meaning bright
துகில்,CLOTHING,cloth/garment
தாங்கி,O,verb meaning wearing/carrying
புரி,O,adjective meaning desired/fine
மாண்,O,adjective meaning great/excellent
புரவியர்,PERSON,those with horses
போக்கு,O,noun meaning moving
அமை,O,adjective meaning having/with
தேரர்,PERSON,those with chariots
தெரி,O,adjective meaning chosen/bright
மலர்த்,FLOWER,flower
தாரர்,PERSON,those with garlands
தெரு,PLACE,street
இருள்,NATURE,darkness
சீப்ப,O,verb meaning to remove/to blow away
நின்,O,pronoun meaning your
குன்றொடு,MOUNTAIN,with the mountain
கூடல்,PLACE,Koodal/Madurai
இடையெல்லாம்,PLACE,all the space between
ஒன்றுபு,O,verb meaning together
நேர்,O,adjective meaning similar/like
பூ,FLOWER,flower
நிறை,O,noun meaning fullness/abundance
பெய்து,O,verb meaning placing/covering
இரு,O,adjective meaning great/vast
நிலம்,PLACE,land
பூட்டிய,O,past participle meaning yoked/covered
தார்,OBJECT,garland
போலும்,O,verb meaning like resembling
மாலைத்தலை,O,noun meaning heads with flower strands
நிறையால்,O,noun meaning because of abundance
தண்,O,adjective meaning cool
மணல்,PLACE,sand
ஆர்,O,noun meaning uproar/sound
வேலை,WATERBODY,ocean
யாத்திரை,O,noun meaning journey/pilgrimage
செல்,O,verb meaning going
யாறு,O,noun meaning path/way
சுடரொடு,NATURE,with the moon/stars
சூழ்வரு,O,verb meaning surrounding
தாரகை,STAR,stars
மேருப்,MOUNTAIN,Meru/Himalayas
புடை,O,adverb meaning near/around
வரு,O,verb meaning coming
சூழல்,O,noun meaning surrounding/circumambulation
புலம்,O,noun meaning intelligence
மாண்,O,adjective meaning great
வழுதி,PERSON,Pāndiyan king
மட,O,adjective meaning delicate
மயில்,BIRD,peacock
ஓரும்,O,expletive
மனையவரோடும்,PERSON,with wives
கடன்,O,noun meaning duty
அறி,O,verb meaning knowing
காரியக்,PROFESSION,ministers/officials
கண்ணவரோடும்,PERSON,with those (ministers)
நின்,O,pronoun meaning your
சூர்,DEITY,fierce deity
உறை,O,verb meaning dwelling
குன்றின்,MOUNTAIN,in the mountain
தட,O,adjective meaning huge/great
வரை,MOUNTAIN,mountain
ஏறி,O,verb meaning climbing
மேல்பாடு,O,adverb meaning around/circumambulating
வலம்,O,noun meaning right side/circumambulation
திரி,O,verb meaning going/turning
பண்பின்,O,noun meaning with nature/tradition
பழ,O,adjective meaning ancient/old
மதிச்,O,noun meaning tradition/respect
சூடி,O,verb meaning wearing/having
அசையும்,O,verb meaning moving
சுவல்,O,noun meaning nape/shoulder
மிசை,O,postposition meaning on/upon
தானையின்,CLOTHING,with fabric head covering
பாடிய,O,past participle meaning singing
நாவின்,PERSON,with tongues
பரந்த,O,adjective meaning widespread
உவகையின்,O,noun meaning with happiness
நாடும்,PLACE,countries
நகரும்,PLACE,cities/towns
அடைய,O,verb meaning to reach
அடைந்து,O,verb meaning reaching
அனைத்தே,O,pronoun with expletive meaning like that
படுமணி,OBJECT,chiming bells
யானை,ANIMAL,elephant
நெடியாய்,PERSON,O lofty lord (Murukan)
நீ,PERSON,you
மேய,O,past participle meaning grazed/appeared
கடிநகர்,STRUCTURE,sacred temple
சூழ்,O,verb meaning surrounding
நுவலுங்கால்,O,verbal noun meaning when uttering/speaking
தும்பி,INSECT,bee
தொடர்,O,verb meaning following
கதுப்ப,ANIMAL,with cheeks (of elephants)
தும்பி,ANIMAL,elephant
தொடர்,O,noun meaning chain
ஆட்டி,O,verb meaning shaking
வம்பு,O,adjective meaning new/fresh
அணி,O,adjective meaning beautiful
பூங்கயிற்று,OBJECT,pretty rope (covered with cloth)
வாங்கி,O,verb meaning pulling
மரன்,PLANT,tree
அசைப்பார்,PERSON,those who tie (elephants)
வண்,O,adjective meaning thick/abundant
தார்ப்,OBJECT,garland
புரவி,ANIMAL,horse
வழிநீங்க,O,verb meaning to move away from path
வாங்குவார்,PERSON,those who pull
திண்,O,adjective meaning strong/sturdy
தேர்,VEHICLE,chariot
வழியின்,O,noun meaning from the path
செல,O,verb meaning to go (இடைக்குறை)
நிறுப்பார்,PERSON,those who park/stop
கண்டக்,FOOD,sugarcane piece
கரும்பு,PLANT,sugarcane
கவழம்,FOOD,food/piece
மடுப்பார்,PERSON,those who feed
நிரந்து,O,verb meaning spreading/continuous
பரி,ANIMAL,horse
நிமிர்,O,adjective meaning victorious/rising
தானையான்,WARRIOR,with army
பாசறை,PLACE,battle camp
நீர்த்தே,O,predicate with expletive meaning is like
குருகு,BIRD,bird (Kraunja mountain)
எறி,O,verb meaning breaking/splitting
வேலோய்,PERSON,O lord with spear
நின்,O,pronoun meaning your
