Word,Entity,Explanation
எம்,O,pronoun meaning us/like me
போலும்,O,verb meaning like/resembling
கேழ்,O,noun meaning color/beauty
இலார்,PERSON,those without color/beauty
மாண்,O,adjective meaning great
நலம்,O,noun meaning beauty
உண்கோ,O,verb meaning will I enjoy (with expletive)
திரு,O,noun meaning beauty/wealth
உடையார்,PERSON,those with beauty
மென்தோள்,PERSON,delicate arms
மேல்,O,postposition meaning on/upon
அல்கி,O,verb meaning rising/being
நல்கலம்,O,negative verb meaning we do not shower grace
இன்று,O,adverb meaning now
வை,O,adjective meaning sharp
எயிற்று,PERSON,with teeth
எய்யா,O,negative adjective meaning not knowing
மகளிர்,PERSON,women
திறம்,O,noun meaning nature/plight
இனி,O,adverb meaning now
ப்பெய்ய,O,verb meaning to rain
உழக்கும்,O,verb meaning suffering
மழைக்,NATURE,rain
கா,FOREST,grove
மற்று,O,conjunction meaning also
ஐய,PERSON,O sir (address)
கரையா,O,adverbial participle meaning uttering (with expletive)
வெந்நோக்கத்தால்,PERSON,with looks of great rage
கை,PERSON,hand
சுட்டி,O,verb meaning pointing
பெண்டின்,PERSON,woman/wife
இகலின்,O,noun meaning because of anger/sulking
இகந்தாளை,PERSON,she who left (Valli)
அவ்,O,pronoun meaning that
வேள்,PERSON,lord (Murukan)
தலைக்,PERSON,head
கண்ணி,OBJECT,flower strand
திருந்து,O,adjective meaning perfect/beautiful
அடி,PERSON,foot
தோய,O,verb meaning to touch
த்திறை,O,noun meaning gift/offering
கொடுப்பானை,PERSON,to Murukan who gave
வருந்தல்,O,negative verb meaning do not feel sad
என,O,quotative particle meaning thus
அவற்கு,PERSON,to him
மார்பு,PERSON,chest
அளிப்பாளை,PERSON,to the woman who offered her breasts (Thevasenai)
குறுகல்,O,negative verb meaning do not go near
என்று,O,quotative particle meaning thus
ஒள்ளிழை,PERSON,Valli with bright jewels
கோதை,OBJECT,garland
கோலாக,O,noun meaning as a stick
இறுக,O,adverb meaning tightly
இறுக,O,adverb meaning tightly
யாத்துப்,O,verb meaning tying
புடைப்ப,O,verb meaning to beat
ஒருவர்,PERSON,one person's
மயில்,BIRD,peacock
ஒருவர்,PERSON,one person's
ஒண்,O,adjective meaning bright
மயிலோடு,BIRD,with peacock
ஏல,O,verb meaning fighting/matching
இருவர்,PERSON,two persons'
வான்,O,adjective meaning fine/superior
கிளி,BIRD,parrot
ஏற்பில்,O,noun meaning in anger
மழலை,O,noun meaning prattle/speech
செறி,O,adjective meaning tight/dense
கொண்டை,PERSON,hair knot
மேல்,O,postposition meaning on/upon
வண்டு,INSECT,bee/honey bee
சென்று,O,verb meaning going
பாய்ந்தன்றே,O,verb with expletive meaning leapt/attacked
வெறி,O,noun meaning veriyattam/frenzy dance
கொண்டான்,PERSON,Murukan (who accepts veriyattam)
குன்றத்து,MOUNTAIN,of the mountain (Thirupparankundram)
வண்டு,INSECT,bee
தார்,OBJECT,garland
தார்,OBJECT,garland
பிணக்குவார்,O,verb meaning they fight/tangle
கண்ணி,OBJECT,flower strand
ஓச்சி,O,verb meaning throwing
தடுமாறுவார்,O,verb meaning they are confused
மார்பு,PERSON,chest
அணி,O,adjective meaning beautiful
கொங்கை,PERSON,breasts
வார்,O,adjective meaning long
மத்திகையாப்,OBJECT,as a whip (from breast cloth)
புடைப்பார்,O,verb meaning they hit/beat
கோதை,OBJECT,garland
வரிப்,O,adjective meaning striped/beautiful
பந்து,OBJECT,ball
கொண்டு,O,verb meaning taking
எறிவார்,O,verb meaning they throw
பேதை,O,adjective meaning delicate/ignorant
மட,O,adjective meaning delicate/naive
நோக்கம்,O,noun meaning look/outlook
பிறிதாக,O,verb meaning becoming different
ஊத,O,verb meaning blowing (with mouth)
நுடங்கு,O,verb meaning swaying
நொசி,O,adjective meaning delicate
நுசுப்பார்,PERSON,those with delicate waists
நூழில்,O,noun meaning fight/battle
தலைக்கொள்ள,O,verb meaning to begin/start
கயம்படு,O,adjective meaning tender/soft
கமழ்,O,adjective meaning fragrant
சென்னிக்,PERSON,with heads
களிற்று,ANIMAL,male elephant
இயல்,O,noun meaning nature
கைம்மாறுவார்,O,verb meaning they acquire the nature
வயம்படு,O,adjective meaning victorious/strong
பரிப்,ANIMAL,horse's
புரவி,ANIMAL,horse
மார்க்கம்,O,noun meaning movement/way
வருவார்,O,verb meaning they come
தேர்,VEHICLE,chariot
அணி,O,adjective meaning beautiful
அணி,O,adjective meaning pretty
கயிறு,OBJECT,rope/bridle
தெரிபு,O,verb meaning knowing/using
வருவார்,O,verb meaning they come
வரி,O,adjective meaning tightly tied
சிலை,WEAPON,bow
வளைய,O,verb meaning to bend
மார்பு,PERSON,chest
உற,O,adverb meaning on/against
வாங்குவார்,O,verb meaning they pull/bend
வாளி,WEAPON,arrow
வாளிகள்,WARRIOR,those with swords/warriors
நிலைபெற,O,verb meaning being established
மறலுவார்,O,verb meaning they are angry/fight
தோள்,PERSON,arms
வளை,OBJECT,bangle
ஆழி,OBJECT,ring/discus
சுழற்றுவார்,O,verb meaning they whirl/throw
மென்,O,adjective meaning delicate/soft
சீர்,O,noun meaning beauty/nature
மயில்,BIRD,peacock
இயலவர்,PERSON,those with the nature
வாள்,WARRIOR,sword/bright
மிகு,O,adjective meaning great/much
வய,O,adjective meaning strong
மொய்ம்பின்,PERSON,with strength/chest
வரை,MOUNTAIN,mountain
அகலத்தவனை,PERSON,Murukan with mountain-like chest
வானவன்,DEITY,celestial (Indiran)
மகள்,PERSON,daughter (Thevasenai)
மாண்,O,adjective meaning great/beautiful
எழில்,O,noun meaning beauty
மலர்,FLOWER,flower-like
உண்கண்,PERSON,kohl-rimmed eyes
மட,O,adjective meaning delicate/soft
மொழியவர்,PERSON,those with soft words
உடன்,O,adverb meaning together
சுற்றி,O,verb meaning surrounding
கடி,O,adjective meaning fragrant/protected
சுனையுள்,WATERBODY,in the pond/spring
குளித்து,O,verb meaning bathing
ஆடுநரும்,PERSON,those who play
அறை,MOUNTAIN,rock/boulder
அணிந்த,O,past participle meaning decorated/having
அருஞ்,O,adjective meaning precious/difficult
சுனையான்,WATERBODY,from the spring/pond
நற,FOOD,honey/sweet
உண்,O,verb meaning drinking
வண்டாய்,INSECT,as a bee
நரம்பு,OBJECT,string (of yazh)
உளர்நரும்,PERSON,those who strum
சிகை,ANIMAL,crest (peacock)
மயிலாய்,BIRD,as a peacock
த்தோகை,BIRD,plume (peacock)
விரித்து,O,verb meaning spreading
ஆடுநரும்,PERSON,those who dance
கோகுலமாய்,BIRD,as a flock of cuckoos/kuyil
க்கூவுநரும்,PERSON,those who call out/sing
ஆகுலம்,O,noun meaning sorrow/pain
ஆகுநரும்,PERSON,those who suffer
குறிஞ்சிக்,REGION,kurinji region/mountain region
குன்றவர்,TRIBE,mountain dwellers
மறம்,O,noun meaning bravery
கெழு,O,adjective meaning possessing
வள்ளி,PERSON,Valli
தமர்,PERSON,friends/relatives
வித்தகத்,O,adjective meaning perfect/skillful
தும்பை,NATURE,battle/fight
விளைத்தலான்,O,verbal noun meaning since they win/cause
வென்,O,adjective meaning victorious
வேலாற்கு,PERSON,for the lord with spear (Murukan)
ஒத்தன்று,O,verb meaning is fitting
தண்,O,adjective meaning cool
பரங்குன்று,MOUNTAIN,Thirupparankundram
poem10,,
மலை,MOUNTAIN,mountain
வரை,MOUNTAIN,mountain range
மாலை,NATURE,evening
அழி,O,adjective meaning abundant/heavy
பெயல்,NATURE,rain
காலை,NATURE,morning
செல,O,verb meaning to go/to flow (இடைக்குறை)
வரை,MOUNTAIN,mountain/limit
காணாக்,O,negative adjective meaning not seen/boundless
கடல்தலைக்,WATERBODY,to the ocean
கூட,O,verb meaning to join/to merge
நில,PLACE,land/earth
வரை,O,noun meaning limit/boundary
அல்லல்,O,noun meaning sorrow
நிழத்த,O,verb meaning to remove/to reduce
விரிந்த,O,past participle meaning spread
பலவுறு,O,adjective meaning many kinds
போர்வை,O,noun meaning blanket/covering
பரு,O,adjective meaning large/wide
மணல்,PLACE,sand/sandy shores
மூஉய்,O,verb meaning covering (with expletive)
வரி,INSECT,striped
அரி,INSECT,bee
யாணு,O,adjective meaning beautiful
முகிழ்,FLOWER,bud
விரி,O,adjective meaning open
சினைய,PLANT,with branches
மாந்தீம்,PLANT,sweet mango tree
தளிரொடு,PLANT,with tender sprouts
வாழையிலை,PLANT,banana leaf
மயக்கி,O,verb meaning mixing
ஆய்ந்து,O,verb meaning analyzing/discerning
அளவா,O,negative adjective meaning cannot be measured
ஓசை,O,noun meaning sound
அறையூஉ,O,verb meaning sounding (with expletive)
ப்பறை,OBJECT,parai drum
அறைய,O,verb meaning to beat
ப்போந்தது,O,verb meaning came
வையைப்,WATERBODY,Vaiyai
புனல்,WATERBODY,water/flood
புனல்,WATERBODY,water
மண்டி,O,verb meaning rushing/gathering
ஆடல்,O,noun meaning playing/bathing
புரிவான்,O,verb meaning to do/to perform
சனம்,PERSON,people
மண்டி,O,verb meaning gathering/rushing
தாளித,O,adjective meaning (of a garment)
நொய்ந்,O,adjective meaning soft/fine
நூல்,OBJECT,thread
சரணத்தர்,CLOTHING,those wearing leg garments
மேகலை,OBJECT,waist ornament/girdle
ஏணிப்படுகால்,OBJECT,waist gird with many layers
இறுக,O,adverb meaning tightly
இறுக,O,adverb meaning tightly
தாள்,PERSON,leg/foot
இடீஇ,O,verb meaning placing/wearing (with expletive)
நெய்த்தோர்,O,adjective meaning blood-colored
நிற,O,noun meaning color
அரக்கின்,OBJECT,like red vermilion
நீரெக்கி,OBJECT,water sprayer/squirting device
யாவையும்,O,pronoun meaning all those
முத்து,OBJECT,pearl
நீர்ச்,WATERBODY,water
சாந்து,OBJECT,sandal paste
அடைந்த,O,past participle meaning having/filled
மூஉய்,OBJECT,lidded box (with expletive)
த்தத்தி,O,verb meaning leaping/jumping
புக,O,verb meaning to enter
அரும்,O,adjective meaning difficult/rare
பொங்கு,O,adjective meaning overflowing
உளைப்,ANIMAL,mane/horse's mane
புள்,BIRD,bird
இயல்,O,noun meaning nature
மாவும்,ANIMAL,horses
மிக,O,adverb meaning greatly
வரினும்,O,conditional verb meaning even if coming
மீது,O,adverb meaning above/gently
இனிய,O,adjective meaning sweet/pleasant
வேழப்,ANIMAL,elephant
பிணவும்,ANIMAL,female elephant
அகவு,O,verb meaning calling/speaking
அரும்,O,adjective meaning difficult/rare
பாண்டியும்,ANIMAL,bulls/oxen
அத்திரியும்,ANIMAL,mules
ஆய்,O,adjective meaning lovely/chosen
மாச்,ANIMAL,horse
சகடமும்,VEHICLE,cart/chariot
தண்டு,OBJECT,pole
ஆர்,O,verb meaning having
சிவிகையும்,VEHICLE,palanquin
பண்ணி,O,verb meaning decorating/making
வகை,O,noun meaning manner/way
வகை,O,noun meaning manner/way
ஊழ்,O,adverb meaning in order/properly
ஊழ்,O,adverb meaning in order/properly
கதழ்பு,O,adverb meaning rapidly
மூழ்த்து,O,verb meaning crowding
ஏறி,O,verb meaning climbing/mounting
முதியர்,PERSON,elders/aged people
இளையர்,PERSON,youngsters
முகைப்,FLOWER,budding age
பருவத்தர்,PERSON,those of that age
வதி,O,verb meaning residing
மண,O,noun meaning fragrance
வம்பு,O,adjective meaning fresh/new
அலர்,FLOWER,blossom/flower
வாய்,O,noun meaning mouth/opening
அவிழ்ந்தன்னார்,PERSON,those like open flowers
இரு,O,numeral meaning two
திற,PERSON,kinds/types
மாந்தரும்,PERSON,people/men
இன்னினியோரும்,PERSON,those of that age
விரவு,O,adjective meaning mixed/speckled
நரையோரும்,PERSON,those with grey hair
வெறு,O,adjective meaning pure/fully
நரையோரும்,PERSON,those with white/grey hair
பதிவத,PERSON,devoted/chaste
மாதர்,PERSON,women
பரத்தையர்,PERSON,courtesans/prostitutes
பாங்கர்,PERSON,friends/companions
அதிர்,O,adjective meaning loud/thundering
குரல்,O,noun meaning sound/music
வித்தகர்,PROFESSION,skilled musicians
ஆக்கிய,O,past participle meaning created/made
தாள,O,noun meaning beat/rhythm
விதி,O,noun meaning rule/method
கூட்டிய,O,past participle meaning joined/combined
இய,O,adjective meaning of musical instruments
மென்னடை,O,noun meaning gentle cadence/rhythm
போல,O,comparative particle meaning like
பதி,PLACE,town/people
எதிர்,O,adverb meaning opposite/towards
சென்று,O,verb meaning going
பரூஉ,O,adjective meaning wide/broad (with expletive)
க்கரை,STRUCTURE,bank/shore
நண்ணி,O,verb meaning approaching/reaching
நீர்,WATERBODY,water
அணி,O,noun meaning beauty
காண்போர்,PERSON,those who see/enjoy
நிரை,O,noun meaning row/line
மாடம்,VEHICLE,boat
ஊர்குவோர்,PERSON,those who ride
பேர்,O,adjective meaning great/large
அணி,O,noun meaning team/group
நிற்போர்,PERSON,those who stand/wait
பெரும்,O,adjective meaning great/large
பூசல்,O,noun meaning battle/fight
தாக்குவோர்,PERSON,those who attack
மா,ANIMAL,horse
மலி,O,adjective meaning many/abundant
ஊர்வோர்,PERSON,those who ride
வய,O,adjective meaning strong
ப்பிடி,ANIMAL,female elephant
உந்துவோர்,PERSON,those who ride past
வீ,FLOWER,flower
மலி,O,adjective meaning abundant/filled
கான்,FOREST,forest/wild
யாற்றின்,WATERBODY,of the river
துருத்தி,PLACE,island
குறுகி,O,verb meaning approaching/reaching
தாம்,O,pronoun meaning they themselves
வீழ்வார்,PERSON,those desired by them
ஆகம்,PERSON,chest
தழுவுவோர்,PERSON,those who embrace
தழுவு,O,verb meaning embracing
எதிராது,O,negative verb meaning not accepting
யாமக்,NATURE,night
குறை,O,noun meaning complaint/sulking
ஊடல்,O,noun meaning sulking/quarreling
இன்,O,adjective meaning sweet
நசைத்,O,noun meaning desire/love
தேன்,FOOD,honey
நுகர்வோர்,PERSON,those who enjoy
காமக்,O,noun meaning love
கணிச்சியால்,WEAPON,with the axe
கையறவு,O,noun meaning helplessness
வட்டித்து,O,verb meaning surrounding
சேமத்,O,noun meaning curtain/protection (modesty)
திரை,O,noun meaning curtain
வீழ்த்து,O,verb meaning destroying/causing to fall
சென்று,O,verb meaning going
அமளி,O,noun meaning bed
சேர்குவோர்,PERSON,those who join
தாம்,PERSON,they themselves
வேண்டு,O,verb meaning desiring
காதற்,O,noun meaning love
கணவர்,PERSON,husbands/lovers
எதிர்ப்பட,O,verb meaning to meet/to be met
பூ,FLOWER,flower
மேம்பாடு,O,noun meaning greatness/superiority
உற்ற,O,past participle meaning having/desiring
புனை,O,adjective meaning suitable for wearing
சுரும்பின்,INSECT,like bees
சேம,O,noun meaning protection
மட,O,adjective meaning delicate/slow
நடைப்,O,noun meaning walk/gait
பாட்டியர்த்,PERSON,grandmothers
தப்பி,O,verb meaning escaping
தடை,O,noun meaning obstacle/protection
இறந்து,O,verb meaning going past
தாம்,PERSON,they themselves
வேண்டும்,O,verb meaning desiring
பட்டினம்,PLACE,seashore town
எய்தி,O,verb meaning reaching
கரை,STRUCTURE,shore
சேரும்,O,verb meaning reaching
ஏமுறு,O,adjective meaning causing happiness
நாவாய்,VEHICLE,boat
வரவு,O,noun meaning arrival/coming
எதிர்கொள்வார்,PERSON,those who wait/welcome
போல்,O,comparative particle meaning like
யாம்,PERSON,we
வேண்டும்,O,verb meaning desiring
வையைப்,WATERBODY,Vaiyai
புனல்,WATERBODY,water/flood
எதிர்கொள்,O,verb meaning welcoming
கூடல்,PLACE,Koodal/Madurai
ஆங்க,O,adverb meaning there (expletive)
அணி,O,adjective meaning beautiful
நிலை,O,noun meaning level/storey
மாடத்து,STRUCTURE,of the mansion
அணி,O,adverb meaning beautifully
நின்ற,O,past participle meaning stood
பாங்கு,O,adverb meaning nearby
ஆம்,O,verb meaning is/becomes (இடைக்குறை)
மடப்,ANIMAL,delicate/female
பிடி,ANIMAL,female elephant
கண்டு,O,verb meaning seeing
வயக்,ANIMAL,mighty/male
கரி,ANIMAL,male elephant
மால்,O,noun meaning love/confusion
உற்று,O,verb meaning having/feeling
நடத்த,O,verb meaning to make walk/to goad
நடவாது,O,negative verb meaning not walking
நிற்ப,O,verb meaning standing
மடப்,ANIMAL,delicate/female
பிடி,ANIMAL,female elephant
அன்னம்,BIRD,swan/goose
அனையாரோடு,PERSON,with women like that
ஆயா,O,negative adjectival meaning with short/slow
நடை,O,noun meaning walk
கரி,ANIMAL,male elephant
மேல்,O,postposition meaning on/upon
செல்,O,verb meaning going
மனம்,O,noun meaning mind
மால்,O,noun meaning love/confusion
உறுப்ப,O,verb meaning causing
சென்று,O,verb meaning going
எழில்,O,adjective meaning beautiful
மாடத்து,STRUCTURE,on the mansion
கை,PERSON,hand
புனை,O,past participle meaning drawn/made
கிளர்,O,adjective meaning bright
வேங்கை,ANIMAL,tiger
காணிய,O,verb meaning to see
வெருவுற்று,O,verb meaning becoming afraid
மை,NATURE,cloud/ink
புரை,O,comparative particle meaning like
மடப்,ANIMAL,delicate/female
பிடி,ANIMAL,female elephant
மட,PERSON,delicate/naive
நல்லார்,PERSON,good women
விதிர்ப்புற,O,verb meaning to tremble
செய்,O,verb meaning doing/being
தொழில்,O,noun meaning work/duty
கொள்ளாது,O,negative verb meaning not obeying/not doing
மதி,O,noun meaning mind/intelligence
செத்து,O,verb meaning confused/lost
சிதைதர,O,verb meaning to be ruined/to get out of control
கூம்,O,verb meaning trumpeted
கைமதமா,ANIMAL,enraged male elephant (with trunk)
கொடுந்தோட்டி,OBJECT,curved goad
கைந்நீவி,O,verb meaning not controlled/ignoring
நீங்கும்,O,verb meaning moving
பதத்தால்,O,noun meaning at the time/when
உருமுப்,NATURE,thunder/trumpeting
பெயர்த்தந்து,O,verb meaning controlling/removing
வாங்கி,O,verb meaning pulling
முயங்கி,O,verb meaning embracing/joining
வயப்,ANIMAL,strong
பிடி,ANIMAL,female elephant
கால்,O,noun meaning leg
கோத்து,O,verb meaning joining/controlling
சிறந்தார்,PERSON,excellent women/ladies
நடுக்கம்,O,noun meaning trembling
சிறந்தார்,PERSON,excellent women/ladies
களையல்,O,verb meaning to remove
இதையும்,OBJECT,sail
கயிறும்,OBJECT,rope
பிணையும்,OBJECT,wooden beams (for sails)
இரிய,O,verb meaning loosening/moving
சிதையும்,O,verb meaning falling apart
கலத்தை,VEHICLE,ship
ப்பயினான்,OBJECT,with glue
திருத்தும்,O,verb meaning fixing
திசை,NATURE,direction
அறி,O,verb meaning knowing
நீகானும்,PROFESSION,ship's captain
போன்ம்,O,verb meaning like/resembling (with expletive)
பருக்,O,adjective meaning thick/big
கோட்டு,OBJECT,with stem (yazh)
யாழ்ப்,OBJECT,yazh (musical instrument)
பக்கம்,O,noun meaning side/part
பாடலோடு,O,noun meaning with song/music
ஆடல்,O,noun meaning dance
அருப்பம்,O,noun meaning defence/restraint
அழிப்ப,O,verb meaning to destroy/to ruin
அழிந்த,O,past participle meaning broken/destroyed
மனக்,O,noun meaning mind/mental
கோட்டையர்,PERSON,those with fortresses/restraints
ஒன்றோடு,O,postposition meaning with one
இரண்டா,O,adverb meaning secondly
முன்,O,adverb meaning ahead/before
தேறார்,O,negative verb meaning not analyzing/not deciding
வென்றியின்,O,noun meaning because of success
பல்,O,adjective meaning many
சனம்,PERSON,people
நாணி,O,verb meaning being embarrassed
பதை,O,verb meaning fearing
பதைப்பு,O,noun meaning fear
மன்னவர்,PERSON,kings
தண்டம்,WARRIOR,army/punishment
இரண்டும்,O,numeral meaning both
தலைஇ,O,verb meaning causing/doing (with expletive)
த்தாக்கி,O,verb meaning fighting/attacking
நின்றவை,O,verb meaning they stood/they were
ஒன்றியும்,O,verb meaning desiring peace/uniting
உடம்பாடு,O,noun meaning agreement/peace
ஒலி,O,noun meaning word/speech (blame)
எழுதற்கு,O,verbal noun meaning to arise
அஞ்சி,O,verb meaning fearing
நின்ற,O,past participle meaning standing/being
நிகழ்ச்சியும்,O,noun meaning event/situation
போன்ம்,O,verb meaning like/resembling (with expletive)
காமம்,O,noun meaning love/desire
கனைந்து,O,verb meaning increasing/abundant
எழ,O,verb meaning to rise
கண்ணின்,PERSON,in the eyes
களி,O,noun meaning joy
எழ,O,verb meaning to rise
ஊர்,PLACE,town/people
மன்னும்,O,adverb meaning greatly
அஞ்சி,O,verb meaning fearing
ஒளிப்பார்,PERSON,those who hide
அவர்,PERSON,they
நிலை,O,noun meaning state/condition
கள்ளின்,FOOD,of liquor/alcohol
களி,O,noun meaning joy
எழ,O,verb meaning to rise
க்காத்தாங்கு,O,verb meaning guarding/hiding (like that)
அலர்,O,noun meaning gossip/blame
அஞ்சி,O,verb meaning fearing
உள்ளம்,O,noun meaning mind/heart
உளை,O,verb meaning to be pained
எழ,O,verb meaning to rise
ஊக்கத்தான்,O,noun meaning by effort
உள்,O,postposition meaning inside
உள்,O,postposition meaning inside
பரப்பி,O,verb meaning spreading
மதர்,O,noun meaning joy (from alcohol)
நடுக்கி,O,verb meaning trembling
ப்பார்,PLACE,world
அலர்,O,noun meaning gossip/blame
தூற்ற,O,verb meaning to blame
க்கரப்பார்,PERSON,those who hide
களி,O,noun meaning joy
மதரும்,O,verb meaning being happy
போன்ம்,O,verb meaning like/resembling (with expletive)
கள்ளொடு,FOOD,with liquor
