Word,Entity,Explanation
மூவா,O,adjective meaning not aging/eternal youth
மரபும்,O,noun meaning tradition/custom
ஓவா,O,negative adjective meaning unceasing/continuous
நோன்மையும்,O,noun meaning strength/ability
சாவா,O,negative adjective meaning deathless/immortal
மரபின்,O,noun meaning of tradition/nature
அமரர்க்கு,DEITY,to the celestials/gods
ஆச்,O,particle meaning for the sake of
சென்ற,O,past participle meaning went/gave
நின்,O,pronoun meaning your
மரபினோய்,PERSON,O lord of tradition
நின்,O,pronoun meaning your
அடி,PERSON,feet
தலை,O,noun meaning head
உற,O,adverb meaning fully/completely
வணங்கினேம்,O,verb meaning we worshipped
பல்,O,adjective meaning many
மாண்,O,adjective meaning great/excellent
யாமும்,O,pronoun meaning we
கலி,O,noun meaning confusion/distress
இல்,O,negative particle meaning without
நெஞ்சினேம்,PERSON,we with hearts
ஏத்தினேம்,O,verb meaning we praised
வாழ்த்தினேம்,O,verb meaning we praised/blessed
கடும்பொடும்,O,noun meaning with relatives
கடும்பொடும்,O,noun meaning with relatives
பரவுதும்,O,verb meaning we worship/praise
கொடும்பாடு,O,noun meaning materialism/wrong perception
அறியற்க,O,negative verb meaning may not know/see
எம்,O,pronoun meaning our
அறிவு,O,noun meaning intelligence/knowledge
எனவே,O,quotative particle with expletive meaning thus
poem3,,
மாஅயோயே,PERSON,O dark one/Thirumāl
மாஅயோயே,PERSON,O dark one/Thirumāl
மறு,O,noun meaning again/next
பிறப்பு,O,noun meaning birth
அறுக்கும்,O,verb meaning cuts/ends
மாசு,O,noun meaning dirt/blemish
இல்,O,negative particle meaning without/faultless
சேவடி,PERSON,fine/red feet
மணி,OBJECT,sapphire/gem
திகழ்,O,adjective meaning bright/shining
உருபின்,PERSON,with body/form
மாஅயோயே,PERSON,O Thirumāl
தீ,NATURE,fire
வளி,NATURE,wind/air
விசும்பு,NATURE,sky
நிலன்,PLACE,land/earth
நீர்,WATERBODY,water
ஐந்தும்,O,numeral meaning all five
ஞாயிறும்,NATURE,sun
திங்களும்,NATURE,moon
அறனும்,O,noun meaning righteousness/rituals
ஐவரும்,DEITY,five planets (Mars, Mercury, Jupiter, Venus, Saturn)
திதியின்,MYTH,of Thithi (mother of asuras)
சிறாரும்,MYTH,children/sons (asuras/demons)
விதியின்,DEITY,of Vithi (Kashyapa)
மக்களும்,DEITY,children/sons (12 Āthityas)
மாசு,O,noun meaning dirt/blemish
இல்,O,negative particle meaning without/faultless
எண்மரும்,DEITY,the eight Vasus
பதினொரு,O,numeral meaning eleven
கபிலரும்,DEITY,the eleven Rudras
தா,O,verb meaning leaping/jumping
மா,ANIMAL,horse
இருவரும்,DEITY,the two Aswin twins
தருமனும்,DEITY,Yaman/dharma god
மடங்கலும்,DEITY,Death/Kootruvan
மூ,O,numeral meaning three
ஏழ்,O,numeral meaning seven
உலகமும்,PLACE,worlds
உலகினுள்,PLACE,in the world
மன்பதும்,O,noun meaning lives/people
மாயோய்,PERSON,O dark one/Thirumāl
நின்வயின்,O,postpositional phrase meaning from you/in you
பரந்தவை,O,past participle meaning spread/sprung from
உரைத்தேம்,O,verb meaning we uttered/said
மாயா,O,negative adjective meaning imperishable/not spoiled
வாய்மொழி,O,noun meaning truthful words/Vedas
உரைதர,O,verb meaning to utter/to speak
வலந்து,O,verb meaning praising/reciting imperfectly
வாய்மொழி,O,noun meaning truthful words/Vedas
ஓடை,WATERBODY,pond/lake
மலர்ந்த,O,past participle meaning bloomed/blossomed
தாமரைப்,FLOWER,lotus
பூவினுள்,FLOWER,in the flower
பிறந்தோனும்,DEITY,Brahman who was born
தாதையும்,PERSON,father
நீ,PERSON,you
என,O,quotative particle meaning that/thus
மொழியுமால்,O,verb with expletive meaning state/say
அந்தணர்,PROFESSION,Brahmins
அருமறை,O,noun meaning precious Vedas
ஏஎர்,O,adjective meaning beautiful (with expletive)
வயங்கு,O,adjective meaning gleaming/shining
பூண்,OBJECT,ornaments/jewels
அமரரை,DEITY,celestials/gods
வௌவிய,O,past participle meaning seized/taken
அமிழ்தின்,FOOD,with nectar/amirtham
பயந்தோள்,PERSON,mother/woman who gave birth
இடுக்கண்,O,noun meaning sorrow/misery
களைந்த,O,past participle meaning removed
புள்ளினை,BIRD,bird (Garudan)
பயந்தோள்,PERSON,mother/woman who gave birth
இடுக்கண்,O,noun meaning sorrow/misery
களைந்த,O,past participle meaning removed
புள்ளின்,BIRD,of the bird (Garudan)
நிவந்து,O,verb meaning rising/being high
ஓங்குயர்,O,adjective meaning tall/lofty
கொடி,OBJECT,flag
ச்சேவலோய்,PERSON,O lord with the bird/Garudan flag
நின்,O,pronoun meaning your
சேவடி,PERSON,red/fine feet
தொழாரும்,PERSON,those who do not worship
உளரோ,O,interrogative verb meaning are there?
அவற்றுள்,O,pronoun meaning among them
கீழ்,O,adjective meaning lower
ஏழ்,O,numeral meaning seven
உலகமும்,PLACE,worlds
உற்ற,O,adjective meaning attained/having
அடியினை,PERSON,you with feet
தீ,NATURE,fire
செங்கனலியும்,NATURE,red flame/fire
கூற்றமும்,DEITY,Death
ஞமனும்,DEITY,Yaman
மாசு,O,noun meaning dirt/blemish
இல்,O,negative particle meaning without/faultless
ஆயிரம்,O,numeral meaning thousand
கதிர்,NATURE,ray/sunbeam
ஞாயிறும்,NATURE,sun/Āthityas
தொகூஉம்,O,verb meaning collecting/gathering
ஊழி,O,noun meaning eon/age
ஆழிக்கண்,WATERBODY,in the ocean
இரு,O,adjective meaning great/large
நிலம்,PLACE,land/earth
உருகெழு,O,adjective meaning fierce/strong
கேழலாய்,ANIMAL,as a boar
மருப்பின்,ANIMAL,with tusks
உழுதோய்,PERSON,O lord who dug/lifted
எனவும்,O,quotative particle meaning also saying/thus
மா,O,adjective meaning dark/great
விசும்பு,NATURE,sky/cloud
ஒழுகு,O,verb meaning flowing
புனல்,WATERBODY,water
வறள,O,verb meaning to dry up
அன்னச்,BIRD,swan/goose
சேவலாய்,BIRD,as a goose/male swan
சிறகர்ப்,BIRD,with wings
புலர்த்தியோய்,PERSON,O lord who dried
எனவும்,O,quotative particle meaning also saying/thus
ஞாலத்து,PLACE,in the world
உறையுள்,O,noun meaning dwelling/abode
தேவரும்,DEITY,gods/celestials
வானத்து,NATURE,in the sky/heaven
நால்,O,numeral meaning four
எண்,O,numeral meaning eight
தேவரும்,DEITY,gods/celestials
நயந்து,O,verb meaning loving/desiring
நிற்,O,pronoun meaning you (accusative)
பாடுவோர்,PERSON,those who sing/praise
பாடும்,O,verb meaning they sing
வகையே,O,noun with expletive meaning manner/way
எம்,O,pronoun meaning our
பாடல்,O,noun meaning song/poem
தாம்,O,pronoun meaning they
அப்,O,pronoun meaning those
பாடுவார்,PERSON,those who sing
பாடும்,O,verb meaning they sing
வகை,O,noun meaning manner/way
கூந்தல்,MYTH,demon Kesi (named for tresses)
என்னும்,O,verb meaning called/named
பெயரொடு,O,noun meaning with the name
கூந்தல்,MYTH,demon Kesi
எரி,NATURE,fire/fiery
சினம்,O,noun meaning anger/rage
கொன்றோய்,PERSON,O lord who killed
நின்,O,pronoun meaning your
புகழ்,O,noun meaning fame/glory
உருவின,O,adjective meaning having form/shape
கை,PERSON,hands
நகை,O,noun meaning laughter/happiness
அச்சாக,O,noun meaning as fear
நல்,O,adjective meaning good/fine
அமிர்து,FOOD,amirtham/nectar
கலந்த,O,past participle meaning mixed
நடுவுநிலை,O,noun meaning impartiality/middle state
திறம்பிய,O,past participle meaning changed/deviated
நயம்,O,noun meaning benefit/goodness
இல்,O,negative particle meaning without/not fair
ஒரூ,PERSON,one
கை,PERSON,hand
இரூ,PERSON,two
கை,PERSON,hands
மாஅல்,PERSON,O Thirumāl
முக்,PERSON,three
கை,PERSON,hands
முனிவ,PERSON,O lord/sage
நாற்,PERSON,four
கை,PERSON,hands
அண்ணல்,PERSON,noble lord
ஐங்,PERSON,five
கைம்,PERSON,hands
மைந்த,PERSON,O brave lord
அறு,PERSON,six
கை,PERSON,hands
நெடுவேள்,PERSON,O lofty lord
எழு,PERSON,seven
கையாள,PERSON,O ruler with hands
எண்,PERSON,eight
கை,PERSON,hands
ஏந்தல்,PERSON,O lord
ஒன்பதிற்று,PERSON,nine
த்,O,link consonant
தட,O,adjective meaning huge/great
கை,PERSON,hands
மன்,O,expletive
பேராள,PERSON,O lord with greatness
பதிற்றுக்,PERSON,ten
கை,PERSON,hands
மதவலி,O,noun meaning great power
நூற்றுக்,PERSON,hundred
கை,PERSON,hands
ஆற்றல்,PERSON,O powerful one
ஆயிரம்,PERSON,thousand
விரித்த,O,adjective meaning open/spread
கைம்,PERSON,hands
மாய,O,adjective meaning mystic/wondrous
மள்ள,PERSON,O lord/warrior
பதினாயிரம்,PERSON,ten thousand
கை,PERSON,hands
முதுமொழி,O,noun meaning ancient words/Vedas
முதல்வ,PERSON,O primal lord
நூறாயிரம்,PERSON,hundred thousand
கை,PERSON,hands
ஆறு,O,noun meaning way/method
அறி,O,verb meaning knowing/understanding
கடவுள்,DEITY,god
அனைத்தும்,O,pronoun meaning all those
அல்ல,O,negative verb meaning not
பல,O,adjective meaning many
அடுக்கல்,O,noun meaning layers/levels
ஆம்பல்,FLOWER,white water lily
இனைத்து,O,pronoun meaning these mentioned
என,O,quotative particle meaning thus
எண்,O,noun meaning number/count
வரம்பு,O,noun meaning limit/boundary
அறியா,O,negative adjective meaning not knowing
யாக்கையை,PERSON,one with form/body
நின்னைப்,O,pronoun meaning you (accusative)
புரை,O,verb meaning to compare/to think about
நினைப்பின்,O,conditional noun meaning if thinking
நீ,PERSON,you
அலது,O,negative particle meaning other than/except
உணர்தியோ,O,interrogative verb meaning will you know
முன்னை,O,adjective meaning ancient/former
மரபின்,O,noun meaning of tradition/lineage
முதுமொழி,O,noun meaning ancient words/Vedas
முதல்வ,PERSON,O primal lord
நினக்கு,O,pronoun meaning to you/your
விரிந்து,O,verb meaning spreading/expanding
அகன்ற,O,past participle meaning vast/broad
கேள்வி,O,noun meaning learning/Vedas
அனைத்தினும்,O,pronoun meaning in all
வலியினும்,O,noun meaning with strength/arrogance
மனத்தினும்,O,noun meaning with mind
உணர்வினும்,O,noun meaning with feelings/awareness
எல்லாம்,O,pronoun meaning everything/all
வனப்பு,O,noun meaning beauty/greatness
வரம்பு,O,noun meaning limit/boundary
அறியா,O,negative adjective meaning not known
மரபினோயே,PERSON,O lord of great tradition
அணி,O,adjective meaning beautiful
நிழல்,O,noun meaning shade/coolness
வயங்கு,O,adjective meaning gleaming/bright
ஒளி,NATURE,light/radiance
ஈர்,O,numeral meaning two (prefix)
எண்,O,numeral meaning eight
தீம்,O,adjective meaning sweet
கதிர்,NATURE,ray
பிறை,NATURE,crescent moon
வளர்,O,verb meaning growing/increasing
நிறை,O,adjective meaning full/complete
மதி,NATURE,moon
உண்டி,FOOD,food
அணி,O,adjective meaning beautiful
மணிப்,OBJECT,gems/jewels
பைம்பூண்,OBJECT,new/fresh jewels
அமரர்க்கு,DEITY,to the celestials/gods
முதல்வன்,PERSON,you are the primal lord
நீ,PERSON,you
திணி,O,adjective meaning firm/strong
நிலம்,PLACE,land/earth
கடந்தக்கால்,O,verbal noun meaning when measuring/stepping
திரிந்து,O,verb meaning changing/confused
அயர்ந்து,O,verb meaning becoming tired/fearing
அகன்று,O,verb meaning moving away/leaving
ஓடி,O,verb meaning running/fleeing
நின்,O,pronoun meaning your
அஞ்சிக்,O,verb meaning fearing
கடற்,WATERBODY,into the ocean
பாய்ந்த,O,past participle meaning jumped/leapt
பிணி,O,noun meaning tie/band
நெகிழ்பு,O,verb meaning loosening
அவிழ்,O,verb meaning opening
தண்,O,adjective meaning cool
தார்,OBJECT,garland
அன்னவர்,MYTH,those demons
பட,O,verb meaning to be ruined
அல்லா,O,adjective meaning other
அவுணர்க்கும்,MYTH,to the asuras/demons
முதல்வன்,PERSON,you are the primal lord
நீ,PERSON,you
அதனால்,O,conjunction meaning therefore/so
பகைவர்,PERSON,enemies
இவர்,PERSON,these persons
இவர்,PERSON,these persons
நட்டோர்,PERSON,friends
என்னும்,O,verb meaning saying/called
வகையும்,O,noun meaning way/manner
உண்டோ,O,interrogative verb meaning is there
நின்,O,pronoun meaning your
மரபு,O,noun meaning tradition/nature
அறிவோர்க்கே,PERSON,to those who know/understand
ஆயிர,O,adjective meaning thousand
அணர்தலை,O,adjective meaning with lifted heads
அரவு,ANIMAL,snake (Āthisēdan)
வாய்க்,BIRD,with beak
கொண்ட,O,past participle meaning seized/taken
சேவல்,BIRD,Garudan/bird
ஊர்தியும்,VEHICLE,vehicle/mount
செங்கண்,PERSON,with red eyes
மாஅல்,PERSON,O Thirumāl
ஓ,O,interjection meaning alas (lament)
என,O,quotative particle meaning thus
க்கிளக்கும்,O,verb meaning saying/uttering
கால,NATURE,time
முதல்வனை,PERSON,O primal lord of time
ஏஎ,O,noun meaning Sama Vedam
இன,O,adjective meaning such/this (இன்ன)
கிளத்தலின்,O,verbal noun meaning since saying/uttering
இனைமை,O,pronoun meaning this nature
நற்கு,O,adverb meaning well (விகாரம் of நன்கு)
அறிந்தனம்,O,verb meaning we understood
தீயினுள்,NATURE,in fire
தெறல்,O,noun meaning heat/burning
நீ,PERSON,you
பூவினுள்,FLOWER,in flower
நாற்றம்,O,noun meaning fragrance
நீ,PERSON,you
கல்லினுள்,OBJECT,in stone/gem
மணியும்,OBJECT,gems/jewels
நீ,PERSON,you
சொல்லினுள்,O,in words
வாய்மை,O,noun meaning truth
நீ,PERSON,you
அறத்தினுள்,O,noun meaning in righteousness
அன்பு,O,noun meaning love/kindness
நீ,PERSON,you
மறத்தினுள்,O,noun meaning in bravery/valor
மைந்து,O,noun meaning strength/prowess
நீ,PERSON,you
வேதத்து,O,noun meaning in the Vedas
மறை,O,noun meaning secret/essence
நீ,PERSON,you
பூதத்து,O,noun meaning in the elements
முதலும்,O,noun meaning beginning/first
நீ,PERSON,you
வெஞ்சுடர்,NATURE,hot sun/fire
ஒளியும்,NATURE,light/radiance
நீ,PERSON,you
திங்களுள்,NATURE,in the moon
அளியும்,O,noun meaning coolness/grace
நீ,PERSON,you
அனைத்தும்,O,pronoun meaning everything
நீ,PERSON,you
அனைத்தின்,O,pronoun meaning of everything
உட்பொருளும்,O,noun meaning inner meaning/essence
நீ,PERSON,you
ஆதலின்,O,conjunction meaning therefore/since
உறையும்,O,verbal noun meaning living/dwelling
உறைவதும்,O,verbal noun meaning place of living
இலையே,O,negative verb with expletive meaning there is not
உண்மையும்,O,noun meaning truths
மறவியில்,O,adjective meaning without forgetting
சிறப்பின்,O,noun meaning with greatness/splendor
மாயம்,O,noun meaning deception/confusion
ஆர்,O,expletive
