Word,Entity,Explanation
நிரைத்,O,noun meaning rows
தவைபோல்,O,verb meaning like tributes/gifts
கொண்மூ,NATURE,cloud
நெரிதர,O,verb meaning gathering/collecting
அரசு,PERSON,king
பட,O,verb meaning to be defeated
க்கடந்த,O,past participle meaning conquered
ஆனாச்,O,negative adjective meaning not satisfied/unceasing
சீற்றத்தவன்,PERSON,one with great rage (Pandiyan)
முரசு,OBJECT,drum
அதிர்பவை,O,verb meaning thundering/roaring
போல்,O,comparative particle meaning like
முழங்கு,O,verb meaning thundering
இடி,NATURE,thunder
பயிற்றி,O,verb meaning causing/repeated
ஒடுங்கார்,PERSON,those who do not submit/enemies
உடன்றவன்,PERSON,one who battled (Pandiyan)
தானை,WARRIOR,army
வில்,WEAPON,bow
விசை,O,noun meaning force/speed
விடும்,O,verb meaning releasing/shooting
கணை,WEAPON,arrow
ஒப்பின்,O,comparative meaning like
கதழ்,O,adjective meaning fast/rapid
உறை,NATURE,rain/raindrop
சிதறூஉ,O,verb meaning scattering (with expletive)
கண்,PERSON,eye
ஒளிர்,O,adjective meaning shining/bright
எஃகின்,WEAPON,of the spear
கடிய,O,adverb meaning fiercely/intensely
மின்னி,NATURE,lightning flashes
அவன்,PERSON,his (Pandiyan)
வண்மைபோல்,O,noun meaning like his charity
வானம்,NATURE,sky/cloud
பொழிந்த,O,past participle meaning poured
நீர்,WATERBODY,water
மண்,PLACE,land/earth
மிசை,O,postposition meaning on/upon
ஆனாது,O,negative adverb meaning without break/continuously
வந்து,O,verb meaning coming
தொகுபு,O,verb meaning collecting/gathering
ஈண்டி,O,verb meaning crowding/assembling
மற்று,O,conjunction meaning then/and
அவன்,PERSON,his (Pandiyan)
தானையின்,WARRIOR,like his army
ஊழி,NATURE,long time
தா,O,verb meaning giving/with
ஊக்கத்தின்,O,noun meaning with enthusiasm/momentum
போன,O,past participle meaning gone/occupied
நிலம்,PLACE,land
எல்லாம்,O,pronoun meaning all
போர்,FIELD,haystack/stack of rice grass
ஆர்,O,verb meaning having
வயல்,FIELD,field
புகுத,O,verb meaning entering
நீக்கிப்,O,verb meaning removing
பு,O,(missing text)
கான,FOREST,forest
மலைத்தவரை,PERSON,those who opposed/enemies
கொன்று,O,verb meaning killing
மணல,O,adverb meaning (meaning unclear)
பினறி,O,verb meaning (meaning unclear)
வான,MOUNTAIN,mountain (Saiyam)
மலைத்த,O,past participle meaning (meaning unclear)
வ,O,(missing text)
லைத்தவ,O,(missing text)
மண,O,adjective meaning wedding
முரசு,OBJECT,drum
எறிதர,O,verb meaning beating/sounding
தானைத்,WARRIOR,army
தலைத்தலை,O,adverb meaning everywhere/repeatedly
வந்து,O,verb meaning coming
மைந்து,O,adverb meaning greatly/strongly
உற்று,O,verb meaning happening/occurring
பொறிவி,O,(incomplete word)
யாற்றுறி,O,(incomplete word)
துவர்,O,noun meaning lotion/dried wood powder
புகை,O,noun meaning aromatic wood/smoke
சாந்தம்,OBJECT,sandal paste
எறிவன,OBJECT,things to throw/squirt
எக்குவ,OBJECT,squirting gadgets
ஈரணிக்கு,CLOTHING,for water games/wet clothes
ஏற்ற,O,adjective meaning suitable
நறவு,FOOD,liquor/alcohol
அணி,O,adjective meaning beautiful
பூந்துகில்,CLOTHING,delicate clothing
நன்,O,adjective meaning good/fine
பல,O,adjective meaning many
ஏந்தி,O,verb meaning carrying
பிற,O,pronoun meaning others
தொழின,O,noun meaning work/workers
ம்,O,(missing text)
பின்,O,adverb meaning behind
பின்,O,adverb meaning behind
தொடர,O,verb meaning to follow
செறி,O,adjective meaning tightly made/woven
வினைப்,O,noun meaning work/craft
பொலிந்த,O,past participle meaning beautiful/shining
செம்,O,adjective meaning red
பூங்,FLOWER,flower
கண்ணியர்,PERSON,those with red flower garlands
ஈர்,O,adjective meaning moist/wet
அமை,O,adjective meaning made/suitable
வெட்சி,FLOWER,vetchi flower
இதழ்,FLOWER,petal
புனை,O,adjective meaning adorned/made
கோதையர்,PERSON,women with garlands
தார்,OBJECT,garland
ஆர்,O,verb meaning having
முடியர்,PERSON,those with headwear/crowns
தகை,O,noun meaning beauty/splendor
கெழு,O,adjective meaning having/possessing
மார்பினர்,PERSON,those with chests
மாவும்,ANIMAL,horses
களிறும்,ANIMAL,male elephants
மணி,OBJECT,bells/gems
அணி,O,adjective meaning adorned
வேசரி,ANIMAL,mules
காவு,FOREST,grove
நிறைய,O,verb meaning to fill/to crowd
க்கரை,STRUCTURE,shore/bank
நெரிபு,O,verb meaning crowding
ஈண்டி,O,verb meaning gathering
வேல்,WEAPON,spear
ஆற்றும்,O,verb meaning fighting/wielding
மொய்ம்பனின்,PERSON,like Murukan (with strength)
விரை,O,adjective meaning fragrant/mixed
மலர்,FLOWER,flower
அம்பினோன்,PERSON,god of love (with flower arrows)
போல்,O,comparative particle meaning like
ஆற்று,O,verb meaning performing/having
முன்பின்,O,noun meaning strength/prowess
புனை,O,adjective meaning beautiful
கழல்,OBJECT,warrior anklets
மைந்தரொடு,PERSON,with young men
தார்,OBJECT,garland
அணி,O,adjective meaning adorned
மைந்தர்,PERSON,young men
தவப்,O,noun meaning penance
பயன்,O,noun meaning benefit
சான்ம்,O,verb meaning abundant/full (with expletive)
என,O,quotative particle meaning thus
க்கார்,NATURE,rain cloud
அணி,O,adjective meaning beautiful/adorned
கூந்தல்,PERSON,hair
கயற்கண்,PERSON,fish/carp-like eyes
கவிர்,FLOWER,red murukkam flower
இதழ்,PERSON,lips
வார்,O,adjective meaning long/full
அணி,O,adjective meaning beautiful
கொம்மை,PERSON,breasts
வகை,O,noun meaning kind/manner
அமை,O,adjective meaning beautiful/fitting
மேகலை,OBJECT,waist ornament
ஏர்,O,noun meaning beauty
அணி,O,adjective meaning beautiful
இலங்கு,O,adjective meaning bright/shining
எயிற்று,PERSON,with teeth
இன்னகையவர்,PERSON,those with sweet smiles
சீர்,O,noun meaning beauty/fame
அணி,O,adjective meaning beautiful
வையைக்கு,WATERBODY,to Vaiyai
அணி,O,noun meaning beauty/ornament
கொல்லோ,O,interrogative particle with expletive meaning whether
வையை,WATERBODY,Vaiyai
தன்,O,pronoun meaning its own
நீர்,WATERBODY,water
அணி,O,noun meaning beauty
நீத்தம்,WATERBODY,flood
இவர்க்கு,PERSON,to these people
அணி,O,noun meaning beauty/ornament
கொல்,O,interrogative particle meaning whether
என,O,quotative particle meaning thus
த்தேருநர்,PERSON,those who analyze
தேருங்கால்,O,verbal noun meaning when analyzing
தேர்தற்கு,O,verbal noun meaning to analyze/understand
அரிது,O,predicate meaning difficult
காண்,O,verb meaning see
தீரமும்,WATERBODY,shore/bank
வையையும்,WATERBODY,Vaiyai
சேர்கின்ற,O,past participle meaning joining
கண்,PERSON,eye
கவின்,O,noun meaning beauty
மண்,OBJECT,clay
கணை,OBJECT,drum with clay eyes
முழவின்,OBJECT,of the mulavu drum
இன்,O,adjective meaning sweet
கண்,OBJECT,eye (of drum)
இமிழ்விற்கு,O,noun meaning to the sound/music
எதிர்வன,O,verb meaning echoing
பொருவி,O,verb meaning similar/agreeing
ம்,O,(missing text)
ஏறு,NATURE,thunder
மாறு,O,adverb meaning in response
இமிழ்ப்ப,O,verb meaning to sound/roar
கவர்,O,adjective meaning attractive/desirable
தொடை,O,noun meaning string/tune
நல்,O,adjective meaning good/fine
யாழ்,OBJECT,yāzh
இமிழ,O,verb meaning to sound
காவில்,FOREST,in the grove
புகர்,O,adjective meaning spotted
வரி,O,adjective meaning striped
வண்டினம்,INSECT,bees
பூஞ்சினை,PLANT,flower branch
இமிர,O,verb meaning to buzz
ஊது,O,verb meaning blowing/playing
சீர்த்,O,adjective meaning perfect
தீம்,O,adjective meaning sweet
குழல்,OBJECT,flute
இயம்ப,O,verb meaning to sound
மலர்,FLOWER,flower
மிசை,O,postposition meaning on/upon
தாது,FOOD,pollen
ஊது,O,verb meaning sucking/buzzing
தும்பி,INSECT,bee
தவிர்பு,O,negative adverb meaning without stopping
அல,O,adjective meaning continuous
இயம்ப,O,verb meaning to sound
துடிச்,OBJECT,thudi drum
சீர்,O,noun meaning rhythm/beat
நடத்த,O,verb meaning to dance
வளி,NATURE,wind
நடன்,PROFESSION,dance teacher
மெல்,O,adjective meaning soft/delicate
இணர்ப்,FLOWER,cluster
பூங்கொடி,PLANT,flowering vine
மேவர,O,adverb meaning desirably/beautifully
நுடங்க,O,verb meaning to sway
ஆங்கு,O,adverb meaning there
அவை,O,pronoun meaning they/those
தத்தம்,O,pronoun meaning their respective
தொழில்,O,noun meaning work/action
மாறு,O,adverb meaning in different ways
கொள்ளும்,O,verb meaning taking/happening
தீம்,O,adjective meaning sweet
புனல்,WATERBODY,water
வையைத்,WATERBODY,Vaiyai
திருமருதமுந்துறையால்,WATERBODY,by Thirumaruthamunthurai
கோடுளர்,FLOWER,flowers growing on branches
குரல்,FLOWER,cluster
பொலி,O,adjective meaning bright/shining
ஒலி,O,noun meaning sound/beauty
துயல்,O,adjective meaning swaying
இருங்கூந்தல்,PERSON,dark hair
புரை,O,noun meaning fault
தீர்,O,adjective meaning removed/faultless
நெடு,O,adjective meaning long
மென்,O,adjective meaning delicate/soft
தோள்,PERSON,arms/shoulders
தாழ்பு,O,verb meaning hanging low
தழை,OBJECT,flower garland
மலர்,FLOWER,flower
துவளா,O,negative verb meaning moving/swaying
வல்லியின்,PLANT,like vines
நீள்,O,adjective meaning long
தாழ்பு,O,verb meaning hanging low
தோக்கை,OBJECT,garland
நித்தில,OBJECT,pearl
வரிச்,OBJECT,with lines/rows
சிலம்பு,OBJECT,anklet
(remaining lines are missing/incomplete)

Songs recovered from other books - 1,,
வான்,NATURE,sky
ஆர்,O,verb meaning filled
எழிலி,NATURE,cloud
மழை,NATURE,rain
வளம்,O,noun meaning prosperity
நந்த,O,verb meaning to increase/to flourish
தேன்,FOOD,honey
ஆர்,O,verb meaning filled
சிமைய,MOUNTAIN,with peaks
மலையின்,MOUNTAIN,from the mountain (Saiyam)
இழிதந்து,O,verb meaning flowing down
நான்மாடக்கூடல்,PLACE,Koodal with many mansions (Madurai)
எதிர்கொள்ள,O,verb meaning to receive/to welcome
ஆனா,O,negative adjective meaning boundless/endless
மருந்து,FOOD,medicine
ஆகும்,O,verb meaning becoming
தீம்,O,adjective meaning sweet
நீர்,WATERBODY,water
மலி,O,adjective meaning abundant
துறை,WATERBODY,shore
மேய,O,past participle meaning having/dwelling
இருந்தையூர்,PLACE,Irunthaiyoor
அமர்ந்த,O,past participle meaning residing
செல்வ,PERSON,O lord
நின்,O,pronoun meaning your
திருந்து,O,adjective meaning perfect/beautiful
அடி,PERSON,foot
தலை,PERSON,head
உற,O,adverb meaning fully
ப்பரவுதும்,O,verb meaning we worship/praise
தொழுது,O,verb meaning worshipping
ஒரு,O,adjective meaning one
சார்,PLACE,side
அணி,O,adjective meaning beautiful
மலர்,FLOWER,flower
வேங்கை,PLANT,vengai tree
மராஅ,PLANT,kadampam tree
மகிழம்,PLANT,makilam tree
பிணி,O,adjective meaning tight/dense
நெகிழ்,O,verb meaning opening/loosening
பிண்டி,PLANT,asoka tree
நிவந்து,O,verb meaning tall/lofty
சேர்பு,O,verb meaning together
ஓங்கி,O,verb meaning rising/tall
மணி,OBJECT,sapphire/gem
நிறம்,COLOR,color
கொண்ட,O,past participle meaning having
மலை,MOUNTAIN,mountain
ஒரு,O,adjective meaning one
சார்,PLACE,side
தண்,O,adjective meaning cool
நறுந்,O,adjective meaning fragrant
தாமரைப்,FLOWER,lotus
பூவின்,FLOWER,of the flower
இடை,O,postposition meaning in between
இடை,O,postposition meaning in between
வண்ண,COLOR,colorful
வரி,INSECT,striped
இதழ்ப்,FLOWER,petal
போதின்,FLOWER,of the bud
வாய்,O,noun meaning mouth/opening
வண்டு,INSECT,bee
ஆர்ப்ப,O,verb meaning humming
விண்,NATURE,sky
வீற்றிருக்கும்,O,verb meaning being present
கய,STAR,big star
மீன்,STAR,star
விரி,O,adjective meaning wide/spread
தகையின்,O,noun meaning with nature/beauty
கண்,PERSON,eye
வீற்றிருக்கும்,O,verb meaning being present
கயம்,WATERBODY,pond
ஒரு,O,adjective meaning one
சார்,PLACE,side
சாறு,FOOD,juice (sugarcane)
கொள்,O,verb meaning having
ஓதத்து,O,noun meaning of the sound/uproar
இசையொடு,O,noun meaning with sound
மாறு,O,adverb meaning differing
உற்று,O,verb meaning happening
உழவின்,PROFESSION,of farmers/peasants
ஓதை,O,noun meaning sound
பயின்று,O,verb meaning repeating
அறிவு,O,noun meaning mind/sense
இழந்து,O,verb meaning losing
திரிநரும்,PERSON,those who wander/roam
ஆர்த்து,O,verb meaning singing
நடுநரும்,PERSON,those who plant seedlings
ஈண்டி,O,verb meaning gathering
திரு,DEITY,Lakshmi/Thirumakal
நயத்தக்க,O,adjective meaning desired/loved
வயல்,FIELD,field
ஒரு,O,adjective meaning one
சார்,PLACE,side
அறத்தொடு,O,noun meaning with righteousness
வேதம்,O,noun meaning Vedas
புணர்,O,verb meaning following/uniting
தவம்,O,noun meaning penance/austerity
முற்றி,O,verb meaning mature/complete
விறல்,O,noun meaning victory/fame
புகழ்,O,noun meaning fame
நிற்ப,O,verb meaning standing/being
விளங்கிய,O,past participle meaning shining/bright
கேள்வித்,O,noun meaning learning/Vedas
திறத்தின்,O,noun meaning from the nature
திரிவு,O,noun meaning deviation
இல்லா,O,negative adjective meaning without/not having
அந்தணர்,PROFESSION,Brahmins
ஈண்டி,O,verb meaning gathering/living together
அறத்தின்,O,noun meaning from righteousness
திரியா,O,negative adjective meaning not deviating
பதி,PLACE,place/city
ஆங்கு,O,adverb meaning there
ஒரு,O,adjective meaning one
சார்,PLACE,side
உண்ணுவ,FOOD,food/eatables
பூசுவ,OBJECT,smearing pastes
பூண்ப,OBJECT,ornaments/jewelry
உடுப்பவை,CLOTHING,clothes/garments
