Word,Entity,Explanation
கண்டம்,O,noun meaning pieces/fragments
ஆக,O,adverb meaning as/becoming
மாதவர்,PERSON,great sages
மனைவியர்,PERSON,wives
நிறைவயின்,O,noun meaning in their wombs
வசி,O,noun meaning carrying/keeping
தடி,O,noun meaning piece/fragment
சமைப்பின்,O,conditional verb meaning if they make mature/to carry
சாலார்,O,negative verb meaning they would not agree
தானே,O,adverb meaning itself/by itself
தரிக்க,O,verb meaning to bear/to sustain
என,O,quotative particle meaning thus
அவர்,PERSON,they (sages)
அவி,FOOD,offering/sacrificial offering
உடன்,O,adverb meaning together
பெய்தோரே,PERSON,they who threw/placed
அழல்,NATURE,fire
வேட்டு,O,verb meaning desiring/wanting
அவ்,O,pronoun meaning that
அவித்,FOOD,offering
தடவு,O,verb meaning caressing/nurturing
நிமிர்,O,adjective meaning rising/tall
முத்தீ,NATURE,three fires (sacrificial fires)
ப்பேணிய,O,past participle meaning fostered/nurtured
மன்,O,expletive
எச்சில்,O,noun meaning leftover/remnant
வடவயின்,NORTH, in the north
விளங்கு,O,adjective meaning flourishing/bright
ஆல்,O,noun meaning sky (from ஆரல்)
உறை,O,verb meaning dwelling/living
எழு,O,numeral meaning seven
மகளிருள்,PERSON,among the women
கடவுள்,DEITY,divine
ஒரு,O,adjective meaning one
மீன்,STAR,star (Arundathi)
சாலினி,PERSON,Arundathi (virtuous star)
ஒழிய,O,verb meaning except/other than
அறுவர்,PERSON,six persons
மற்றையோரும்,PERSON,the others
அந்,O,pronoun meaning that
நிலை,O,noun meaning state/condition
அயின்றனர்,O,verb meaning they took/they received
மறு,O,noun meaning blemish/fault
அறு,O,adjective meaning without/faultless
கற்பின்,O,noun meaning with chastity/virtue
மாதவர்,PERSON,great sages
மனைவியர்,PERSON,wives
நிறைவயின்,O,noun meaning in their wombs
வழாஅது,O,negative verb meaning not failing/without fail
நிற்,O,pronoun meaning you (accusative)
சூலினரே,PERSON,they became pregnant with you
நிவந்து,O,verb meaning rising/being lofty
ஓங்கு,O,verb meaning rising/being tall
இமயத்து,MOUNTAIN,in the Himalayas
நீலப்,FLOWER,blue water lily
பைஞ்சுனை,WATERBODY,fresh pond/spring
ப்பயந்தோர்,PERSON,they gave birth
என்ப,O,verb meaning they say
பதுமத்து,FLOWER,in the lotus
பாயல்,O,noun meaning bed
பெரும்,O,adjective meaning great
பெயர்,O,noun meaning name/fame
முருக,PERSON,O Lord Murukan
நிற்,O,pronoun meaning you (accusative)
பயந்த,O,past participle meaning gave birth to
ஞான்றே,O,noun with expletive meaning on the day
அரிது,O,adjective meaning difficult/rare
அமர்,O,adjective meaning beautiful/fitting
சிறப்பின்,O,noun meaning with greatness/splendor
அமரர்,DEITY,celestials/gods
செல்வன்,PERSON,lord/chief (Indiran)
எரி,NATURE,fire/flame
உமிழ்,O,verb meaning emitting
வச்சிரம்,WEAPON,weapon/vajra
கொண்டு,O,verb meaning taking/holding
இகந்து,O,verb meaning crossing/with enmity
வந்து,O,verb meaning coming
எறிந்தென,O,verb meaning threw/attacked
அறு,O,numeral meaning six
வேறு,O,adjective meaning different/separate
துணியும்,O,verb meaning becoming pieces
அறுவர்,PERSON,six persons
ஆகி,O,verb meaning becoming
ஒருவனை,PERSON,you became one
வாழி,O,verb meaning long live
ஓங்கு,O,adjective meaning great/lofty
விறல்,O,noun meaning victory
சேஎய்,PERSON,O Murukan
ஆரா,O,negative adjective meaning immature/not full
உடம்பின்,PERSON,with body
நீ,PERSON,you
அமர்ந்து,O,verb meaning being seated/being
விளையாடிய,O,past participle meaning played
போரால்,NATURE,by/through battle
வறுங்கைக்கு,PERSON,to empty hands
புரந்தரன்,PERSON,Indiran
உடைய,O,adjective meaning who ran away/having
அல்லல்,O,noun meaning distress/sorrow
இல்,O,negative particle meaning without
அனலன்,DEITY,fire god
தன்,O,pronoun meaning his own
மெய்யின்,PERSON,from his body
பிரித்து,O,verb meaning splitting/dividing
செல்வ,O,adjective meaning wealthy/prosperous
வாரணம்,ANIMAL,rooster/cock
கொடுத்தோன்,PERSON,he gave
வானத்து,NATURE,in the sky/celestial world
வளம்,O,noun meaning wealth/prosperity
கெழு,O,adjective meaning possessing/abounding
செல்வன்,PERSON,wealthy lord (Indiran)
தன்,O,pronoun meaning his own
மெய்யின்,PERSON,from his body
பிரித்து,O,verb meaning splitting/dividing
திகழ்,O,adjective meaning bright/shining
பொறிப்,O,noun meaning spotted
பீலி,BIRD,peacock feather/plume
அணி,O,adjective meaning beautiful
மயில்,BIRD,peacock
கொடுத்தோன்,PERSON,he gave
திருந்து,O,adjective meaning perfect/righteous
கோல்,O,noun meaning rod/scepter
ஞமன்,DEITY,Yaman
தன்,O,pronoun meaning his own
மெய்யின்,PERSON,from his body
பிரிவித்து,O,verb meaning splitting/dividing
இருங்,O,adjective meaning dark/large
கண்,PERSON,eye
வெள்,O,adjective meaning white
யாட்டு,ANIMAL,goat
எழில்,O,adjective meaning beautiful
மறி,ANIMAL,young goat/lamb
கொடுத்தோன்,PERSON,he gave
ஆஅங்கு,O,adverb meaning there (with expletive)
அவரும்,PERSON,him and others
பிறரும்,PERSON,others
அமர்ந்து,O,verb meaning peacefully/agreeing
படை,WEAPON,weapons
அளித்த,O,past participle meaning gave/bestowed
மறியும்,ANIMAL,goat
மஞ்ஞையும்,BIRD,peacock
வாரணச்,ANIMAL,rooster/cock
சேவலும்,BIRD,rooster/cock
பொறி,O,adjective meaning spotted
வரிச்,O,adjective meaning lined/striped
சாபமும்,WEAPON,bow
மரனும்,WEAPON,wooden club
வாளும்,WEAPON,sword
செறி,O,adjective meaning dense/thick
இலை,WEAPON,spear blade/leaf
ஈட்டியும்,WEAPON,spear
குடாரியும்,WEAPON,axe
கணிச்சியும்,WEAPON,battle axe
தெறு,O,adjective meaning hot/scorching
கதிர்க்,NATURE,ray
கனலியும்,WEAPON,battle axe with hot rays
மாலையும்,OBJECT,garland
மணியும்,OBJECT,gems/jewels
வேறு,O,adjective meaning different
வேறு,O,adjective meaning different
உருவின்,O,noun meaning with forms/shapes
இவ்,O,pronoun meaning these
ஆறு,O,numeral meaning six
இரு,O,numeral meaning two
கைக்,PERSON,hands
கொண்டு,O,verb meaning having/taking
மறு,O,noun meaning blemish/fault
இல்,O,negative particle meaning without/faultless
துறக்கத்து,PLACE,in the celestial world
அமரர்,DEITY,celestials/gods
செல்வன்,PERSON,lord (Indiran)
தன்,O,pronoun meaning his
பொறி,O,adjective meaning spotted/speckled
வரிக்,O,adjective meaning lined/striped
கொட்டையொடு,FLOWER,from the center of a flower
புகழ்,O,noun meaning fame/glory
வரம்பு,O,noun meaning limit/boundary
இகந்தோய்,PERSON,O lord who went beyond
poem6,,
புகை,O,noun meaning fragrant smoke/incense
பூ,FLOWER,flower
அவி,FOOD,offering/sacrificial offering
ஆராதனை,O,noun meaning worship/offering
அழல்,NATURE,fire/flame
பல,O,adjective meaning many
ஏந்தி,O,verb meaning carrying
நகை,O,noun meaning smile/laughter
அமர்,O,adjective meaning desirable/loving
காதலரை,PERSON,lovers/beloved ones
நாளணிக்,O,adverb meaning with festive day clothes
கூட்டும்,O,verb meaning causing to dress/unite
வகை,O,noun meaning manner/way
சாலும்,O,adjective meaning fitting/abundant
வையை,WATERBODY,Vaiyai river
வரவு,O,noun meaning arrival/coming
தொடி,OBJECT,bangles
தோள்,PERSON,arms
செறிப்ப,O,verb meaning to be tight
தோள்,PERSON,arms
வளை,OBJECT,bangles
இயங்க,O,verb meaning to move/to be loose
கொடி,PLANT,thoyyil vine design
சேரா,O,adverbial participle meaning mixing/smudging
திருக்,O,adjective meaning sacred/beautiful
கோவை,OBJECT,waist ornament
காழ்,O,noun meaning thread/string
கொள,O,verb meaning to take/to break revealing
தொகு,O,adjective meaning collected/gathered
கதிர்,NATURE,ray
முத்துத்,OBJECT,pearl
தொடை,OBJECT,strand/necklace
கலிழ்பு,O,verb meaning mixing/becoming dull
மழுக,O,verb meaning to become dull/to smear
உகிரும்,O,noun meaning nails
கொடிறும்,O,noun meaning cheeks
உண்ட,O,past participle meaning having/eaten
செம்பஞ்சியும்,OBJECT,red coloring/paste
நகில்,O,noun meaning rounded breasts
அணி,O,noun meaning decoration/beauty
அளறு,O,noun meaning mud/paste
நனி,O,adverb meaning greatly/abundantly
வண்டல்,O,noun meaning mud/slush
மண்ட,O,verb meaning to flow/to spread
இலையும்,PLANT,leaf/leaf garland
மயிரும்,O,noun meaning hair
ஈர்ஞ்,O,adjective meaning wet/moist
சாந்து,OBJECT,sandal paste
நிழத்த,O,verb meaning to erase/to rub off
முலையும்,PERSON,breasts
மார்பும்,PERSON,chest
முயங்கு,O,verb meaning embracing
அணி,OBJECT,jewels/ornaments
மயங்க,O,verb meaning to tangle/to mix
விருப்பு,O,noun meaning desire/love
ஒன்றுபட்டவர்,PERSON,those united/lovers
உளம்,O,noun meaning mind/heart (இடைக்குறை)
நிறை,O,noun meaning fullness/modesty
உடைத்தென,O,verb meaning was broken
வரைச்சிறை,STRUCTURE,dams/bunds
உடைத்ததை,O,verb meaning broke
வையை,WATERBODY,Vaiyai
வையைத்,WATERBODY,Vaiyai's
திரைச்சிறை,WATERBODY,wave-like flowing/waves
உடைத்தன்று,O,verb meaning broke
கரைச்சிறை,STRUCTURE,banks as protection
அறைக,O,verb meaning to protect/to warn
எனும்,O,verb meaning saying/thus
உரைச்சிறை,O,noun meaning words as protection
ப்பறை,OBJECT,parai drum
எழ,O,verb meaning to rise/to sound
ஊர்,PLACE,town/people
ஒலித்தன்று,O,verb meaning raised uproar
அன்று,O,adverb meaning on that day
போர்,NATURE,battle
அணியின்,O,noun meaning in the battle teams
புகர்,O,adjective meaning spotted
முகம்,ANIMAL,face (elephant)
சிறந்தென,O,verb meaning like they were splendid
நீர்,WATERBODY,water
அணி,O,noun meaning decoration/beauty
அணியின்,O,noun meaning in the teams/groups
நிரை,O,noun meaning row/line
நிரை,O,noun meaning row/line
பிடி,ANIMAL,female elephant
செல,O,verb meaning to go/to be (இடைக்குறை)
ஏர்,O,noun meaning beauty/plough
அணி,O,noun meaning decoration/beauty
அணியின்,O,noun meaning in the teams/groups
இளையரும்,PERSON,young men
இனியரும்,PERSON,beloved women
ஈர்,O,adjective meaning wet/moist
அணி,CLOTHING,clothes suitable for bathing
அணியின்,O,noun meaning wearing
இகல்,O,noun meaning battle/fight
மிக,O,adverb meaning greatly
நவின்று,O,verb meaning loving/desiring
தணி,O,adjective meaning cool
புனல்,WATERBODY,water
ஆடும்,O,verb meaning playing/bathing
தகை,O,noun meaning splendor/beauty
மிகு,O,adjective meaning great
போர்க்கண்,NATURE,on the battlefield
துணி,O,adjective meaning clear/pure
புனல்,WATERBODY,water
ஆக,O,adverb meaning as/becoming
துறை,WATERBODY,port/shore
வேண்டும்,O,verb meaning desiring
மைந்தின்,O,noun meaning with strength
அணி,O,noun meaning teams/groups
அணி,O,noun meaning teams/groups
ஆகிய,O,past participle meaning becoming
தாரர்,WARRIOR,those with weapons/garlands (foot soldiers)
கருவியர்,WEAPON,those with weapons
அடு,O,adjective meaning attacking/flowing
புனலது,WATERBODY,of the flowing water
செல,O,verb meaning to go/to flow (இடைக்குறை)
அவற்றை,O,pronoun meaning those things
இழிவர்,O,verb meaning they remove/cast off
கைம்மான்,ANIMAL,elephant (with trunk/hand)
எருத்தர்,PERSON,those on the necks (of elephants)
கலி,O,adjective meaning proud/celebrated
மட,O,adjective meaning delicate/gentle
மாவினர்,ANIMAL,those with horses
நெய்ம்,O,noun meaning oil/ghee
மாண்,O,adjective meaning excellent/fit
சிவிறியர்,OBJECT,those with squirting pipes
நீர்,WATERBODY,water
மணக்,O,adjective meaning fragrant
கோட்டினர்,OBJECT,those with horns
வெண்கிடை,PLANT,pith (sola pith plant)
மிதவையர்,OBJECT,those with floats
நன்,O,adjective meaning good/fine
கிடைத்,PLANT,with pith
தேரினர்,VEHICLE,those with chariots
சாரிகை,O,noun meaning crowd/throng
மறுத்து,O,verb meaning not avoiding
தண்டா,O,negative adjective meaning not avoiding/not retreating
உண்டிகை,O,noun meaning crowd/throng
ஓர்,O,adjective meaning one/same
இயவு,O,noun meaning path/way
உறுத்தர,O,verb meaning crushing/pressing
ஊர்,PLACE,town
ஊர்பு,O,verb meaning riding
இடம்,PLACE,space/place
திரீஇ,O,verb meaning moving around
சேரி,PLACE,community/neighborhood
இளையர்,PERSON,young people
செல,O,verb meaning to go (இடைக்குறை)
அரு,O,adjective meaning difficult/rare
நிலையர்,PERSON,those in that state/condition
வலியர்,PERSON,those with strength
அல்லோர்,PERSON,those without/others
துறை,WATERBODY,shore
துறை,WATERBODY,shore
அயர,O,verb meaning to play
மெலியர்,PERSON,those who are weak
அல்லோர்,PERSON,those without/others
விருந்து,O,adjective meaning new
புனல்,WATERBODY,water
அயர,O,verb meaning to play
சாறும்,O,noun meaning aromatic liquids
சேறும்,O,noun meaning pastes (sandal/vermillion)
நெய்யும்,O,noun meaning oil/ghee
மலரும்,FLOWER,flowers
நாறுபு,O,verb meaning being fragrant
நிகழும்,O,verb meaning occurring/happening
யாறு,WATERBODY,river
வரலாறு,O,noun meaning nature/way of coming
நாறுபு,O,verb meaning being fragrant
நிகழும்,O,verb meaning occurring/happening
யாறு,WATERBODY,river
கண்டு,O,verb meaning seeing
அழிந்து,O,verb meaning being ruined/thinking ruined
வேறுபடு,O,adjective meaning different/impure
புனல்,WATERBODY,water
என,O,quotative particle meaning thus
விரை,O,noun meaning fragrance/aromatic things
மண்ணுக்,O,noun meaning washed off bodies
கலிழை,O,noun meaning mixed/impure water
புலம்,O,noun meaning field/Vedas
புரி,O,verb meaning desiring/practicing
அந்தணர்,PROFESSION,Brahmins
கலங்கினர்,O,verb meaning they were agitated/confused
மருண்டு,O,verb meaning being disturbed/frightened
மாறு,O,adjective meaning changed/faded
மென்மலரும்,FLOWER,delicate flowers
தாரும்,OBJECT,garlands
கோதையும்,OBJECT,garlands (worn on head)
வேரும்,PLANT,roots
தூரும்,PLANT,root-like formations near base
காயும்,FRUIT,unripe fruits/vegetables
கிழங்கும்,PLANT,tubers
பூரிய,O,adjective meaning lowly/mean
மாக்கள்,PERSON,people
உண்பது,FOOD,food
மண்டி,O,past participle meaning left over
நார்,OBJECT,fiber/cloth-like fiber
அரி,O,verb meaning filtering
நறவம்,FOOD,liquor/alcohol
உகுப்ப,O,verb meaning pouring
நலன்,O,noun meaning beauty/goodness
அழிந்து,O,verb meaning being ruined
வேறாகின்று,O,verb meaning becoming different
இவ்,O,pronoun meaning this
விரி,O,adjective meaning wide/spreading
புனல்,WATERBODY,water/flood
வரவு,O,noun meaning arrival
என,O,quotative particle meaning thus
சேறு,O,noun meaning slush/mixed paste
ஆடு,O,verb meaning playing/moving
புனலது,WATERBODY,of the water
செலவு,O,noun meaning going/flowing nature
வரை,MOUNTAIN,mountain
அழி,O,verb meaning destroying/going past limits
வால்,O,adjective meaning white/bright
அருவி,WATERBALL,waterfall
வா,O,particle (part of compound)
தாலாட்ட,O,verb meaning creating sounds/lulling
கரை,STRUCTURE,bank
அழி,O,verb meaning destroying/ruining
வால்,O,adjective meaning white/pure
அருவிக்,WATERBALL,waterfall's
கால்,NATURE,wind/air
பாராட்ட,O,verb meaning to blow/to caress
இரவில்,NATURE,at night
புணர்ந்தோர்,PERSON,those who united
இடைமுலை,PERSON,breasts (space between)
அல்கல்,O,verb meaning lying on
புரைவது,O,adjective meaning fitting/suitable
பூந்தாரான்,PERSON,one with flower garland (Murukan)
குன்று,MOUNTAIN,mountain
என,O,quotative particle meaning thus
கூடார்க்கு,PERSON,to those who did not go
உரையோடு,O,noun meaning with words/telling
இழிந்து,O,verb meaning flowing
உராய்,O,verb meaning spreading
ஊரிடை,PLACE,in the town/streets
ஓடி,O,verb meaning running/flowing
சலப்படையான்,PERSON,Kaman/love god with flower arrow
இரவில்,NATURE,at night
தாக்கியது,O,past participle meaning attacked
எல்லாம்,O,pronoun meaning everything/all
புலப்பட,O,verb meaning to be revealed
புன்அம்,O,adjective meaning beautiful (புன் + அம்)
புலரியின்,NATURE,in the early morning
நிலப்பட,O,verb meaning on the earth
த்,O,link consonant
தான்,O,pronoun meaning itself
மலர்ந்தன்றே,O,verb with expletive meaning it has spread/blossomed
தமிழ்,O,adjective meaning Tamil
வையைத்,WATERBODY,Vaiyai
தண்ணம்,O,adjective meaning cool and beautiful
புனல்,WATERBODY,water/flood
விளியா,O,negative adjective meaning uninvited
விருந்து,PERSON,guest
விழுவார்க்கு,PERSON,to those who love/desire
கொய்தோய்,PERSON,you who plucked
தளிர்,PLANT,sprout/tender leaf
அறிந்தாய்,PERSON,you (who) knew/are aware
தாம்,O,pronoun meaning they/you (honorific)
இவை,O,pronoun meaning these
பணிபு,O,adjective meaning humble
ஒசி,O,adjective meaning broken/ruined
பண்ப,PERSON,O you of (broken) love nature
பண்டெல்லாம்,O,adverb meaning in the past
நனி,O,adverb meaning abundantly/greatly
உருவத்து,O,noun meaning to the shape
என்னோ,O,interrogative meaning what is the reason
துவள்,O,adjective meaning wilted/faded
கண்டீ,O,verb meaning you see/look at
எய்தும்,O,verb meaning known/obtained
களவு,O,noun meaning secret love
இனி,O,adverb meaning now
நின்,O,pronoun meaning your
மார்பின்,PERSON,on the chest
தார்,OBJECT,garland
வாட,O,verb meaning to wilt
க்கொய்ததும்,O,verbal noun meaning the plucking
வாயாளோ,PERSON,will she refuse/not accept
கொய்,O,past participle meaning plucked
தழை,PLANT,sprout/tender leaf
கை,PERSON,hand
பற்றி,O,verb meaning holding/grasping
ச்செய்ததும்,O,verbal noun meaning the making/doing
வாயாளோ,PERSON,will she refuse/not accept
செப்பு,O,verb meaning tell/speak
புனை,O,adjective meaning made/hand-made
புணை,OBJECT,raft
ஏற,O,verb meaning to climb/to board
த்தாழ்த்ததை,O,verb meaning delayed/became late
தளிர்,PLANT,sprouts/tender leaves
இவை,O,pronoun meaning these
நீரின்,WATERBODY,by the water
துவண்ட,O,past participle meaning wilted/became damp
சேஎய்,PERSON,Murukan
குன்றம்,MOUNTAIN,mountain/Thirupparankundram
காமர்,O,adjective meaning beautiful/desirable
பெருக்கு,O,noun meaning flood/abundance
அன்றோ,O,particle with expletive meaning isn't it
வையை,WATERBODY,Vaiyai
வரவு,O,noun meaning arrival/coming
ஆம்,O,interjection meaning yes
ஆம்,O,interjection meaning yes
அது,O,pronoun meaning that
ஒக்கும்,O,verb meaning is fitting/resembles
காதல்,O,noun meaning love
அம்,O,adjective meaning beautiful
காமம்,O,noun meaning love/desire
ஒருக்க,O,verb meaning to shrink/to contract
ஒரு,O,adjective meaning one/same
தன்மை,O,noun meaning nature/state
நிற்குமோ,O,interrogative verb meaning will it stay
ஒல்லை,O,adverb meaning swiftly/quickly
ச்சுருக்கமும்,O,noun meaning shrinking/contraction
ஆக்கமும்,O,noun meaning growth/expansion
சூள்,O,noun meaning oath/vow
உறல்,O,verb meaning do not swear
வையைப்,WATERBODY,Vaiyai's
பெருக்கு,O,noun meaning flood
அன்றோ,O,particle with expletive meaning isn't it
பெற்றாய்,PERSON,you got/you made
பிழை,O,noun meaning mistake/error
அருகு,O,adverb meaning nearby
பதியாக,PLACE,as the town
அம்பியில்,VEHICLE,in the boat
தாழ்ப்பிக்கும்,O,verb meaning delayed/made late
குருகு,BIRD,heron/egret/stork
இரை,FOOD,food/prey
தேர,O,verb meaning to search
க்கிடக்கும்,O,verb meaning lying/reduced state
பொழி,O,verb meaning pouring
காரில்,NATURE,in the rainy season
இன்,O,adjective meaning sweet
இளவேனில்,NATURE,early summer
இது,O,pronoun meaning this
அன்றோ,O,particle with expletive meaning isn't it
வையை,WATERBODY,Vaiyai
நின்,O,pronoun meaning your
வையை,WATERBODY,Vaiyai
வயமாக,O,adverb meaning in the mind
வை,O,verb meaning place/think
செல்,O,verb meaning flowing
யாற்றுத்,WATERBODY,river's
தீம்,O,adjective meaning sweet
புனலில்,WATERBODY,in the water
செல்,O,verb meaning floating
மரம்,OBJECT,wood/log
போல,O,comparative particle meaning like
வவ்வு,O,verb meaning seizing/grasping
வல்லார்,PERSON,those capable of
புணை,OBJECT,raft
ஆகிய,O,past participle meaning becoming
மார்பினை,PERSON,chest (your)
என்னும்,O,verb meaning saying/without
பனியாய்,NATURE,without fear/without shame
இரவெல்லாம்,NATURE,all night
